centaur_case_id,new_seg_id
26394351,86404
26393818,86405
26394549,86406
26396156,86407
26393536,86408
26395831,86409
26395873,86410
26394142,86411
26396920,86412
26394739,86413
26393679,86414
26395317,86415
26396785,86416
26397242,86417
26393833,54935
26397360,86418
26393643,86419
26395263,86420
26397268,86421
26394239,86422
26393347,86423
26394108,86424
26397543,86425
26396622,86426
26395129,86427
26396701,86428
26397206,86429
26396270,86430
26396697,86431
26396134,86432
26394396,86433
26393031,86434
26396768,86435
26394987,86436
26393370,86437
26395002,86438
26393912,86439
26397412,86440
26397687,86441
26396146,86442
26393096,86443
26392894,86444
26396061,86445
26393019,86446
26395441,86447
26395242,86448
26394796,86449
26395200,86450
26397323,86451
26393683,86452
26395641,86453
26395467,86454
26394789,86455
26393454,86456
26394837,86457
26393675,86458
26395675,86459
26396495,86460
26397030,86461
26392961,86462
26396580,86463
26394922,86464
26394235,86465
26393866,86466
26396143,86467
26394049,86468
26395591,86469
26393905,86470
26393591,86471
26394080,86472
26395175,86473
26393100,86474
26393483,86475
26394147,86476
26394124,86477
26395749,86478
26396809,29327
26396601,86479
26397071,86480
26396549,86481
26393878,86482
26397395,86483
26397674,86484
26397283,86485
26394279,86486
26397209,86487
26395646,86488
26393399,86489
26396484,86490
26397121,86491
26393136,86492
26393446,86493
26395206,62122
26397218,86494
26397092,86495
26395624,86496
26396099,86497
26397419,35253
26396474,86498
26394048,86499
26396138,86500
26393595,86501
26392823,86502
26393612,86503
26397148,86504
26397759,86505
26393029,86506
26395549,86507
26396728,86508
26395463,86509
26396753,86510
26393206,86511
26396137,86512
26393128,86513
26396581,27503
26395938,86514
26395942,86515
26396795,59557
26393534,86516
26394160,86517
26394474,86518
26396169,86519
26394408,59435
26393653,86520
26397511,86521
26395576,86522
26393088,86523
26395809,86524
26394926,86525
26393162,86526
26397410,86527
26394121,86528
26396202,86529
26396511,86530
26396363,86531
26397707,86532
26395323,86533
26396433,86534
26395857,29958
26394747,86535
26395382,35448
26395107,86536
26395686,86537
26396748,86538
26395573,86539
26395137,86540
26395966,86541
26392932,86542
26393755,86543
26396633,86544
26395099,35814
26396161,86545
26393357,86546
26393739,86547
26395811,86548
26394358,86549
26394611,86550
26394655,27935
26394965,86551
26395682,86552
26395805,86553
26396067,86554
26394272,86555
26397610,86556
26396260,86557
26395973,86558
26393610,86559
26392827,45583
26396772,66523
26393624,86560
26395216,86561
26396289,86562
26393661,86563
26394182,86564
26396262,86565
26394157,86566
26393190,86567
26393925,86568
26394932,86569
26396850,86570
26396077,86571
26393673,86572
26394371,86573
26397160,86574
26394668,56337
26395440,86575
26397601,26345
26393863,86576
26395883,86577
26397102,86578
26393499,86579
26393597,86580
26395703,86581
26393236,86582
26394127,86583
26397639,86584
26393924,86585
26396608,86586
26395305,86587
26395339,20900
26396836,86588
26392868,86589
26394940,86590
26394435,86591
26394827,86592
26397079,86593
26394363,86594
26396886,86595
26396654,86596
26396227,86597
26397399,86598
26397161,86599
26393239,86600
26395817,86601
26397068,69772
26393478,86602
26394508,86603
26396454,86604
26397437,86605
26394366,86606
26395456,86607
26396235,86608
26395893,86609
26393830,86610
26393988,86611
26392918,86612
26393489,86613
26396440,86614
26397049,86615
26397096,86616
26393092,86617
26397266,86618
26394821,40236
26397691,86619
26395550,86620
26393243,86621
26396710,30996
26397772,86622
26396528,86623
26394111,86624
26397720,86625
26394580,86626
26394130,86627
26397150,86628
26396461,86629
26396847,86630
26393107,86631
26393619,86632
26395959,86633
26395019,86634
26396365,86635
26395484,86636
26396223,86637
26396653,86638
26396155,86639
26393122,86640
26392863,86641
26395512,86642
26393869,35286
26394914,86643
26397679,86644
26394448,86645
26396073,86646
26397567,86647
26392854,86648
26392800,27396
26397251,86649
26395995,86650
26397146,86651
26397355,22370
26394088,86652
26393364,86653
26393635,86654
26395496,86655
26394110,86656
26397507,86657
26396434,86658
26393071,86659
26395500,55140
26395328,86660
26396393,44430
26393223,86661
26392867,35270
26394078,86662
26397733,86663
26393185,86664
26395917,86665
26394097,86666
26395253,86667
26396126,86668
26396152,86669
26396760,86670
26394658,86671
26397402,65503
26393623,86672
26395074,86673
26395639,86674
26394929,86675
26393797,86676
26394206,86677
26393884,86678
26395559,86679
26396012,86680
26396684,86681
26396566,86682
26396537,86683
26395126,86684
26395943,86685
26393093,26244
26394801,86686
26395039,86687
26395578,86688
26395998,63271
26396866,86689
26395259,86690
26393671,86691
26396221,86692
26394223,86693
26396922,86694
26394721,86695
26393615,86696
26395452,86697
26393958,86698
26393915,86699
26393374,86700
26397425,86701
26394826,86702
26396036,86703
26396313,86704
26397485,86705
26393789,86706
26395924,86707
26396533,86708
26395818,86709
26397099,86710
26393835,86711
26396734,86712
26395023,86713
26396092,86714
26394063,86715
26396838,86716
26396493,86717
26396624,86718
26395228,86719
26396994,86720
26395976,86721
26396602,86722
26394420,86723
26394459,86724
26395711,86725
26395142,86726
26394023,86727
26397017,86728
26396627,55984
26393714,86729
26396076,86730
26397752,86731
26392807,86732
26395981,86733
26397533,86734
26397009,86735
26396295,86736
26393123,86737
26395141,86738
26393484,86739
26397238,86740
26393027,86741
26396747,86742
26395115,86743
26396849,86744
26393886,86745
26396095,86746
26395404,86747
26393538,86748
26396912,86749
26393023,86750
26395207,54035
26395136,86751
26393928,86752
26393334,86753
26396043,86754
26397618,86755
26395561,86756
26396874,86757
26397087,86758
26395387,86759
26395991,86760
26394055,86761
26395595,20875
26393018,86762
26393966,40100
26394084,86763
26395350,86764
26395334,86765
26395378,86766
26394762,86767
26393255,86768
26395672,86769
26393472,86770
26395505,86771
26396894,86772
26395792,86773
26394145,86774
26393493,86775
26393396,86776
26395728,86777
26396539,86778
26393137,86779
26397784,86780
26393316,86781
26396064,86782
26395130,86783
26394180,86784
26395139,86785
26395858,86786
26395012,86787
26396967,86788
26397296,86789
26393272,86790
26394682,86791
26393034,86792
26393040,86793
26395585,86794
26396328,86795
26396460,86796
26394203,86797
26395022,86798
26397249,86799
26395784,86800
26395788,86801
26396695,86802
26395718,67868
26392796,86803
26394897,86804
26394136,86805
26397728,86806
26393030,86807
26393117,86808
26393143,86809
26397258,86810
26397276,86811
26396570,86812
26395712,86813
26392908,86814
26394753,45253
26396998,86815
26393722,86816
26394626,86817
26396780,86818
26396824,86819
26394391,86820
26396718,21191
26392952,86821
26392832,86822
26394936,46936
26393024,86823
26394347,86824
26395469,57240
26394053,86825
26396093,86826
26397432,86827
26394419,34789
26396062,86828
26397260,86829
26394522,86830
26395479,86831
26394754,86832
26395346,86833
26397012,86834
26393761,86835
26397237,86836
26397701,55866
26397673,86837
26396914,86838
26393652,86839
26394968,86840
26396349,86841
26396763,86842
26396291,86843
26396373,86844
26394176,86845
26397184,86846
26397393,20831
26393482,86847
26395160,86848
26396197,86849
26396357,86850
26396054,86851
26397389,86852
26396478,86853
26393933,86854
26397727,86855
26396719,86856
26393192,53472
26392973,86857
26397204,86858
26394295,86859
26396214,86860
26395888,86861
26393412,86862
26397023,86863
26393053,86864
26394759,86865
26395178,86866
26397595,86867
26394651,86868
26395092,86869
26395654,86870
26395594,86871
26394022,86872
26396678,86873
26396943,86874
26392829,86875
26393779,86876
26396538,86877
26397297,86878
26393662,86879
26393158,86880
26394776,86881
26396889,86882
26395110,86883
26397740,63812
26395707,86884
26394584,86885
26394072,86886
26394155,86887
26397375,86888
26394673,86889
26396868,86890
26397252,64354
26397488,86891
26396937,86892
26396690,86893
26393519,86894
26393013,86895
26392860,86896
26397743,86897
26394913,86898
26394792,86899
26395365,86900
26396492,86901
26395827,86902
26397265,86903
26393961,86904
26393696,86905
26393151,86906
26395985,86907
26393063,86908
26395171,63291
26394304,86909
26395758,86910
26396212,86911
26395697,86912
26394219,67074
26393020,86913
26393603,86914
26396574,86915
26393349,86916
26395415,86917
26397281,86918
26395845,86919
26393523,86920
26397028,86921
26393388,86922
26392953,86923
26394832,86924
26395396,86925
26394733,86926
26393194,86927
26396722,86928
26394133,86929
26394761,86930
26393539,86931
26395326,86932
26395445,86933
26397413,86934
26396731,86935
26392855,86936
26393479,86937
26397442,86938
26397517,86939
26396669,86940
26396435,86941
26396101,86942
26395642,86943
26397633,86944
26397001,86945
26393421,86946
26393998,86947
26397429,86948
26397307,86949
26394064,86950
26395233,86951
26395940,86952
26395044,86953
26394794,86954
26396964,86955
26396094,86956
26397550,86957
26395483,86958
26393402,34953
26394458,86959
26393698,86960
26394423,86961
26395508,35457
26395798,62082
26393012,86962
26395567,86963
26395431,86964
26393828,86965
26393856,86966
26394259,86967
26395377,86968
26393416,86969
26396480,86970
26393196,86971
26396607,86972
26395416,86973
26395821,86974
26396970,86975
26392955,86976
26396829,86977
26396119,86978
26396666,86979
26393842,86980
26396245,86981
26394631,53979
26393850,86982
26397780,86983
26394743,86984
26396794,54433
26394575,20880
26396613,86985
26397263,86986
26393870,86987
26397270,86988
26397322,53770
26394248,86989
26393525,86990
26392916,29275
26397344,86991
26395462,86992
26394752,86993
26394162,86994
26395174,86995
26397513,86996
26397634,55579
26395436,86997
26395028,86998
26392837,86999
26394353,87000
26396303,50583
26392919,87001
26393009,87002
26394589,87003
26397571,87004
26394973,87005
26395243,22219
26395276,87006
26397286,87007
26393586,87008
26393983,87009
26393549,87010
26397057,87011
26397046,30676
26394775,87012
26395891,87013
26393521,87014
26394261,87015
26393225,87016
26395557,87017
26396089,87018
26395769,87019
26394542,87020
26393237,87021
26393383,87022
26396139,87023
26394143,87024
26395353,87025
26397267,87026
26394227,87027
26394552,87028
26397090,87029
26394164,87030
26395957,87031
26395680,87032
26394467,87033
26394991,87034
26396565,87035
26395765,87036
26395236,87037
26394625,87038
26396323,87039
26396606,87040
26393576,87041
26397680,87042
26394699,87043
26393394,87044
26395655,87045
26396820,87046
26395087,87047
26394697,87048
26397483,87049
26394652,87050
26397558,87051
26394329,87052
26394146,87053
26394567,87054
26394952,87055
26394774,87056
26397333,87057
26394364,87058
26396621,87059
26396544,87060
26394374,87061
26393969,87062
26395961,47389
26397325,87063
26395638,87064
26395990,87065
26395332,87066
26397111,87067
26396708,87068
26397441,87069
26394756,87070
26396035,87071
26394070,87072
26394620,87073
26394906,87074
26397414,87075
26392869,87076
26395343,87077
26393546,87078
26396352,87079
26393809,87080
26396039,87081
26392825,87082
26393567,87083
26397627,48039
26395501,87084
26397293,87085
26397498,87086
26396816,26525
26395113,87087
26394681,87088
26394565,87089
26392826,87090
26394619,87091
26393740,87092
26394029,87093
26396120,87094
26396556,87095
26397541,47130
26393320,87096
26392849,87097
26393327,87098
26396483,87099
26397553,87100
26395223,87101
26393064,87102
26394303,87103
26397715,87104
26396952,87105
26394492,87106
26396314,87107
26397015,87108
26393172,48008
26396949,87109
26397173,87110
26397100,56468
26396575,87111
26392892,87112
26394116,87113
26394844,87114
26394836,87115
26392865,87116
26393816,87117
26393353,87118
26397564,87119
26393086,87120
26396681,87121
26397466,87122
26392900,87123
26396074,87124
26397027,87125
26393810,87126
26393970,87127
26394276,87128
26396123,87129
26393314,87130
26396431,87131
26395149,87132
26395455,87133
26397186,87134
26394814,87135
26397685,87136
26394432,87137
26396771,87138
26394431,87139
26393937,87140
26396530,87141
26394109,87142
26393193,87143
26393692,35712
26395453,87144
26394893,87145
26397586,87146
26393862,87147
26397738,87148
26393014,87149
26393704,87150
26397374,87151
26396228,87152
26397573,87153
26394781,87154
26397611,87155
26393324,87156
26395977,87157
26397584,87158
26392873,87159
26393186,87160
26393731,87161
26396929,87162
26396388,87163
26393985,35291
26396618,87164
26395269,87165
26396672,87166
26396331,87167
26394332,40776
26393119,87168
26394134,87169
26394548,87170
26393110,87171
26393229,87172
26394397,35483
26395804,87173
26396987,87174
26393178,87175
26393464,87176
26397557,87177
26395912,87178
26397582,87179
26394349,87180
26393680,87181
26393156,87182
26396576,87183
26392978,87184
26395689,87185
26396979,87186
26393670,87187
26393044,87188
26393212,87189
26397020,39104
26396403,87190
26393373,87191
26393247,87192
26397370,87193
26393087,87194
26396657,87195
26397688,87196
26396854,87197
26394691,87198
26394824,87199
26397312,87200
26395955,87201
26395262,34801
26396455,87202
26394234,87203
26392950,87204
26397765,87205
26393784,87206
26395801,87207
26394523,87208
26395706,87209
26394980,87210
26396344,87211
26396496,87212
26394177,87213
26396655,87214
26393584,87215
26394120,87216
26393435,87217
26393677,87218
26397756,87219
26397628,87220
26396858,87221
26394152,87222
26396959,87223
26394007,87224
26395657,87225
26397433,87226
26394482,87227
26397143,87228
26396347,87229
26395013,87230
26393459,87231
26397583,87232
26396135,87233
26393187,87234
26394362,56870
26395329,87235
26396275,87236
26394891,87237
26397078,34974
26394530,87238
26397065,87239
26393822,87240
26395474,39268
26396084,87241
26394217,87242
26395389,87243
26394978,87244
26397381,87245
26396696,87246
26395016,87247
26393207,87248
26393514,87249
26396755,87250
26395902,87251
26395964,87252
26394606,87253
26396946,87254
26393147,87255
26396956,87256
26397551,87257
26395897,87258
26392933,87259
26393778,87260
26393462,87261
26394069,87262
26396457,87263
26397621,87264
26393359,87265
26396526,87266
26393420,87267
26392896,87268
26397359,87269
26397529,87270
26393889,87271
26397579,87272
26393341,87273
26396081,87274
26395763,87275
26396924,87276
26397048,87277
26397176,87278
26396846,87279
26394309,87280
26397519,87281
26393524,87282
26395659,87283
26395161,87284
26394452,39254
26395358,87285
26395945,87286
26395575,87287
26393754,87288
26394262,87289
26396957,87290
26393025,87291
26394908,87292
26397503,87293
26394647,87294
26395516,87295
26397658,87296
26393134,87297
26395246,87298
26393682,87299
26393611,87300
26393284,87301
26395653,87302
26393877,87303
26394741,87304
26396525,87305
26394495,87306
26395117,87307
26393934,87308
26396472,87309
26393246,87310
26397167,36171
26396282,87311
26393685,87312
26397619,87313
26395886,87314
26396476,87315
26396233,87316
26394505,87317
26392958,87318
26395826,87319
26396259,87320
26396735,87321
26394427,87322
26393386,87323
26393073,87324
26393727,87325
26392815,87326
26394230,87327
26397337,87328
26394706,87329
26393684,87330
26393656,87331
26396014,87332
26397641,87333
26393321,87334
26393135,87335
26396619,87336
26397596,87337
26393991,87338
26394641,87339
26393594,87340
26393439,87341
26393062,87342
26396762,87343
26396232,87344
26396257,87345
26393467,87346
26393488,87347
26393068,87348
26395791,87349
26394538,87350
26394430,35781
26395623,87351
26394587,87352
26395855,87353
26393596,87354
26395298,59595
26395199,87355
26397014,87356
26393132,87357
26392880,87358
26394250,87359
26397709,87360
26393896,87361
26393258,87362
26394137,87363
26394367,21784
26393131,87364
26397077,87365
26397435,87366
26393526,87367
26395772,87368
26397682,87369
26394017,87370
26393583,87371
26397783,87372
26393913,87373
26393844,69953
26394258,87374
26393485,87375
26394718,87376
26397228,87377
26396589,87378
26396773,87379
26392861,87380
26397264,87381
26393161,87382
26395026,87383
26396729,87384
26393458,87385
26394369,87386
26393263,87387
26397594,87388
26393737,34886
26395789,87389
26395423,87390
26393794,87391
26397277,87392
26396596,87393
26393858,87394
26396210,87395
26397421,87396
26395385,87397
26392866,87398
26393860,87399
26397345,87400
26396595,87401
26394716,87402
26396110,87403
26397084,87404
26395027,87405
26393016,87406
26395617,87407
26396891,87408
26393832,87409
26397411,87410
26397302,87411
26396336,87412
26396241,87413
26394450,87414
26394429,87415
26397555,87416
26395529,87417
26396691,87418
26394543,87419
26396175,87420
26394041,87421
26395547,87422
26394602,87423
26395717,87424
26394024,87425
26395069,87426
26396079,87427
26393361,87428
26394104,87429
26396447,87430
26396677,87431
26397497,87432
26392999,87433
26397520,87434
26397225,87435
26394338,87436
26394179,87437
26393728,87438
26395278,87439
26393046,87440
26397657,87441
26397279,87442
26397050,87443
26394942,87444
26395219,87445
26396277,87446
26395088,87447
26394475,87448
26397254,87449
26396351,87450
26396685,87451
26394803,87452
26394418,87453
26393376,87454
26396789,87455
26395337,87456
26395546,87457
26397349,87458
26394058,87459
26393422,87460
26396002,57411
26397758,87461
26394386,87462
26393112,87463
26394671,87464
26395053,87465
26396424,87466
26395993,87467
26393589,87468
26395070,87469
26397180,87470
26392947,87471
26395434,87472
26397787,87473
26396009,87474
26396215,87475
26397316,87476
26397330,87477
26396582,87478
26393719,87479
26393522,87480
26394890,87481
26396792,87482
26397058,24523
26394424,87483
26396386,87484
26393849,87485
26394550,87486
26393638,87487
26397234,87488
26396182,87489
26393326,87490
26395874,87491
26393048,87492
26394612,87493
26394835,87494
26397207,87495
26396805,87496
26394472,87497
26397120,42550
26393733,87498
26397246,87499
26397066,87500
26393006,87501
26395402,87502
26393502,87503
26395597,87504
26397729,44824
26396610,87505
26395333,40856
26396088,87506
26393650,87507
26396355,87508
26397045,87509
26395320,87510
26393734,87511
26393715,87512
26393826,87513
26394919,87514
26395124,87515
26395566,87516
26396955,87517
26394275,87518
26397007,87519
26394727,87520
26395418,87521
26394601,87522
26394799,87523
26396177,87524
26393115,63182
26397062,28285
26393710,87525
26394322,87526
26395960,87527
26395918,87528
26393083,87529
26397444,87530
26393780,87531
26396963,87532
26393967,87533
26396334,87534
26395974,87535
26396383,87536
26396662,87537
26395988,70876
26396800,87538
26397439,87539
26394823,87540
26396668,87541
26393605,87542
26395519,87543
26392833,87544
26397205,87545
26397244,87546
26396812,65665
26395064,87547
26396056,87548
26394514,87549
26393763,87550
26394225,87551
26397630,87552
26397341,87553
26394494,45197
26396149,57182
26394003,87554
26394842,87555
26394736,87556
26394558,87557
26395080,69588
26395075,30220
26396350,87558
26395920,87559
26392889,87560
26395963,87561
26395020,87562
26395738,47973
26394465,87563
26396712,87564
26395744,87565
26396787,87566
26393532,87567
26393757,87568
26397597,87569
26394312,87570
26393561,87571
26397247,87572
26397115,87573
26393387,87574
26395413,87575
26395094,87576
26393900,87577
26395388,87578
26396416,87579
26396741,87580
26396179,87581
26396198,87582
26393827,87583
26396503,56505
26396558,87584
26395356,55929
26394172,87585
26393257,87586
26395797,87587
26395114,87588
26393695,87589
26394196,87590
26394709,87591
26394019,87592
26394073,87593
26395062,87594
26396671,87595
26393366,66719
26396224,87596
26395694,87597
26397512,87598
26397565,87599
26395367,87600
26395401,87601
26395167,87602
26397060,87603
26397668,35102
26395693,87604
26394992,87605
26393455,87606
26394771,87607
26392965,87608
26393579,87609
26393442,87610
26393465,87611
26396853,87612
26395843,87613
26393637,87614
26392964,87615
26395951,87616
26395036,87617
26397791,87618
26394027,87619
26395830,87620
26395543,39913
26394175,87621
26396173,87622
26393963,87623
26395740,87624
26393124,87625
26396988,87626
26394473,87627
26393875,87628
26393745,87629
26392906,87630
26393939,87631
26396935,87632
26397235,87633
26395898,87634
26394030,87635
26397398,87636
26394148,87637
26397559,87638
26393663,87639
26396199,87640
26393250,87641
26393437,87642
26397418,87643
26393689,87644
26394624,87645
26395238,87646
26393788,87647
26393681,87648
26394948,87649
26393987,87650
26395526,87651
26395980,87652
26396649,87653
26397257,87654
26393686,87655
26397142,87656
26396051,87657
26394421,87658
26397538,87659
26395495,87660
26393805,87661
26396724,87662
26393972,87663
26395221,87664
26393417,87665
26397130,87666
26396634,28427
26393711,87667
26393659,87668
26397324,87669
26393259,87670
26395383,87671
26395667,87672
26394352,35158
26395197,60922
26394341,87673
26396479,87674
26394039,87675
26397314,87676
26396387,69277
26394000,87677
26396966,87678
26396711,87679
26397080,87680
26396497,87681
26393929,87682
26396905,87683
26392911,87684
26395923,67764
26394477,87685
26394805,87686
26395014,87687
26394959,87688
26393180,87689
26396638,87690
26394989,35481
26393177,60318
26394236,87691
26396631,87692
26394385,87693
26394378,87694
26396195,87695
26396942,87696
26394629,87697
26397554,87698
26395820,87699
26393974,87700
26394633,87701
26394068,87702
26394866,87703
26396903,87704
26393814,22231
26395430,87705
26396815,87706
26397271,87707
26395629,87708
26396098,87709
26396910,87710
26397164,87711
26396140,87712
26394531,87713
26397716,87714
26393238,87715
26394846,87716
26395190,35136
26394031,87717
26395144,87718
26397348,87719
26397768,87720
26396825,87721
26396586,87722
26394798,87723
26395235,87724
26393515,87725
26396999,87726
26394317,87727
26396124,87728
26396294,87729
26394755,87730
26396419,87731
26393971,67527
26394515,87732
26396396,87733
26397746,87734
26393007,87735
26395719,87736
26394444,87737
26397456,87738
26395692,87739
26396944,87740
26393405,87741
26392944,87742
26397141,61330
26394220,87743
26395100,87744
26393146,87745
26395602,87746
26393278,87747
26392989,87748
26395018,28565
26393496,87749
26396176,87750
26396984,87751
26395301,87752
26395249,87753
26396463,87754
26393010,87755
26395225,87756
26397366,87757
26393210,87758
26396885,87759
26397172,87760
26395677,87761
26397127,87762
26397138,87763
26396309,87764
26394173,49384
26392841,87765
26396113,87766
26392798,87767
26397631,87768
26397672,34762
26393001,24747
26397470,87769
26393423,87770
26396389,87771
26397531,87772
26396725,87773
26395785,87774
26396252,87775
26395929,87776
26394556,87777
26397617,87778
26393232,87779
26395485,35392
26396547,87780
26394995,87781
26396587,87782
26394207,87783
26393834,87784
26397008,53761
26396017,87785
26397598,87786
26393705,87787
26394964,87788
26394610,87789
26396754,34830
26394982,87790
26394596,87791
26395586,87792
26392830,87793
26393723,87794
26394621,87795
26393977,87796
26396482,87797
26395502,87798
26396791,87799
26396378,87800
26396441,87801
26394585,87802
26396253,87803
26394947,87804
26396745,87805
26395781,87806
26394640,65300
26394032,87807
26395157,87808
26397350,87809
26395606,87810
26396031,87811
26395123,87812
26393041,87813
26396660,87814
26395255,87815
26397499,87816
26396041,87817
26393400,87818
26394688,87819
26393836,87820
26394782,87821
26397193,87822
26393785,87823
26395937,87824
26393164,87825
26395551,87826
26395370,87827
26395043,87828
26396250,87829
26394456,87830
26393470,87831
26395103,87832
26393628,87833
26394214,87834
26396597,87835
26393795,87836
26396730,87837
26394496,45320
26397187,87838
26395006,87839
26395865,87840
26396826,87841
26396764,87842
26396330,87843
26397647,87844
26396519,87845
26394377,87846
26395691,87847
26397097,87848
26393461,87849
26396813,87850
26394328,87851
26392998,87852
26397004,87853
26393350,87854
26395916,87855
26396573,87856
26395861,87857
26395939,87858
26397369,87859
26394504,87860
26392972,87861
26393959,87862
26393242,87863
26394956,87864
26394730,87865
26393906,87866
26394825,87867
26396402,87868
26394974,87869
26394237,87870
26395884,87871
26394211,87872
26393590,87873
26396105,87874
26397689,87875
26395163,87876
26397212,87877
26393701,87878
26394874,87879
26393302,87880
26397211,34941
26394931,87881
26397363,87882
26395930,87883
26393770,87884
26394257,87885
26396843,87886
26395264,87887
26394043,87888
26395068,87889
26393348,35699
26394644,87890
26393976,87891
26394500,87892
26392879,87893
26394749,87894
26393297,87895
26395552,87896
26394356,87897
26395840,87898
26396981,67893
26394106,87899
26393946,87900
26393885,87901
26395978,87902
26392901,87903
26393812,87904
26394260,87905
26393626,87906
26397128,87907
26394040,87908
26397356,44664
26395082,87909
26394406,87910
26394614,87911
26397763,87912
26396407,87913
26393165,87914
26393476,87915
26396240,87916
26396498,87917
26396605,87918
26393262,87919
26396985,87920
26394540,87921
26395775,87922
26393067,87923
26397521,87924
26394405,87925
26392883,87926
26392835,87927
26396439,87928
26396194,87929
26397484,62094
26393026,87930
26394112,87931
26393707,87932
26396915,87933
26395038,87934
26395755,87935
26396598,87936
26395422,87937
26397471,87938
26393953,87939
26393655,87940
26396147,87941
26396379,87942
26396285,87943
26395734,87944
26397215,87945
26393568,87946
26397786,87947
26393099,87948
26397217,87949
26396380,87950
26396129,87951
26394885,87952
26393899,87953
26395060,87954
26393066,87955
26397477,87956
26392848,87957
26396209,87958
26397103,87959
26397299,87960
26396986,87961
26396832,87962
26396115,87963
26393585,87964
26394389,87965
26394953,87966
26395101,28359
26397175,87967
26395540,87968
26392922,87969
26395384,87970
26397590,87971
26393857,87972
26397047,20883
26395721,87973
26396900,87974
26397223,87975
26394446,87976
26396953,87977
26393310,87978
26396569,87979
26393213,87980
26392954,87981
26393979,87982
26397510,87983
26397779,48507
26395907,87984
26394981,87985
26394509,87986
26393266,87987
26396757,40011
26393744,87988
26394300,87989
26393356,87990
26396218,87991
26397450,87992
26393059,25901
26395000,87993
26396301,87994
26393338,87995
26395489,87996
26394772,87997
26394872,87998
26397671,22308
26397230,87999
26393951,88000
26393498,88001
26396609,88002
26393377,88003
26395316,88004
26395465,88005
26395102,88006
26393138,88007
26394607,88008
26394372,88009
26397664,88010
26395932,88011
26395656,88012
26393335,88013
26395097,88014
26397699,88015
26395125,88016
26393471,88017
26396021,88018
26395685,88019
26392803,88020
26397652,88021
26394191,88022
26396632,88023
26394904,88024
26397721,88025
26397378,88026
26395649,88027
26394907,88028
26396527,88029
26396281,59574
26397006,30677
26394545,88030
26396982,88031
26395203,88032
26397449,88033
26395837,88034
26392992,88035
26397607,88036
26394731,88037
26394264,88038
26392858,88039
26392948,88040
26393085,88041
26396322,88042
26394583,88043
26397105,88044
26393369,55193
26393935,34735
26393909,88045
26397255,88046
26395364,88047
26392881,31545
26394788,88048
26393688,88049
26395968,88050
26393047,88051
26392821,61013
26396080,88052
26394532,35598
26393224,88053
26395432,88054
26397777,88055
26395756,88056
26393339,88057
26394403,88058
26394174,88059
26394095,88060
26392963,88061
26395742,88062
26393204,88063
26395299,88064
26394717,88065
26395700,88066
26397305,88067
26392890,39118
26397005,60971
26396037,88068
26393708,88069
26394859,88070
26395577,88071
26396532,88072
26395828,88073
26397152,88074
26393687,88075
26394188,88076
26396273,88077
26394767,88078
26395645,88079
26396571,88080
26396568,88081
26394392,88082
26393508,88083
26397227,88084
26394498,88085
26393351,88086
26393871,88087
26395104,88088
26395446,88089
26395647,88090
26394876,88091
26394686,88092
26397492,88093
26397505,88094
26393466,88095
26393600,88096
26397585,88097
26395650,88098
26393021,88099
26396913,88100
26397114,88101
26396261,88102
26395704,88103
26393133,88104
26394113,88105
26395046,88106
26396603,88107
26397518,88108
26396693,88109
26395579,88110
26394966,88111
26396390,88112
26394685,88113
26395295,88114
26393270,88115
26397684,88116
26397095,88117
26396234,88118
26393251,88119
26393660,88120
26392980,88121
26394568,88122
26396879,88123
26394662,88124
26396340,88125
26393542,88126
26396311,88127
26395588,88128
26395878,88129
26396834,88130
26395488,88131
26395910,88132
26396398,88133
26395331,88134
26396615,88135
26394128,88136
26394960,88137
26393895,88138
26395375,55077
26394591,88139
26395829,88140
26394057,88141
26394603,88142
26393766,88143
26394253,88144
26395427,88145
26394675,88146
26395296,88147
26393855,88148
26393280,88149
26397291,21570
26395158,88150
26394185,88151
26393395,88152
26394664,88153
26395433,88154
26396136,88155
26393703,88156
26394712,88157
26393678,88158
26392805,88159
26393494,88160
26395619,21070
26395151,88161
26396444,88162
26396867,88163
26394412,46146
26393669,88164
26394613,21589
26395340,88165
26396535,88166
26395856,88167
26396335,88168
26396305,88169
26396954,88170
26395565,88171
26393799,88172
26396100,88173
26394598,88174
26396802,88175
26397182,88176
26394434,88177
26393907,88178
26393658,88179
26393940,88180
26395067,88181
26397178,88182
26393002,88183
26396030,88184
26395078,88185
26395750,88186
26393841,88187
26397198,88188
26396564,88189
26396326,88190
26392831,88191
26393791,88192
26396852,88193
26395876,88194
26394864,88195
26394011,88196
26395892,88197
26393642,88198
26395751,88199
26397311,88200
26393035,88201
26396676,88202
26396776,88203
26393410,88204
26395461,88205
26396187,88206
26395795,46400
26393645,88207
26392856,88208
26395782,49292
26396583,88209
26392806,88210
26397764,88211
26396269,88212
26392926,88213
26397377,88214
26397248,88215
26395394,88216
26396857,88217
26393444,88218
26396766,30689
26395922,88219
26396087,88220
26396451,88221
26395283,88222
26395545,88223
26395120,88224
26394690,88225
26397038,88226
26397771,46167
26392939,88227
26395150,88228
26393434,88229
26396620,88230
26395084,88231
26396276,88232
26394398,88233
26396145,88234
26396024,88235
26397154,88236
26395007,88237
26397700,88238
26397405,88239
26393646,88240
26397107,88241
26394343,88242
26395032,88243
26394663,88244
26393199,88245
26394394,88246
26397016,88247
26397676,29185
26397593,88248
26394282,88249
26397427,88250
26393214,88251
26395035,88252
