min_raters,min_expert,noise,level,pool_iiic,pool_spike,n_questions,stop_reason,all_resolved,false_pass,false_pass_n,false_fail,false_fail_n,skill_err
1,3,A,0.0,26907,19332,215,all_active_resolved,0,0,6,0,0,0.34129286141309745
1,3,A,0.0,26907,19332,187,all_resolved,1,3,6,0,0,0.569623183055576
1,3,A,0.0,26907,19332,300,bank_exhausted,0,0,6,0,0,0.28308483249404015
1,3,A,0.0,26907,19332,300,bank_exhausted,0,0,6,0,0,0.41147856794252113
1,3,A,0.0,26907,19332,187,all_resolved,1,1,6,0,0,0.1923229905655401
1,3,A,0.0,26907,19332,300,bank_exhausted,0,2,6,0,0,0.4275062853585813
1,3,A,0.0,26907,19332,300,bank_exhausted,0,2,6,0,0,0.5916138932145264
1,3,A,0.4,26907,19332,300,bank_exhausted,0,0,0,0,0,0.38447570928783026
1,3,A,0.4,26907,19332,300,bank_exhausted,0,0,0,0,0,0.5533182759663277
1,3,A,0.4,26907,19332,300,bank_exhausted,0,0,0,0,0,0.3263274011732454
1,3,A,0.4,26907,19332,172,all_resolved,1,0,0,0,0,0.5242688585252866
1,3,A,0.4,26907,19332,195,all_active_resolved,0,0,0,0,0,0.5724601592109252
1,3,A,0.4,26907,19332,300,bank_exhausted,0,0,0,0,0,0.4596182391222355
1,3,A,0.4,26907,19332,184,all_active_resolved,0,0,0,0,0,0.5477059971876325
1,3,A,0.4,26907,19332,300,bank_exhausted,0,0,0,0,0,0.47475425192227033
1,3,A,0.4,26907,19332,272,all_resolved,1,0,0,0,0,0.466369129310874
1,3,A,0.4,26907,19332,300,bank_exhausted,0,0,0,0,0,0.4333907079785707
1,3,A,0.8,26907,19332,198,all_active_resolved,0,0,0,0,6,0.2918322463578256
1,3,A,0.8,26907,19332,196,all_resolved,1,0,0,0,6,0.17042445026932793
1,3,A,0.8,26907,19332,165,all_resolved,1,0,0,0,6,0.579027271153015
1,3,A,0.8,26907,19332,189,all_active_resolved,0,0,0,0,6,0.3275050275385665
1,3,A,0.8,26907,19332,198,all_active_resolved,0,0,0,0,6,0.25873751261887945
1,3,A,0.8,26907,19332,194,all_resolved,1,0,0,1,6,0.26368840629746865
1,3,A,0.8,26907,19332,159,all_resolved,1,0,0,0,6,0.43312856800667104
1,3,A,0.8,26907,19332,184,all_resolved,1,0,0,0,6,0.4935299721118977
1,3,A,0.8,26907,19332,148,all_resolved,1,0,0,0,6,0.4658942516884486
1,3,A,0.8,26907,19332,181,all_active_resolved,0,0,0,0,6,0.2728678111103016
1,3,A,1.2,26907,19332,140,all_resolved,1,0,0,0,7,0.23163356857508424
1,3,A,1.2,26907,19332,149,all_resolved,1,0,0,0,7,0.20484479501219793
1,3,A,1.2,26907,19332,172,all_resolved,1,0,0,0,7,0.27671127605107915
1,3,A,1.2,26907,19332,140,all_resolved,1,0,0,0,7,0.33263558515222286
1,3,A,1.2,26907,19332,180,all_resolved,1,0,0,0,7,0.2577664189227596
1,3,A,1.2,26907,19332,160,all_resolved,1,0,0,0,7,0.2635374277724396
1,3,A,1.2,26907,19332,141,all_resolved,1,0,0,0,7,0.24234538489975724
1,3,A,1.2,26907,19332,143,all_resolved,1,0,0,0,7,0.2644837979082545
1,3,A,1.2,26907,19332,158,all_resolved,1,0,0,0,7,0.2524514628253803
1,3,A,1.2,26907,19332,174,all_resolved,1,0,0,0,7,0.26026805995328106
1,3,B,-0.5,26907,19332,140,all_resolved,1,0,7,0,0,0.21996106169787857
1,3,B,-0.5,26907,19332,175,all_resolved,1,0,7,0,0,0.34559850099290024
1,3,B,-0.5,26907,19332,147,all_resolved,1,0,7,0,0,0.3260564746529652
1,3,B,-0.5,26907,19332,144,all_resolved,1,0,7,0,0,0.3185790031501713
1,3,B,-0.5,26907,19332,140,all_resolved,1,0,7,0,0,0.24441602224117903
1,3,B,-0.5,26907,19332,201,all_active_resolved,0,0,7,0,0,0.41272411587512864
1,3,B,-0.5,26907,19332,142,all_resolved,1,0,7,0,0,0.3377500915992272
1,3,B,-0.5,26907,19332,140,all_resolved,1,0,7,0,0,0.38540161869412215
1,3,B,-0.5,26907,19332,151,all_resolved,1,0,7,0,0,0.33477750391277805
1,3,B,-0.5,26907,19332,142,all_resolved,1,0,7,0,0,0.2470700734737993
1,3,B,0.0,26907,19332,170,all_resolved,1,1,6,0,0,0.5518472279145546
1,3,B,0.0,26907,19332,173,all_active_resolved,0,0,6,0,0,0.3062865357262821
1,3,B,0.0,26907,19332,300,bank_exhausted,0,0,6,0,0,0.2452893231120584
1,3,B,0.0,26907,19332,243,all_resolved,1,0,6,0,0,0.31724138600669
1,3,B,0.0,26907,19332,300,bank_exhausted,0,0,6,0,0,0.16795508461749747
1,3,B,0.0,26907,19332,300,bank_exhausted,0,0,6,0,0,0.347563430317292
1,3,B,0.0,26907,19332,300,bank_exhausted,0,0,6,0,0,0.32364114970806057
1,3,B,0.0,26907,19332,179,all_resolved,1,0,6,0,0,0.28515391312979893
1,3,B,0.0,26907,19332,159,all_resolved,1,0,6,0,0,0.12506767390541298
1,3,B,0.0,26907,19332,300,bank_exhausted,0,0,6,0,0,0.25695691558515293
1,3,B,0.4,26907,19332,300,bank_exhausted,0,0,0,0,0,0.3511232587331609
1,3,B,0.4,26907,19332,300,bank_exhausted,0,0,0,0,0,0.36435772821936796
1,3,B,0.4,26907,19332,300,bank_exhausted,0,0,0,0,0,0.4757483347265242
1,3,B,0.4,26907,19332,211,all_active_resolved,0,0,0,0,0,0.48453302862075504
1,3,B,0.4,26907,19332,300,bank_exhausted,0,0,0,0,0,0.3305689407554185
1,3,B,0.4,26907,19332,300,bank_exhausted,0,0,0,0,0,0.39646266591031226
1,3,B,0.4,26907,19332,300,bank_exhausted,0,0,0,0,0,0.4916882568742315
1,3,B,0.4,26907,19332,300,bank_exhausted,0,0,0,0,0,0.4318880095666168
1,3,B,0.4,26907,19332,186,all_active_resolved,0,0,0,0,0,0.46461809576066904
1,3,B,0.4,26907,19332,300,bank_exhausted,0,0,0,0,0,0.4408585161559243
1,3,B,0.8,26907,19332,300,bank_exhausted,0,0,0,0,6,0.1733469545466253
1,3,B,0.8,26907,19332,168,all_resolved,1,0,0,2,6,0.33737143071682485
1,3,B,0.8,26907,19332,300,bank_exhausted,0,0,0,1,6,0.25013288544196854
1,3,B,0.8,26907,19332,300,bank_exhausted,0,0,0,0,6,0.3409042307049292
1,3,B,0.8,26907,19332,288,all_resolved,1,0,0,2,6,0.4396592951248583
1,3,B,0.8,26907,19332,300,bank_exhausted,0,0,0,0,6,0.2819754297149254
1,3,B,0.8,26907,19332,194,all_resolved,1,0,0,1,6,0.3991511101830208
1,3,B,0.8,26907,19332,300,bank_exhausted,0,0,0,0,6,0.24013426944889193
1,3,B,0.8,26907,19332,220,all_resolved,1,0,0,0,6,0.24280608662137765
1,3,B,0.8,26907,19332,281,all_active_resolved,0,0,0,1,6,0.36785667235127234
1,3,B,1.2,26907,19332,152,all_resolved,1,0,0,0,7,0.23316808549399481
1,3,B,1.2,26907,19332,234,all_active_resolved,0,0,0,1,7,0.45476814796398246
1,3,B,1.2,26907,19332,209,all_active_resolved,0,0,0,0,7,0.3073058078788306
1,3,B,1.2,26907,19332,214,all_active_resolved,0,0,0,0,7,0.14999223699146488
1,3,B,1.2,26907,19332,191,all_active_resolved,0,0,0,0,7,0.19351046146939455
1,3,B,1.2,26907,19332,285,all_active_resolved,0,0,0,0,7,0.293816132571109
1,3,B,1.2,26907,19332,171,all_resolved,1,0,0,0,7,0.17090544273281924
1,3,B,1.2,26907,19332,212,all_resolved,1,0,0,0,7,0.24053927993650634
1,3,B,1.2,26907,19332,175,all_active_resolved,0,0,0,1,7,0.3997079142014256
1,3,B,1.2,26907,19332,300,bank_exhausted,0,0,0,0,7,0.2672834123027801
2,0,A,-0.5,62419,18287,237,all_active_resolved,0,0,7,0,0,0.3929568679628787
2,0,A,-0.5,62419,18287,161,all_resolved,1,0,7,0,0,0.49132901607625373
2,0,A,-0.5,62419,18287,170,all_active_resolved,0,0,7,0,0,0.4944092732696356
2,0,A,-0.5,62419,18287,167,all_resolved,1,1,7,0,0,0.3434038197509254
2,0,A,-0.5,62419,18287,140,all_resolved,1,0,7,0,0,0.3260639476154525
2,0,A,-0.5,62419,18287,199,all_resolved,1,0,7,0,0,0.20603080621129202
2,0,A,-0.5,62419,18287,140,all_resolved,1,0,7,0,0,0.5294262517464928
2,0,A,-0.5,62419,18287,300,bank_exhausted,0,0,7,0,0,0.43465768973486585
2,0,A,-0.5,62419,18287,140,all_resolved,1,0,7,0,0,0.39897503367801734
2,0,A,-0.5,62419,18287,300,bank_exhausted,0,1,7,0,0,0.5435523030969567
2,0,A,0.0,62419,18287,300,bank_exhausted,0,1,6,0,0,0.4437283526437644
2,0,A,0.0,62419,18287,300,bank_exhausted,0,1,6,0,0,0.47950246041277794
2,0,A,0.0,62419,18287,300,bank_exhausted,0,1,6,0,0,0.6420554611057164
2,0,A,0.0,62419,18287,189,all_resolved,1,1,6,0,0,0.2809230757594863
2,0,A,0.0,62419,18287,300,bank_exhausted,0,1,6,0,0,0.5396815853935424
2,0,A,0.0,62419,18287,223,all_resolved,1,1,6,0,0,0.4419172026508597
2,0,A,0.0,62419,18287,300,bank_exhausted,0,0,6,0,0,0.47217555293111574
2,0,A,0.0,62419,18287,300,bank_exhausted,0,0,6,0,0,0.3317416905573373
2,0,A,0.0,62419,18287,300,bank_exhausted,0,1,6,0,0,0.4834799391464776
2,0,A,0.0,62419,18287,300,bank_exhausted,0,1,6,0,0,0.42851739614048723
2,0,A,0.4,62419,18287,172,all_active_resolved,0,0,0,0,0,0.7059192497559891
2,0,A,0.4,62419,18287,300,bank_exhausted,0,0,0,0,0,0.4616390423733718
2,0,A,0.4,62419,18287,162,all_resolved,1,0,0,0,0,0.6170802126342834
2,0,A,0.4,62419,18287,300,bank_exhausted,0,0,0,0,0,0.44694249073553893
2,0,A,0.4,62419,18287,300,bank_exhausted,0,0,0,0,0,0.4508178603952508
2,0,A,0.4,62419,18287,184,all_resolved,1,0,0,0,0,0.5096449210874686
2,0,A,0.4,62419,18287,300,bank_exhausted,0,0,0,0,0,0.4533681291186218
2,0,A,0.4,62419,18287,300,bank_exhausted,0,0,0,0,0,0.4033414565781023
2,0,A,0.4,62419,18287,222,all_resolved,1,0,0,0,0,0.5692686529133485
2,0,A,0.4,62419,18287,300,bank_exhausted,0,0,0,0,0,0.3430713628346057
2,0,A,0.8,62419,18287,146,all_resolved,1,0,0,0,6,0.3947591354568752
2,0,A,0.8,62419,18287,165,all_resolved,1,0,0,0,6,0.4060367658187734
2,0,A,0.8,62419,18287,151,all_resolved,1,0,0,0,6,0.42615651240250024
2,0,A,0.8,62419,18287,180,all_resolved,1,0,0,0,6,0.47896110701962463
2,0,A,0.8,62419,18287,164,all_resolved,1,0,0,0,6,0.32616391317155863
2,0,A,0.8,62419,18287,173,all_resolved,1,0,0,1,6,0.482027282220098
2,0,A,0.8,62419,18287,189,all_resolved,1,0,0,0,6,0.43488086482624777
2,0,A,0.8,62419,18287,176,all_active_resolved,0,0,0,0,6,0.40581863969324494
2,0,A,0.8,62419,18287,213,all_resolved,1,0,0,1,6,0.5441233810885088
2,0,A,0.8,62419,18287,175,all_resolved,1,0,0,0,6,0.4071466157452293
2,0,A,1.2,62419,18287,191,all_resolved,1,0,0,0,7,0.34616203848273847
2,0,A,1.2,62419,18287,140,all_resolved,1,0,0,0,7,0.2501625319239778
2,0,A,1.2,62419,18287,163,all_resolved,1,0,0,1,7,0.29051120558154214
2,0,A,1.2,62419,18287,157,all_resolved,1,0,0,0,7,0.28153451025564763
2,0,A,1.2,62419,18287,156,all_resolved,1,0,0,0,7,0.19637255274842663
2,0,A,1.2,62419,18287,140,all_resolved,1,0,0,0,7,0.21087182073213467
2,0,A,1.2,62419,18287,143,all_resolved,1,0,0,0,7,0.2597740426134541
2,0,A,1.2,62419,18287,140,all_resolved,1,0,0,0,7,0.14492982887338238
2,0,A,1.2,62419,18287,140,all_resolved,1,0,0,0,7,0.29815978112028546
2,0,A,1.2,62419,18287,147,all_resolved,1,0,0,0,7,0.15099851168019354
2,0,B,-0.5,62419,18287,140,all_resolved,1,0,7,0,0,0.33162604686991465
2,0,B,-0.5,62419,18287,147,all_resolved,1,0,7,0,0,0.2156171441164003
2,0,B,-0.5,62419,18287,140,all_resolved,1,0,7,0,0,0.47673245014791465
2,0,B,-0.5,62419,18287,140,all_resolved,1,0,7,0,0,0.32605071029190136
2,0,B,-0.5,62419,18287,158,all_resolved,1,0,7,0,0,0.26517121950928974
2,0,B,-0.5,62419,18287,141,all_resolved,1,0,7,0,0,0.48262329541504684
2,0,B,-0.5,62419,18287,140,all_resolved,1,0,7,0,0,0.1742575987809664
2,0,B,-0.5,62419,18287,140,all_resolved,1,0,7,0,0,0.3164599542939519
2,0,B,-0.5,62419,18287,140,all_resolved,1,0,7,0,0,0.2701425899093456
2,0,B,-0.5,62419,18287,145,all_resolved,1,0,7,0,0,0.22976286889687994
2,0,B,0.0,62419,18287,300,bank_exhausted,0,1,6,0,0,0.40219041338353245
2,0,B,0.0,62419,18287,300,bank_exhausted,0,1,6,0,0,0.48945207593345774
2,0,B,0.0,62419,18287,170,all_active_resolved,0,0,6,0,0,0.564317935073224
2,0,B,0.0,62419,18287,214,all_resolved,1,1,6,0,0,0.35508871319591295
2,0,B,0.0,62419,18287,300,bank_exhausted,0,1,6,0,0,0.3520339611979608
2,0,B,0.0,62419,18287,226,all_active_resolved,0,2,6,0,0,0.5153887871534645
2,0,B,0.0,62419,18287,300,bank_exhausted,0,0,6,0,0,0.45654378468382245
2,0,B,0.0,62419,18287,300,bank_exhausted,0,0,6,0,0,0.4333475620945052
2,0,B,0.0,62419,18287,180,all_resolved,1,0,6,0,0,0.25550618603020736
2,0,B,0.0,62419,18287,300,bank_exhausted,0,0,6,0,0,0.3411682353308162
2,0,B,0.4,62419,18287,300,bank_exhausted,0,0,0,0,0,0.385703811785306
2,0,B,0.4,62419,18287,300,bank_exhausted,0,0,0,0,0,0.3460180758512569
2,0,B,0.4,62419,18287,300,bank_exhausted,0,0,0,0,0,0.44054825319106883
2,0,B,0.4,62419,18287,221,all_resolved,1,0,0,0,0,0.523438215681079
2,0,B,0.4,62419,18287,300,bank_exhausted,0,0,0,0,0,0.6402799572968153
2,0,B,0.4,62419,18287,244,all_active_resolved,0,0,0,0,0,0.4436195131753347
2,0,B,0.4,62419,18287,254,all_active_resolved,0,0,0,0,0,0.48236968229398386
2,0,B,0.4,62419,18287,208,all_resolved,1,0,0,0,0,0.5548523061786763
2,0,B,0.4,62419,18287,300,bank_exhausted,0,0,0,0,0,0.4814700296714565
2,0,B,0.4,62419,18287,300,bank_exhausted,0,0,0,0,0,0.3152536962553172
2,0,B,0.8,62419,18287,300,bank_exhausted,0,0,0,0,6,0.2755135128328101
2,0,B,0.8,62419,18287,162,all_resolved,1,0,0,0,6,0.2897082875328871
2,0,B,0.8,62419,18287,300,bank_exhausted,0,0,0,0,6,0.27429074772965517
2,0,B,0.8,62419,18287,300,bank_exhausted,0,0,0,1,6,0.2869026875032225
2,0,B,0.8,62419,18287,300,bank_exhausted,0,0,0,1,6,0.41683335147441236
2,0,B,0.8,62419,18287,300,bank_exhausted,0,0,0,2,6,0.4884987819164399
2,0,B,0.8,62419,18287,300,bank_exhausted,0,0,0,1,6,0.3110340514771237
2,0,B,0.8,62419,18287,300,bank_exhausted,0,0,0,0,6,0.5695943695477121
2,0,B,0.8,62419,18287,300,bank_exhausted,0,0,0,0,6,0.15767723955085863
2,0,B,0.8,62419,18287,300,bank_exhausted,0,0,0,2,6,0.331992338971904
2,0,B,1.2,62419,18287,182,all_active_resolved,0,0,0,0,7,0.2011425345348041
2,0,B,1.2,62419,18287,300,bank_exhausted,0,0,0,0,7,0.36231795508478587
2,0,B,1.2,62419,18287,300,bank_exhausted,0,0,0,0,7,0.21534040231074295
2,0,B,1.2,62419,18287,199,all_resolved,1,0,0,1,7,0.2831125978497074
2,0,B,1.2,62419,18287,300,bank_exhausted,0,0,0,1,7,0.3402107453647717
2,0,B,1.2,62419,18287,188,all_active_resolved,0,0,0,2,7,0.5786961090633159
2,0,B,1.2,62419,18287,214,all_resolved,1,0,0,2,7,0.5398833419147439
2,0,B,1.2,62419,18287,300,bank_exhausted,0,0,0,0,7,0.2150646669901715
2,0,B,1.2,62419,18287,157,all_resolved,1,0,0,0,7,0.18507670353250608
2,0,B,1.2,62419,18287,152,all_resolved,1,0,0,1,7,0.2565507886803485
2,1,A,-0.5,61760,18287,140,all_resolved,1,0,7,0,0,0.24747247577424142
2,1,A,-0.5,61760,18287,170,all_active_resolved,0,0,7,0,0,0.47565336839792977
2,1,A,-0.5,61760,18287,140,all_resolved,1,0,7,0,0,0.2566499761807136
2,1,A,-0.5,61760,18287,168,all_resolved,1,0,7,0,0,0.41149769718343265
2,1,A,-0.5,61760,18287,140,all_resolved,1,0,7,0,0,0.23361299996172757
2,1,A,-0.5,61760,18287,140,all_resolved,1,0,7,0,0,0.47419961615977685
2,1,A,-0.5,61760,18287,140,all_resolved,1,0,7,0,0,0.3179397434094387
2,1,A,-0.5,61760,18287,171,all_resolved,1,0,7,0,0,0.4679262450431881
2,1,A,-0.5,61760,18287,145,all_resolved,1,0,7,0,0,0.3428004109879633
2,1,A,-0.5,61760,18287,170,all_active_resolved,0,0,7,0,0,0.32496633891495846
2,1,A,0.0,61760,18287,300,bank_exhausted,0,1,6,0,0,0.4110509073120968
2,1,A,0.0,61760,18287,300,bank_exhausted,0,0,6,0,0,0.2988686562101061
2,1,A,0.0,61760,18287,300,bank_exhausted,0,0,6,0,0,0.5054151967429732
2,1,A,0.0,61760,18287,235,all_active_resolved,0,0,6,0,0,0.3864618223353861
2,1,A,0.0,61760,18287,300,bank_exhausted,0,1,6,0,0,0.49305803943096027
2,1,A,0.0,61760,18287,300,bank_exhausted,0,1,6,0,0,0.3068576916245068
2,1,A,0.0,61760,18287,221,all_resolved,1,0,6,0,0,0.3560468325066014
2,1,A,0.0,61760,18287,220,all_resolved,1,1,6,0,0,0.35582007674155064
2,1,A,0.0,61760,18287,300,bank_exhausted,0,2,6,0,0,0.6309852320895579
2,1,A,0.0,61760,18287,300,bank_exhausted,0,0,6,0,0,0.5312826624093334
2,1,A,0.4,61760,18287,300,bank_exhausted,0,0,0,0,0,0.44810010318886057
2,1,A,0.4,61760,18287,300,bank_exhausted,0,0,0,0,0,0.5927456055828056
2,1,A,0.4,61760,18287,195,all_resolved,1,0,0,0,0,0.5311505084665015
2,1,A,0.4,61760,18287,300,bank_exhausted,0,0,0,0,0,0.34510905700836847
2,1,A,0.4,61760,18287,300,bank_exhausted,0,0,0,0,0,0.42720759301640215
2,1,A,0.4,61760,18287,194,all_active_resolved,0,0,0,0,0,0.6948752969759013
2,1,A,0.4,61760,18287,299,all_resolved,1,0,0,0,0,0.7390438426100846
2,1,A,0.4,61760,18287,300,bank_exhausted,0,0,0,0,0,0.436690928402422
2,1,A,0.4,61760,18287,300,bank_exhausted,0,0,0,0,0,0.47641408847557554
2,1,A,0.4,61760,18287,300,bank_exhausted,0,0,0,0,0,0.4281806397125338
2,1,A,0.8,61760,18287,164,all_resolved,1,0,0,0,6,0.2974845101482068
2,1,A,0.8,61760,18287,300,bank_exhausted,0,0,0,0,6,0.17689444160137072
2,1,A,0.8,61760,18287,169,all_resolved,1,0,0,0,6,0.46191651252139315
2,1,A,0.8,61760,18287,183,all_resolved,1,0,0,0,6,0.3372669224543515
2,1,A,0.8,61760,18287,300,bank_exhausted,0,0,0,0,6,0.4358918729828992
2,1,A,0.8,61760,18287,300,bank_exhausted,0,0,0,0,6,0.3310260470102992
2,1,A,0.8,61760,18287,155,all_resolved,1,0,0,0,6,0.37921749885469247
2,1,A,0.8,61760,18287,154,all_resolved,1,0,0,0,6,0.47978665515381824
2,1,A,0.8,61760,18287,152,all_resolved,1,0,0,0,6,0.514925947972281
2,1,A,0.8,61760,18287,149,all_resolved,1,0,0,1,6,0.4515562598751277
2,1,A,1.2,61760,18287,140,all_resolved,1,0,0,0,7,0.18874530167515333
2,1,A,1.2,61760,18287,182,all_resolved,1,0,0,0,7,0.26395589307023715
2,1,A,1.2,61760,18287,165,all_resolved,1,0,0,0,7,0.17365848892705069
2,1,A,1.2,61760,18287,147,all_resolved,1,0,0,0,7,0.25378859491112665
2,1,A,1.2,61760,18287,141,all_resolved,1,0,0,0,7,0.21194214225379548
2,1,A,1.2,61760,18287,142,all_resolved,1,0,0,0,7,0.18102320936696362
2,1,A,1.2,61760,18287,170,all_active_resolved,0,0,0,0,7,0.2915316106966572
2,1,A,1.2,61760,18287,140,all_resolved,1,0,0,0,7,0.30477048734348416
2,1,A,1.2,61760,18287,172,all_active_resolved,0,0,0,0,7,0.30500109738751696
2,1,A,1.2,61760,18287,150,all_resolved,1,0,0,0,7,0.21623803884885756
2,1,B,-0.5,61760,18287,159,all_resolved,1,0,7,0,0,0.33881427890065063
2,1,B,-0.5,61760,18287,174,all_resolved,1,0,7,0,0,0.37716948362386965
2,1,B,-0.5,61760,18287,140,all_resolved,1,0,7,0,0,0.3551690916636381
2,1,B,-0.5,61760,18287,140,all_resolved,1,0,7,0,0,0.33735960189685793
2,1,B,-0.5,61760,18287,140,all_resolved,1,0,7,0,0,0.4078526013813758
2,1,B,-0.5,61760,18287,142,all_resolved,1,0,7,0,0,0.23396417251160706
2,1,B,-0.5,61760,18287,148,all_resolved,1,0,7,0,0,0.28728492169391906
2,1,B,-0.5,61760,18287,140,all_resolved,1,0,7,0,0,0.2798929932960858
2,1,B,-0.5,61760,18287,300,bank_exhausted,0,0,7,0,0,0.3872594122261642
2,1,B,-0.5,61760,18287,140,all_resolved,1,0,7,0,0,0.3229861250046868
2,1,B,0.0,61760,18287,300,bank_exhausted,0,0,6,0,0,0.3411563568700878
2,1,B,0.0,61760,18287,300,bank_exhausted,0,0,6,0,0,0.5794054597801633
2,1,B,0.0,61760,18287,142,all_resolved,1,0,6,0,0,0.4518211635617653
2,1,B,0.0,61760,18287,300,bank_exhausted,0,0,6,0,0,0.3555382544650575
2,1,B,0.0,61760,18287,154,all_resolved,1,2,6,0,0,0.6019210077092513
2,1,B,0.0,61760,18287,300,bank_exhausted,0,1,6,0,0,0.5556318410090347
2,1,B,0.0,61760,18287,300,bank_exhausted,0,0,6,0,0,0.411833558285188
2,1,B,0.0,61760,18287,205,all_resolved,1,3,6,0,0,0.45929182301119686
2,1,B,0.0,61760,18287,300,bank_exhausted,0,0,6,0,0,0.3425079699055819
2,1,B,0.0,61760,18287,300,bank_exhausted,0,0,6,0,0,0.31105559563553214
2,1,B,0.4,61760,18287,300,bank_exhausted,0,0,0,0,0,0.5229244478396197
2,1,B,0.4,61760,18287,300,bank_exhausted,0,0,0,0,0,0.5561866930210323
2,1,B,0.4,61760,18287,245,all_active_resolved,0,0,0,0,0,0.49518105169777
2,1,B,0.4,61760,18287,300,bank_exhausted,0,0,0,0,0,0.4787455588917212
2,1,B,0.4,61760,18287,300,bank_exhausted,0,0,0,0,0,0.4735981820328425
2,1,B,0.4,61760,18287,300,bank_exhausted,0,0,0,0,0,0.3686898300982103
2,1,B,0.4,61760,18287,300,bank_exhausted,0,0,0,0,0,0.4239956730828437
2,1,B,0.4,61760,18287,300,bank_exhausted,0,0,0,0,0,0.5175692235747114
2,1,B,0.4,61760,18287,300,bank_exhausted,0,0,0,0,0,0.36869293541533843
2,1,B,0.4,61760,18287,300,bank_exhausted,0,0,0,0,0,0.3280786178848046
2,1,B,0.8,61760,18287,300,bank_exhausted,0,0,0,1,6,0.3264135057601069
2,1,B,0.8,61760,18287,182,all_active_resolved,0,0,0,0,6,0.43390404141193256
2,1,B,0.8,61760,18287,300,bank_exhausted,0,0,0,0,6,0.1307384151115705
2,1,B,0.8,61760,18287,300,bank_exhausted,0,0,0,1,6,0.19102179005161282
2,1,B,0.8,61760,18287,300,bank_exhausted,0,0,0,1,6,0.38675218672787093
2,1,B,0.8,61760,18287,167,all_resolved,1,0,0,2,6,0.5153315393966276
2,1,B,0.8,61760,18287,300,bank_exhausted,0,0,0,2,6,0.4251026664009273
2,1,B,0.8,61760,18287,220,all_resolved,1,0,0,1,6,0.3500812603358058
2,1,B,0.8,61760,18287,242,all_resolved,1,0,0,2,6,0.41111698280312303
2,1,B,0.8,61760,18287,300,bank_exhausted,0,0,0,0,6,0.30311668716969403
2,1,B,1.2,61760,18287,146,all_resolved,1,0,0,0,7,0.2231870706170535
2,1,B,1.2,61760,18287,174,all_active_resolved,0,0,0,1,7,0.38559155612873897
2,1,B,1.2,61760,18287,141,all_resolved,1,0,0,0,7,0.1832846409481162
2,1,B,1.2,61760,18287,224,all_resolved,1,0,0,1,7,0.38434675169207827
2,1,B,1.2,61760,18287,161,all_resolved,1,0,0,0,7,0.1685480045865654
2,1,B,1.2,61760,18287,172,all_active_resolved,0,0,0,1,7,0.36233040395296856
2,1,B,1.2,61760,18287,240,all_active_resolved,0,0,0,0,7,0.22675190411855947
2,1,B,1.2,61760,18287,179,all_resolved,1,0,0,0,7,0.20040017653486936
2,1,B,1.2,61760,18287,149,all_resolved,1,0,0,0,7,0.13108298083056943
2,1,B,1.2,61760,18287,189,all_resolved,1,0,0,0,7,0.13647261992408263
2,2,A,-0.5,57412,18287,140,all_resolved,1,0,7,0,0,0.3446958349079377
2,2,A,-0.5,57412,18287,148,all_resolved,1,1,7,0,0,0.47925020026405807
2,2,A,-0.5,57412,18287,152,all_resolved,1,0,7,0,0,0.29007215054191643
2,2,A,-0.5,57412,18287,300,bank_exhausted,0,0,7,0,0,0.4765205793946537
2,2,A,-0.5,57412,18287,145,all_resolved,1,0,7,0,0,0.36525741565141195
2,2,A,-0.5,57412,18287,140,all_resolved,1,0,7,0,0,0.2679467734311121
2,2,A,-0.5,57412,18287,148,all_resolved,1,1,7,0,0,0.34289749647202256
2,2,A,-0.5,57412,18287,170,all_active_resolved,0,0,7,0,0,0.38092524958346935
2,2,A,-0.5,57412,18287,140,all_resolved,1,0,7,0,0,0.2945514913177102
2,2,A,-0.5,57412,18287,140,all_resolved,1,0,7,0,0,0.24113773824376356
2,2,A,0.0,57412,18287,300,bank_exhausted,0,1,6,0,0,0.29959064454486345
2,2,A,0.0,57412,18287,300,bank_exhausted,0,0,6,0,0,0.37845902025202677
2,2,A,0.0,57412,18287,300,bank_exhausted,0,0,6,0,0,0.424890173864091
2,2,A,0.0,57412,18287,300,bank_exhausted,0,1,6,0,0,0.46017056308976484
2,2,A,0.0,57412,18287,300,bank_exhausted,0,1,6,0,0,0.38669115253602865
2,2,A,0.0,57412,18287,300,bank_exhausted,0,2,6,0,0,0.5255745155547807
2,2,A,0.0,57412,18287,300,bank_exhausted,0,0,6,0,0,0.406839032993827
2,2,A,0.0,57412,18287,300,bank_exhausted,0,1,6,0,0,0.5382378925316659
2,2,A,0.0,57412,18287,153,all_resolved,1,1,6,0,0,0.6035613535816141
2,2,A,0.0,57412,18287,178,all_resolved,1,2,6,0,0,0.552615187483019
2,2,A,0.4,57412,18287,186,all_resolved,1,0,0,0,0,0.628221488889028
2,2,A,0.4,57412,18287,300,bank_exhausted,0,0,0,0,0,0.4608975743609946
2,2,A,0.4,57412,18287,300,bank_exhausted,0,0,0,0,0,0.529574405172123
2,2,A,0.4,57412,18287,300,bank_exhausted,0,0,0,0,0,0.8398058190372213
2,2,A,0.4,57412,18287,300,bank_exhausted,0,0,0,0,0,0.538142355126143
2,2,A,0.4,57412,18287,226,all_resolved,1,0,0,0,0,0.5352907526641576
2,2,A,0.4,57412,18287,300,bank_exhausted,0,0,0,0,0,0.47700898504915784
2,2,A,0.4,57412,18287,191,all_active_resolved,0,0,0,0,0,0.5745239461361968
