bank,noise,level,rep,pair_key,n_iiic,n_spike,n_questions,stop_reason,all_resolved,clear,is_borderline,false_pass,false_pass_n,false_fail,false_fail_n,skill_err
5,A,0.4,173,A_l+0.4_n0173,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.4235166566849443
8,A,0.4,173,A_l+0.4_n0173,360,60,227,all_resolved,1,0,1,0,0,0,0,0.3840306278961655
5,A,0.4,174,A_l+0.4_n0174,360,60,260,all_active_resolved,0,0,1,0,0,0,0,0.40975799518068534
8,A,0.4,174,A_l+0.4_n0174,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.3970328327102752
5,A,0.4,175,A_l+0.4_n0175,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.4348794867059498
8,A,0.4,175,A_l+0.4_n0175,360,60,246,all_resolved,1,0,1,0,0,0,0,0.5877157691076197
5,A,0.4,176,A_l+0.4_n0176,360,60,256,all_resolved,1,0,1,0,0,0,0,0.5018528042820627
8,A,0.4,176,A_l+0.4_n0176,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.5259849859186898
5,A,0.4,177,A_l+0.4_n0177,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.29937507179301376
8,A,0.4,177,A_l+0.4_n0177,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.3427757077031313
5,A,0.4,178,A_l+0.4_n0178,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.5250803861843993
8,A,0.4,178,A_l+0.4_n0178,360,60,215,all_resolved,1,0,1,0,0,0,0,0.6028083358690768
5,A,0.4,179,A_l+0.4_n0179,360,60,205,all_active_resolved,0,0,1,0,0,0,0,0.4963354092812318
8,A,0.4,179,A_l+0.4_n0179,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.35441048497248273
5,A,0.4,180,A_l+0.4_n0180,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.3209625149325784
8,A,0.4,180,A_l+0.4_n0180,360,60,192,all_resolved,1,0,1,0,0,0,0,0.5684621082449687
5,A,0.4,181,A_l+0.4_n0181,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.30264331671875205
8,A,0.4,181,A_l+0.4_n0181,360,60,281,all_resolved,1,0,1,0,0,0,0,0.5209830603925563
5,A,0.4,182,A_l+0.4_n0182,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.4609246457503313
8,A,0.4,182,A_l+0.4_n0182,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.40767179938892106
5,A,0.4,183,A_l+0.4_n0183,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.37787255560623595
8,A,0.4,183,A_l+0.4_n0183,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.34458957268601914
5,A,0.4,184,A_l+0.4_n0184,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.4637834972603854
8,A,0.4,184,A_l+0.4_n0184,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.4827465296643924
5,A,0.4,185,A_l+0.4_n0185,360,60,186,all_resolved,1,0,1,0,0,0,0,0.39395497627807835
8,A,0.4,185,A_l+0.4_n0185,360,60,224,all_resolved,1,0,1,0,0,0,0,0.5217059352194372
5,A,0.4,186,A_l+0.4_n0186,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.23446870869862302
8,A,0.4,186,A_l+0.4_n0186,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.30880234376266047
5,A,0.4,187,A_l+0.4_n0187,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.33767411187050483
8,A,0.4,187,A_l+0.4_n0187,360,60,282,all_resolved,1,0,1,0,0,0,0,0.4428188402709884
5,A,0.4,188,A_l+0.4_n0188,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.3923857219703954
8,A,0.4,188,A_l+0.4_n0188,360,60,281,all_resolved,1,0,1,0,0,0,0,0.5640536789415962
5,A,0.4,189,A_l+0.4_n0189,360,60,282,all_active_resolved,0,0,1,0,0,0,0,0.3567555967722845
8,A,0.4,189,A_l+0.4_n0189,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.353007998711475
5,A,0.4,190,A_l+0.4_n0190,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.20680435133683478
8,A,0.4,190,A_l+0.4_n0190,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.419324485564239
5,A,0.4,191,A_l+0.4_n0191,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.22941603579480718
8,A,0.4,191,A_l+0.4_n0191,360,60,273,all_resolved,1,0,1,0,0,0,0,0.4105299441899846
5,A,0.4,192,A_l+0.4_n0192,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.30189104462883637
8,A,0.4,192,A_l+0.4_n0192,360,60,182,all_resolved,1,0,1,0,0,0,0,0.5746127640449502
5,A,0.4,193,A_l+0.4_n0193,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.5697327820195105
8,A,0.4,193,A_l+0.4_n0193,360,60,179,all_resolved,1,0,1,0,0,0,0,0.4933041001156151
5,A,0.4,194,A_l+0.4_n0194,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.332054293630725
8,A,0.4,194,A_l+0.4_n0194,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.44129156011210896
5,A,0.4,195,A_l+0.4_n0195,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.27121306275146195
8,A,0.4,195,A_l+0.4_n0195,360,60,263,all_resolved,1,0,1,0,0,0,0,0.4452990786854216
5,A,0.4,196,A_l+0.4_n0196,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.27398881205581543
8,A,0.4,196,A_l+0.4_n0196,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.47788416366408615
5,A,0.4,197,A_l+0.4_n0197,360,60,252,all_resolved,1,0,1,0,0,0,0,0.5061336907447066
8,A,0.4,197,A_l+0.4_n0197,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.4890498955371712
5,A,0.4,198,A_l+0.4_n0198,360,60,199,all_resolved,1,0,1,0,0,0,0,0.5842362920878409
8,A,0.4,198,A_l+0.4_n0198,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.2984517326215141
5,A,0.4,199,A_l+0.4_n0199,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.43144667224557637
8,A,0.4,199,A_l+0.4_n0199,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.36325977205786725
5,A,0.4,200,A_l+0.4_n0200,360,60,269,all_resolved,1,0,1,0,0,0,0,0.4720411339712412
8,A,0.4,200,A_l+0.4_n0200,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.47216346432136574
5,A,0.4,201,A_l+0.4_n0201,360,60,294,all_resolved,1,0,1,0,0,0,0,0.4242559561030014
8,A,0.4,201,A_l+0.4_n0201,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.411034776257505
5,A,0.4,202,A_l+0.4_n0202,360,60,238,all_resolved,1,0,1,0,0,0,0,0.48506460771610754
8,A,0.4,202,A_l+0.4_n0202,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.5682928645960951
5,A,0.4,203,A_l+0.4_n0203,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.31777812407229594
8,A,0.4,203,A_l+0.4_n0203,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.37603963959442266
5,A,0.4,204,A_l+0.4_n0204,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.32817224985390797
8,A,0.4,204,A_l+0.4_n0204,360,60,286,all_resolved,1,0,1,0,0,0,0,0.44096645078022023
5,A,0.4,205,A_l+0.4_n0205,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.42532581894538024
8,A,0.4,205,A_l+0.4_n0205,360,60,251,all_active_resolved,0,0,1,0,0,0,0,0.38029055637113457
5,A,0.4,206,A_l+0.4_n0206,360,60,259,all_resolved,1,0,1,0,0,0,0,0.5422757119140039
8,A,0.4,206,A_l+0.4_n0206,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.4041271228804533
5,A,0.4,207,A_l+0.4_n0207,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.44494814289789036
8,A,0.4,207,A_l+0.4_n0207,360,60,155,all_resolved,1,0,1,0,0,0,0,0.6675737589877659
5,A,0.4,208,A_l+0.4_n0208,360,60,261,all_resolved,1,0,1,0,0,0,0,0.5058279946753977
8,A,0.4,208,A_l+0.4_n0208,360,60,254,all_resolved,1,0,1,0,0,0,0,0.4503553013277191
5,A,0.4,209,A_l+0.4_n0209,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.39000531513674275
8,A,0.4,209,A_l+0.4_n0209,360,60,186,all_resolved,1,0,1,0,0,0,0,0.6222413507419973
5,A,0.4,210,A_l+0.4_n0210,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.47281900033572244
8,A,0.4,210,A_l+0.4_n0210,360,60,245,all_resolved,1,0,1,0,0,0,0,0.466846406446312
5,A,0.4,211,A_l+0.4_n0211,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.4395233040601128
8,A,0.4,211,A_l+0.4_n0211,360,60,182,all_resolved,1,0,1,0,0,0,0,0.47016793042617644
5,A,0.4,212,A_l+0.4_n0212,360,60,153,all_resolved,1,0,1,0,0,0,0,0.46498159331967875
8,A,0.4,212,A_l+0.4_n0212,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.26939806624321255
5,A,0.4,213,A_l+0.4_n0213,360,60,257,all_active_resolved,0,0,1,0,0,0,0,0.46447638787665557
8,A,0.4,213,A_l+0.4_n0213,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.5761486903904782
5,A,0.4,214,A_l+0.4_n0214,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.351531391635668
8,A,0.4,214,A_l+0.4_n0214,360,60,243,all_resolved,1,0,1,0,0,0,0,0.49251128439368624
5,A,0.4,215,A_l+0.4_n0215,360,60,213,all_resolved,1,0,1,0,0,0,0,0.4809923939800217
8,A,0.4,215,A_l+0.4_n0215,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.46030094913558983
5,A,0.4,216,A_l+0.4_n0216,360,60,160,all_resolved,1,0,1,0,0,0,0,0.6041595988728592
8,A,0.4,216,A_l+0.4_n0216,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.3923778217985463
5,A,0.4,217,A_l+0.4_n0217,360,60,298,all_resolved,1,0,1,0,0,0,0,0.491990687387541
8,A,0.4,217,A_l+0.4_n0217,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.4102500005519577
5,A,0.4,218,A_l+0.4_n0218,360,60,236,all_resolved,1,0,1,0,0,0,0,0.39461351668181077
8,A,0.4,218,A_l+0.4_n0218,360,60,192,all_resolved,1,0,1,0,0,0,0,0.5065848617879816
5,A,0.4,219,A_l+0.4_n0219,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.5772741375172256
8,A,0.4,219,A_l+0.4_n0219,360,60,190,all_resolved,1,0,1,0,0,0,0,0.5904161678170893
5,A,0.4,220,A_l+0.4_n0220,360,60,178,all_resolved,1,0,1,0,0,0,0,0.6613227838368979
8,A,0.4,220,A_l+0.4_n0220,360,60,162,all_resolved,1,0,1,0,0,0,0,0.4516660174507268
5,A,0.4,221,A_l+0.4_n0221,360,60,261,all_resolved,1,0,1,0,0,0,0,0.40597385394523233
8,A,0.4,221,A_l+0.4_n0221,360,60,212,all_resolved,1,0,1,0,0,0,0,0.6363831790572714
5,A,0.4,222,A_l+0.4_n0222,360,60,243,all_resolved,1,0,1,0,0,0,0,0.5356016584480136
8,A,0.4,222,A_l+0.4_n0222,360,60,220,all_resolved,1,0,1,0,0,0,0,0.5251480603988777
5,A,0.4,223,A_l+0.4_n0223,360,60,217,all_resolved,1,0,1,0,0,0,0,0.5057229084151337
8,A,0.4,223,A_l+0.4_n0223,360,60,269,all_resolved,1,0,1,0,0,0,0,0.520075763288342
5,A,0.4,224,A_l+0.4_n0224,360,60,200,all_resolved,1,0,1,0,0,0,0,0.5075928526325215
8,A,0.4,224,A_l+0.4_n0224,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.5347264050427173
5,A,0.4,225,A_l+0.4_n0225,360,60,148,all_resolved,1,0,1,0,0,0,0,0.5540198931670625
8,A,0.4,225,A_l+0.4_n0225,360,60,238,all_resolved,1,0,1,0,0,0,0,0.5824551038223714
5,A,0.4,226,A_l+0.4_n0226,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.3218479950026301
8,A,0.4,226,A_l+0.4_n0226,360,60,273,all_resolved,1,0,1,0,0,0,0,0.47237493888746024
5,A,0.4,227,A_l+0.4_n0227,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.39843315396297746
8,A,0.4,227,A_l+0.4_n0227,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.4247815170041539
5,A,0.4,228,A_l+0.4_n0228,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.3712790813614038
8,A,0.4,228,A_l+0.4_n0228,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.2342306473254059
5,A,0.4,229,A_l+0.4_n0229,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.43785964427172536
8,A,0.4,229,A_l+0.4_n0229,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.37944086154197715
5,A,0.4,230,A_l+0.4_n0230,360,60,201,all_resolved,1,0,1,0,0,0,0,0.5599257737879937
8,A,0.4,230,A_l+0.4_n0230,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.3735275122957738
5,A,0.4,231,A_l+0.4_n0231,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.3634485094545544
8,A,0.4,231,A_l+0.4_n0231,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.5072813898052796
5,A,0.4,232,A_l+0.4_n0232,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.46395988237196384
8,A,0.4,232,A_l+0.4_n0232,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.3015261822612389
5,A,0.4,233,A_l+0.4_n0233,360,60,205,all_resolved,1,0,1,0,0,0,0,0.57382571500306
8,A,0.4,233,A_l+0.4_n0233,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.39828602589434425
5,A,0.4,234,A_l+0.4_n0234,360,60,296,all_resolved,1,0,1,0,0,0,0,0.4002603676941523
8,A,0.4,234,A_l+0.4_n0234,360,60,245,all_resolved,1,0,1,0,0,0,0,0.5363964267414794
5,A,0.4,235,A_l+0.4_n0235,360,60,263,all_resolved,1,0,1,0,0,0,0,0.4215114475449196
8,A,0.4,235,A_l+0.4_n0235,360,60,181,all_resolved,1,0,1,0,0,0,0,0.5246087488982515
5,A,0.4,236,A_l+0.4_n0236,360,60,284,all_resolved,1,0,1,0,0,0,0,0.3784459630788749
8,A,0.4,236,A_l+0.4_n0236,360,60,217,all_active_resolved,0,0,1,0,0,0,0,0.42993883609117145
5,A,0.4,237,A_l+0.4_n0237,360,60,184,all_resolved,1,0,1,0,0,0,0,0.7022973222178985
8,A,0.4,237,A_l+0.4_n0237,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.4056638094659224
5,A,0.4,238,A_l+0.4_n0238,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.5597509566337374
8,A,0.4,238,A_l+0.4_n0238,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.4561140736560558
5,A,0.4,239,A_l+0.4_n0239,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.3846147336703787
8,A,0.4,239,A_l+0.4_n0239,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.2484294831547172
5,A,0.4,240,A_l+0.4_n0240,360,60,274,all_resolved,1,0,1,0,0,0,0,0.3578338755498724
8,A,0.4,240,A_l+0.4_n0240,360,60,200,all_resolved,1,0,1,0,0,0,0,0.587852012287085
5,A,0.4,241,A_l+0.4_n0241,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.4818837948903045
8,A,0.4,241,A_l+0.4_n0241,360,60,189,all_resolved,1,0,1,0,0,0,0,0.5166393039027878
5,A,0.4,242,A_l+0.4_n0242,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.37628974408489063
8,A,0.4,242,A_l+0.4_n0242,360,60,263,all_resolved,1,0,1,0,0,0,0,0.6008481456513497
5,A,0.4,243,A_l+0.4_n0243,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.468906368102646
8,A,0.4,243,A_l+0.4_n0243,360,60,150,all_resolved,1,0,1,0,0,0,0,0.7050960857026433
5,A,0.4,244,A_l+0.4_n0244,360,60,208,all_resolved,1,0,1,0,0,0,0,0.6681295785942398
8,A,0.4,244,A_l+0.4_n0244,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.4327800822314619
5,A,0.4,245,A_l+0.4_n0245,360,60,157,all_resolved,1,0,1,0,0,0,0,0.6401889733004863
8,A,0.4,245,A_l+0.4_n0245,360,60,173,all_resolved,1,0,1,0,0,0,0,0.5102026291194193
5,A,0.4,246,A_l+0.4_n0246,360,60,216,all_active_resolved,0,0,1,0,0,0,0,0.448177104982861
8,A,0.4,246,A_l+0.4_n0246,360,60,212,all_resolved,1,0,1,0,0,0,0,0.48760946701887786
5,A,0.4,247,A_l+0.4_n0247,360,60,282,all_resolved,1,0,1,0,0,0,0,0.4432582227305799
8,A,0.4,247,A_l+0.4_n0247,360,60,209,all_resolved,1,0,1,0,0,0,0,0.47536697427176733
5,A,0.4,248,A_l+0.4_n0248,360,60,249,all_resolved,1,0,1,0,0,0,0,0.4267092147903474
8,A,0.4,248,A_l+0.4_n0248,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.33338681434340284
5,A,0.4,249,A_l+0.4_n0249,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.3333365773376275
8,A,0.4,249,A_l+0.4_n0249,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.5355050872132335
5,A,0.4,250,A_l+0.4_n0250,360,60,295,all_resolved,1,0,1,0,0,0,0,0.45255921295713464
8,A,0.4,250,A_l+0.4_n0250,360,60,177,all_resolved,1,0,1,0,0,0,0,0.44564966627429836
5,A,0.4,251,A_l+0.4_n0251,360,60,265,all_resolved,1,0,1,0,0,0,0,0.5059599771705604
8,A,0.4,251,A_l+0.4_n0251,360,60,175,all_resolved,1,0,1,0,0,0,0,0.5360285293157603
5,A,0.4,252,A_l+0.4_n0252,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.3817481083298992
8,A,0.4,252,A_l+0.4_n0252,360,60,168,all_resolved,1,0,1,0,0,0,0,0.5917458192872216
5,A,0.4,253,A_l+0.4_n0253,360,60,288,all_active_resolved,0,0,1,0,0,0,0,0.4891893059165852
8,A,0.4,253,A_l+0.4_n0253,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.37704022920910535
5,A,0.4,254,A_l+0.4_n0254,360,60,186,all_resolved,1,0,1,0,0,0,0,0.514444934768252
8,A,0.4,254,A_l+0.4_n0254,360,60,183,all_resolved,1,0,1,0,0,0,0,0.5186483201260094
5,A,0.4,255,A_l+0.4_n0255,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.4945464354701422
8,A,0.4,255,A_l+0.4_n0255,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.5516079625272549
5,A,0.4,256,A_l+0.4_n0256,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.32506477466180767
8,A,0.4,256,A_l+0.4_n0256,360,60,247,all_resolved,1,0,1,0,0,0,0,0.5140810365046886
5,A,0.4,257,A_l+0.4_n0257,360,60,219,all_resolved,1,0,1,0,0,0,0,0.5646319654127459
8,A,0.4,257,A_l+0.4_n0257,360,60,226,all_resolved,1,0,1,0,0,0,0,0.6533058001892957
5,A,0.4,258,A_l+0.4_n0258,360,60,213,all_resolved,1,0,1,0,0,0,0,0.45147887031089257
8,A,0.4,258,A_l+0.4_n0258,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.3703149571967611
5,A,0.4,259,A_l+0.4_n0259,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.27111544553986305
8,A,0.4,259,A_l+0.4_n0259,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.362510110355744
5,A,0.4,260,A_l+0.4_n0260,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.34426496518777666
8,A,0.4,260,A_l+0.4_n0260,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.3616384936722593
5,A,0.4,261,A_l+0.4_n0261,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.3116924272855755
8,A,0.4,261,A_l+0.4_n0261,360,60,209,all_resolved,1,0,1,0,0,0,0,0.4163354545287023
5,A,0.4,262,A_l+0.4_n0262,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.33455504824593685
8,A,0.4,262,A_l+0.4_n0262,360,60,206,all_resolved,1,0,1,0,0,0,0,0.4477765914416572
5,A,0.4,263,A_l+0.4_n0263,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.40322036938785505
8,A,0.4,263,A_l+0.4_n0263,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.33512113041490593
5,A,0.4,264,A_l+0.4_n0264,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.3957515207478434
8,A,0.4,264,A_l+0.4_n0264,360,60,252,all_resolved,1,0,1,0,0,0,0,0.4792303993361965
5,A,0.4,265,A_l+0.4_n0265,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.43290136677437185
8,A,0.4,265,A_l+0.4_n0265,360,60,230,all_active_resolved,0,0,1,0,0,0,0,0.4489127840563672
5,A,0.4,266,A_l+0.4_n0266,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.3562973046296027
8,A,0.4,266,A_l+0.4_n0266,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.32229632031346045
5,A,0.4,267,A_l+0.4_n0267,360,60,256,all_resolved,1,0,1,0,0,0,0,0.44699800876316553
8,A,0.4,267,A_l+0.4_n0267,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.4665305111801472
5,A,0.4,268,A_l+0.4_n0268,360,60,160,all_resolved,1,0,1,0,0,0,0,0.7408924221056606
8,A,0.4,268,A_l+0.4_n0268,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.4940815202529939
5,A,0.4,269,A_l+0.4_n0269,360,60,198,all_active_resolved,0,0,1,0,0,0,0,0.6048636047766343
8,A,0.4,269,A_l+0.4_n0269,360,60,279,all_resolved,1,0,1,0,0,0,0,0.39374361724023854
5,A,0.4,270,A_l+0.4_n0270,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.4451478604311959
8,A,0.4,270,A_l+0.4_n0270,360,60,201,all_resolved,1,0,1,0,0,0,0,0.5587889599793361
5,A,0.4,271,A_l+0.4_n0271,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.4439679491690991
8,A,0.4,271,A_l+0.4_n0271,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.4057606916576254
5,A,0.4,272,A_l+0.4_n0272,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.47806011993197906
8,A,0.4,272,A_l+0.4_n0272,360,60,182,all_resolved,1,0,1,0,0,0,0,0.6395902656517541
5,A,0.4,273,A_l+0.4_n0273,360,60,272,all_resolved,1,0,1,0,0,0,0,0.41760395414007373
8,A,0.4,273,A_l+0.4_n0273,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.3612022538663505
5,A,0.4,274,A_l+0.4_n0274,360,60,153,all_resolved,1,0,1,0,0,0,0,0.7242898196765888
8,A,0.4,274,A_l+0.4_n0274,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.3191157815608819
5,A,0.4,275,A_l+0.4_n0275,360,60,164,all_resolved,1,0,1,0,0,0,0,0.47139030507981355
8,A,0.4,275,A_l+0.4_n0275,360,60,189,all_resolved,1,0,1,0,0,0,0,0.5823681894976703
5,A,0.4,276,A_l+0.4_n0276,360,60,294,all_resolved,1,0,1,0,0,0,0,0.440667594664796
8,A,0.4,276,A_l+0.4_n0276,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.4200703504434533
5,A,0.4,277,A_l+0.4_n0277,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.37355023472746485
8,A,0.4,277,A_l+0.4_n0277,360,60,292,all_resolved,1,0,1,0,0,0,0,0.640212578585113
5,A,0.4,278,A_l+0.4_n0278,360,60,179,all_resolved,1,0,1,0,0,0,0,0.5808403330549952
8,A,0.4,278,A_l+0.4_n0278,360,60,189,all_resolved,1,0,1,0,0,0,0,0.4883712119939938
5,A,0.4,279,A_l+0.4_n0279,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.44677783281585126
8,A,0.4,279,A_l+0.4_n0279,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.3639053400865208
5,A,0.4,280,A_l+0.4_n0280,360,60,192,all_resolved,1,0,1,0,0,0,0,0.42361685055613046
8,A,0.4,280,A_l+0.4_n0280,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.42142154743715327
5,A,0.4,281,A_l+0.4_n0281,360,60,164,all_resolved,1,0,1,0,0,0,0,0.47793510650052184
8,A,0.4,281,A_l+0.4_n0281,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.4189228236667505
5,A,0.4,282,A_l+0.4_n0282,360,60,273,all_resolved,1,0,1,0,0,0,0,0.4004173535759575
8,A,0.4,282,A_l+0.4_n0282,360,60,262,all_resolved,1,0,1,0,0,0,0,0.7079998157498928
5,A,0.4,283,A_l+0.4_n0283,360,60,219,all_resolved,1,0,1,0,0,0,0,0.3271002111338812
8,A,0.4,283,A_l+0.4_n0283,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.3952575169498716
5,A,0.4,284,A_l+0.4_n0284,360,60,174,all_resolved,1,0,1,0,0,0,0,0.49435753903175916
8,A,0.4,284,A_l+0.4_n0284,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.465552506571144
5,A,0.4,285,A_l+0.4_n0285,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.4012934746268811
8,A,0.4,285,A_l+0.4_n0285,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.457090436171596
5,A,0.4,286,A_l+0.4_n0286,360,60,168,all_resolved,1,0,1,0,0,0,0,0.5622355468792838
8,A,0.4,286,A_l+0.4_n0286,360,60,182,all_resolved,1,0,1,0,0,0,0,0.5755364550377643
5,A,0.4,287,A_l+0.4_n0287,360,60,270,all_resolved,1,0,1,0,0,0,0,0.4652936652128243
8,A,0.4,287,A_l+0.4_n0287,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.35289949426608974
5,A,0.4,288,A_l+0.4_n0288,360,60,204,all_resolved,1,0,1,0,0,0,0,0.3945162692125437
8,A,0.4,288,A_l+0.4_n0288,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.38989347679273784
5,A,0.4,289,A_l+0.4_n0289,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.32280586330489963
8,A,0.4,289,A_l+0.4_n0289,360,60,281,all_resolved,1,0,1,0,0,0,0,0.29422995700820065
5,A,0.4,290,A_l+0.4_n0290,360,60,194,all_active_resolved,0,0,1,0,0,0,0,0.5766668164347363
8,A,0.4,290,A_l+0.4_n0290,360,60,300,bank_exhausted,0,0,1,0,0,0,0,0.330699789846152
5,A,0.4,291,A_l+0.4_n0291,360,60,276,all_resolved,1,0,1,0,0,0,0,0.3347026593817716
8,A,0.4,291,A_l+0.4_n0291,360,60,252,all_resolved,1,0,1,0,0,0,0,0.35777762028553955
5,A,0.4,292,A_l+0.4_n0292,360,60,223,all_resolved,1,0,1,0,0,0,0,0.40529351739244046
