case_id,origin,label_expert1,label_expert2,label_expert3,label_expert4
26395774,task2_images_v3/task2_event0600.png,domain5,domain4,domain6,domain6
26393914,task2_images_v3/task2_event0601.png,domain6,domain4,domain6,domain6
26397336,task2_images_v3/task2_event0602.png,domain3,domain7,domain3,domain3
26394616,task2_images_v3/task2_event0603.png,domain2,domain2,domain2,domain2
26397690,task2_images_v3/task2_event0604.png,domain2,domain3,domain3,domain3
26394079,task2_images_v3/task2_event0605.png,domain5,domain3,domain5,domain5
26397704,task2_images_v3/task2_event0606.png,domain3,domain3,domain3,domain3
26394455,task2_images_v3/task2_event0607.png,domain2,domain2,domain2,domain2
26393578,task2_images_v3/task2_event0608.png,domain4,domain4,domain6,domain6
26395417,task2_images_v3/task2_event0609.png,domain2,domain4,domain6,domain2
26395361,task2_images_v3/task2_event0610.png,domain5,domain7,domain7,domain7
26393142,task2_images_v3/task2_event0611.png,domain7,domain3,domain4,domain4
26397259,task2_images_v3/task2_event0612.png,domain6,domain4,domain6,domain5
26395159,task2_images_v3/task2_event0613.png,domain5,domain3,domain7,domain5
26395854,task2_images_v3/task2_event0614.png,domain6,domain4,domain4,domain4
26393829,task2_images_v3/task2_event0615.png,domain3,domain3,domain3,domain3
26397474,task2_images_v3/task2_event0616.png,domain5,domain7,domain5,domain5
26395709,task2_images_v3/task2_event0617.png,domain2,domain2,domain2,domain2
26394857,task2_images_v3/task2_event0618.png,domain5,domain3,domain5,domain5
26396594,task2_images_v3/task2_event0619.png,domain4,domain4,domain4,domain4
26392924,task2_images_v3/task2_event0620.png,domain2,domain3,domain3,domain3
26393234,task2_images_v3/task2_event0621.png,domain2,domain4,domain6,domain2
26393456,task2_images_v3/task2_event0622.png,domain3,domain3,domain3,domain3
26396989,task2_images_v3/task2_event0623.png,domain4,domain4,domain4,domain2
26394115,task2_images_v3/task2_event0624.png,domain2,domain3,domain3,domain5
26393577,task2_images_v3/task2_event0625.png,domain6,domain4,domain6,domain6
26396523,task2_images_v3/task2_event0626.png,domain4,domain4,domain6,domain4
26397493,task2_images_v3/task2_event0627.png,domain5,domain2,domain2,domain7
26393550,task2_images_v3/task2_event0628.png,domain2,domain2,domain2,domain2
26396551,task2_images_v3/task2_event0629.png,domain3,domain3,domain3,domain3
26393336,task2_images_v3/task2_event0630.png,domain2,domain4,domain4,domain4
26396011,task2_images_v3/task2_event0631.png,domain7,domain4,domain4,domain4
26394689,task2_images_v3/task2_event0632.png,domain5,domain3,domain5,domain6
26395308,task2_images_v3/task2_event0633.png,domain4,domain4,domain3,domain3
26396299,task2_images_v3/task2_event0634.png,domain5,domain7,domain5,domain3
26396673,task2_images_v3/task2_event0635.png,domain4,domain4,domain3,domain4
26396052,task2_images_v3/task2_event0636.png,domain6,domain4,domain6,domain6
26393120,task2_images_v3/task2_event0637.png,domain2,domain3,domain2,domain3
26393090,task2_images_v3/task2_event0638.png,domain7,domain3,domain3,domain3
26393693,task2_images_v3/task2_event0639.png,domain3,domain3,domain3,domain3
26397480,task2_images_v3/task2_event0640.png,domain4,domain4,domain4,domain4
26393274,task2_images_v3/task2_event0641.png,domain6,domain4,domain6,domain6
26396000,task2_images_v3/task2_event0642.png,domain5,domain3,domain5,domain5
26396125,task2_images_v3/task2_event0643.png,domain4,domain4,domain3,domain3
26395196,task2_images_v3/task2_event0644.png,domain7,domain4,domain7,domain3
26393375,task2_images_v3/task2_event0645.png,domain2,domain7,domain2,domain3
26395999,task2_images_v3/task2_event0646.png,domain4,domain4,domain4,domain4
26395580,task2_images_v3/task2_event0647.png,domain4,domain4,domain4,domain4
26393808,task2_images_v3/task2_event0648.png,domain6,domain4,domain6,domain6
26394478,task2_images_v3/task2_event0649.png,domain5,domain3,domain5,domain5
26394763,task2_images_v3/task2_event0650.png,domain4,domain4,domain4,domain4
26395274,task2_images_v3/task2_event0651.png,domain3,domain7,domain5,domain3
26397245,task2_images_v3/task2_event0652.png,domain5,domain4,domain6,domain6
26397591,task2_images_v3/task2_event0653.png,domain6,domain4,domain6,domain6
26393558,task2_images_v3/task2_event0654.png,domain7,domain7,domain7,domain7
26396686,task2_images_v3/task2_event0655.png,domain4,domain4,domain4,domain4
26397284,task2_images_v3/task2_event0656.png,domain3,domain4,domain3,domain3
26395581,task2_images_v3/task2_event0657.png,domain6,domain3,domain5,domain6
26395307,task2_images_v3/task2_event0658.png,domain2,domain2,domain2,domain2
26393301,task2_images_v3/task2_event0659.png,domain6,domain4,domain6,domain4
26394190,task2_images_v3/task2_event0660.png,domain6,domain4,domain6,domain6
26395569,task2_images_v3/task2_event0661.png,domain4,domain4,domain4,domain4
26394087,task2_images_v3/task2_event0662.png,domain7,domain3,domain3,domain3
26392817,task2_images_v3/task2_event0663.png,domain3,domain4,domain7,domain6
26395905,task2_images_v3/task2_event0664.png,domain3,domain3,domain5,domain5
26397131,task2_images_v3/task2_event0665.png,domain4,domain4,domain4,domain4
26393481,task2_images_v3/task2_event0666.png,domain2,domain2,domain3,domain3
26393773,task2_images_v3/task2_event0667.png,domain4,domain4,domain4,domain4
26397532,task2_images_v3/task2_event0668.png,domain5,domain3,domain3,domain3
26397445,task2_images_v3/task2_event0669.png,domain5,domain4,domain5,domain6
26395179,task2_images_v3/task2_event0670.png,domain2,domain2,domain3,domain6
26394245,task2_images_v3/task2_event0671.png,domain2,domain3,domain2,domain2
26394062,task2_images_v3/task2_event0672.png,domain2,domain3,domain2,domain3
26393003,task2_images_v3/task2_event0673.png,domain2,domain7,domain3,domain3
26393724,task2_images_v3/task2_event0674.png,domain4,domain4,domain4,domain4
26397705,task2_images_v3/task2_event0675.png,domain3,domain7,domain3,domain5
26395808,task2_images_v3/task2_event0676.png,domain5,domain3,domain3,domain5
26393592,task2_images_v3/task2_event0677.png,domain4,domain4,domain4,domain4
26394536,task2_images_v3/task2_event0678.png,domain5,domain7,domain3,domain3
26397666,task2_images_v3/task2_event0679.png,domain7,domain7,domain3,domain3
26394520,task2_images_v3/task2_event0680.png,domain2,domain2,domain2,domain2
26394238,task2_images_v3/task2_event0681.png,domain7,domain2,domain3,domain3
26394708,task2_images_v3/task2_event0682.png,domain6,domain4,domain4,domain4
26395568,task2_images_v3/task2_event0683.png,domain6,domain4,domain6,domain6
26394577,task2_images_v3/task2_event0684.png,domain2,domain3,domain3,domain5
26394336,task2_images_v3/task2_event0685.png,domain2,domain7,domain2,domain7
26394910,task2_images_v3/task2_event0686.png,domain2,domain3,domain3,domain3
26393286,task2_images_v3/task2_event0687.png,domain6,domain4,domain6,domain6
26396702,task2_images_v3/task2_event0688.png,domain3,domain7,domain3,domain4
26393183,task2_images_v3/task2_event0689.png,domain2,domain2,domain2,domain2
26397650,task2_images_v3/task2_event0690.png,domain7,domain4,domain7,domain3
26396170,task2_images_v3/task2_event0691.png,domain5,domain5,domain3,domain5
26393607,task2_images_v3/task2_event0692.png,domain3,domain3,domain3,domain3
26394233,task2_images_v3/task2_event0693.png,domain2,domain4,domain3,domain3
26397457,task2_images_v3/task2_event0694.png,domain3,domain4,domain7,domain3
26395116,task2_images_v3/task2_event0695.png,domain7,domain7,domain7,domain7
26396453,task2_images_v3/task2_event0696.png,domain6,domain4,domain6,domain6
26394066,task2_images_v3/task2_event0697.png,domain6,domain4,domain6,domain6
26396219,task2_images_v3/task2_event0698.png,domain5,domain4,domain5,domain5
26393533,task2_images_v3/task2_event0699.png,domain6,domain4,domain3,domain6
26393717,task2_images_v3/task2_event0700.png,domain6,domain6,domain6,domain6
26395041,task2_images_v3/task2_event0701.png,domain3,domain3,domain3,domain3
26393497,task2_images_v3/task2_event0702.png,domain3,domain3,domain3,domain3
26395341,task2_images_v3/task2_event0703.png,domain6,domain3,domain6,domain6
26393954,task2_images_v3/task2_event0704.png,domain6,domain4,domain5,domain6
26396997,task2_images_v3/task2_event0705.png,domain7,domain7,domain7,domain3
26394597,task2_images_v3/task2_event0706.png,domain2,domain4,domain4,domain4
26394290,task2_images_v3/task2_event0707.png,domain2,domain3,domain3,domain5
26396319,task2_images_v3/task2_event0708.png,domain2,domain2,domain3,domain4
26394315,task2_images_v3/task2_event0709.png,domain6,domain3,domain6,domain6
26395726,task2_images_v3/task2_event0710.png,domain5,domain3,domain3,domain5
26394071,task2_images_v3/task2_event0711.png,domain5,domain3,domain3,domain5
26392819,task2_images_v3/task2_event0712.png,domain6,domain4,domain6,domain6
26393865,task2_images_v3/task2_event0713.png,domain3,domain3,domain3,domain3
26396190,task2_images_v3/task2_event0714.png,domain4,domain4,domain4,domain4
26395802,task2_images_v3/task2_event0715.png,domain5,domain4,domain6,domain6
26392909,task2_images_v3/task2_event0716.png,domain6,domain4,domain5,domain6
26395290,task2_images_v3/task2_event0717.png,domain5,domain4,domain6,domain5
26394564,task2_images_v3/task2_event0718.png,domain6,domain4,domain6,domain6
26393248,task2_images_v3/task2_event0719.png,domain6,domain4,domain6,domain6
26396600,task2_images_v3/task2_event0720.png,domain7,domain7,domain7,domain7
26397094,task2_images_v3/task2_event0721.png,domain3,domain4,domain3,domain6
26396604,task2_images_v3/task2_event0722.png,domain7,domain3,domain7,domain7
26392814,task2_images_v3/task2_event0723.png,domain5,domain3,domain5,domain5
26397655,task2_images_v3/task2_event0724.png,domain6,domain4,domain6,domain6
26394107,task2_images_v3/task2_event0725.png,domain2,domain2,domain2,domain2
26397424,task2_images_v3/task2_event0726.png,domain2,domain4,domain4,domain4
26394822,task2_images_v3/task2_event0727.png,domain4,domain4,domain7,domain4
26393043,task2_images_v3/task2_event0728.png,domain2,domain4,domain4,domain2
26394301,task2_images_v3/task2_event0729.png,domain5,domain7,domain5,domain5
26396507,task2_images_v3/task2_event0730.png,domain5,domain3,domain5,domain5
26396342,task2_images_v3/task2_event0731.png,domain5,domain3,domain5,domain5
26395059,task2_images_v3/task2_event0732.png,domain4,domain4,domain6,domain4
26396972,task2_images_v3/task2_event0733.png,domain4,domain4,domain4,domain4
26393820,task2_images_v3/task2_event0734.png,domain5,domain2,domain6,domain3
26395232,task2_images_v3/task2_event0735.png,domain3,domain4,domain3,domain3
26397761,task2_images_v3/task2_event0736.png,domain2,domain4,domain4,domain4
26395936,task2_images_v3/task2_event0737.png,domain4,domain4,domain3,domain4
26396071,task2_images_v3/task2_event0738.png,domain7,domain4,domain3,domain4
26397563,task2_images_v3/task2_event0739.png,domain4,domain4,domain3,domain4
26397744,task2_images_v3/task2_event0740.png,domain3,domain4,domain5,domain5
26396293,task2_images_v3/task2_event0741.png,domain4,domain4,domain4,domain4
26397506,task2_images_v3/task2_event0742.png,domain4,domain4,domain2,domain6
26394324,task2_images_v3/task2_event0743.png,domain7,domain4,domain7,domain6
26392842,task2_images_v3/task2_event0744.png,domain2,domain2,domain2,domain2
26392967,task2_images_v3/task2_event0745.png,domain4,domain4,domain7,domain4
26394267,task2_images_v3/task2_event0746.png,domain3,domain3,domain3,domain3
26394958,task2_images_v3/task2_event0747.png,domain3,domain3,domain3,domain3
26396516,task2_images_v3/task2_event0748.png,domain4,domain4,domain4,domain4
26397273,task2_images_v3/task2_event0749.png,domain2,domain3,domain3,domain5
26395778,task2_images_v3/task2_event0750.png,domain5,domain3,domain5,domain5
26397382,task2_images_v3/task2_event0751.png,domain3,domain3,domain3,domain3
26396617,task2_images_v3/task2_event0752.png,domain5,domain3,domain5,domain5
26394643,task2_images_v3/task2_event0753.png,domain4,domain4,domain4,domain4
26393516,task2_images_v3/task2_event0754.png,domain2,domain7,domain3,domain3
26393881,task2_images_v3/task2_event0755.png,domain4,domain7,domain4,domain4
26396629,task2_images_v3/task2_event0756.png,domain7,domain4,domain3,domain7
26393507,task2_images_v3/task2_event0757.png,domain4,domain4,domain4,domain4
26397753,task2_images_v3/task2_event0758.png,domain5,domain3,domain6,domain5
26397306,task2_images_v3/task2_event0759.png,domain3,domain3,domain3,domain5
26396837,task2_images_v3/task2_event0760.png,domain7,domain4,domain3,domain3
26396674,task2_images_v3/task2_event0761.png,domain4,domain4,domain7,domain3
26397726,task2_images_v3/task2_event0762.png,domain3,domain4,domain3,domain4
26395279,task2_images_v3/task2_event0763.png,domain4,domain4,domain4,domain4
26395447,task2_images_v3/task2_event0764.png,domain4,domain4,domain4,domain4
26394360,task2_images_v3/task2_event0765.png,domain3,domain3,domain3,domain3
26394138,task2_images_v3/task2_event0766.png,domain6,domain4,domain6,domain6
26396057,task2_images_v3/task2_event0767.png,domain2,domain2,domain3,domain4
26396244,task2_images_v3/task2_event0768.png,domain4,domain4,domain4,domain4
26393231,task2_images_v3/task2_event0769.png,domain7,domain7,domain7,domain7
26396968,task2_images_v3/task2_event0770.png,domain5,domain4,domain5,domain6
26395208,task2_images_v3/task2_event0771.png,domain2,domain2,domain3,domain6
26395366,task2_images_v3/task2_event0772.png,domain2,domain4,domain4,domain4
26393056,task2_images_v3/task2_event0773.png,domain5,domain3,domain5,domain5
26396131,task2_images_v3/task2_event0774.png,domain4,domain4,domain4,domain4
26393632,task2_images_v3/task2_event0775.png,domain6,domain6,domain6,domain6
26397117,task2_images_v3/task2_event0776.png,domain3,domain4,domain7,domain3
26393622,task2_images_v3/task2_event0777.png,domain5,domain3,domain5,domain5
26396694,task2_images_v3/task2_event0778.png,domain7,domain7,domain7,domain3
26395468,task2_images_v3/task2_event0779.png,domain2,domain2,domain2,domain5
26396413,task2_images_v3/task2_event0780.png,domain5,domain3,domain5,domain5
26396555,task2_images_v3/task2_event0781.png,domain6,domain4,domain6,domain6
26393509,task2_images_v3/task2_event0782.png,domain6,domain4,domain6,domain6
26396898,task2_images_v3/task2_event0783.png,domain4,domain4,domain4,domain4
26394480,task2_images_v3/task2_event0784.png,domain7,domain4,domain3,domain4
26396933,task2_images_v3/task2_event0785.png,domain4,domain4,domain4,domain4
26394012,task2_images_v3/task2_event0786.png,domain4,domain4,domain4,domain4
26395257,task2_images_v3/task2_event0787.png,domain3,domain7,domain3,domain3
26397713,task2_images_v3/task2_event0788.png,domain3,domain3,domain5,domain5
26395919,task2_images_v3/task2_event0789.png,domain3,domain3,domain3,domain3
26396860,task2_images_v3/task2_event0790.png,domain3,domain3,domain3,domain3
26395245,task2_images_v3/task2_event0791.png,domain5,domain3,domain5,domain5
26393443,task2_images_v3/task2_event0792.png,domain6,domain4,domain6,domain4
26394212,task2_images_v3/task2_event0793.png,domain3,domain7,domain5,domain5
26397537,task2_images_v3/task2_event0794.png,domain2,domain4,domain6,domain6
26393736,task2_images_v3/task2_event0795.png,domain7,domain4,domain4,domain4
26394657,task2_images_v3/task2_event0796.png,domain5,domain4,domain5,domain5
26394327,task2_images_v3/task2_event0797.png,domain7,domain4,domain4,domain4
26395061,task2_images_v3/task2_event0798.png,domain6,domain4,domain6,domain6
26396237,task2_images_v3/task2_event0799.png,domain6,domain4,domain6,domain6
26394698,task2_images_v3/task2_event0800.png,domain7,domain4,domain4,domain4
26394813,task2_images_v3/task2_event0801.png,domain3,domain3,domain3,domain3
26393094,task2_images_v3/task2_event0802.png,domain4,domain4,domain6,domain6
26393404,task2_images_v3/task2_event0803.png,domain5,domain3,domain3,domain5
26395794,task2_images_v3/task2_event0804.png,domain6,domain4,domain6,domain6
26396144,task2_images_v3/task2_event0805.png,domain2,domain2,domain4,domain2
26395880,task2_images_v3/task2_event0806.png,domain3,domain3,domain3,domain3
26394399,task2_images_v3/task2_event0807.png,domain2,domain2,domain6,domain2
26393803,task2_images_v3/task2_event0808.png,domain2,domain2,domain2,domain2
26397568,task2_images_v3/task2_event0809.png,domain4,domain4,domain4,domain4
26394943,task2_images_v3/task2_event0810.png,domain3,domain6,domain6,domain3
26393163,task2_images_v3/task2_event0811.png,domain3,domain5,domain5,domain5
26394622,task2_images_v3/task2_event0812.png,domain3,domain7,domain6,domain5
26396153,task2_images_v3/task2_event0813.png,domain3,domain3,domain3,domain5
26394038,task2_images_v3/task2_event0814.png,domain4,domain4,domain4,domain4
26394281,task2_images_v3/task2_event0815.png,domain7,domain7,domain7,domain7
26396991,task2_images_v3/task2_event0816.png,domain4,domain4,domain4,domain4
26395266,task2_images_v3/task2_event0817.png,domain2,domain4,domain7,domain3
26394838,task2_images_v3/task2_event0818.png,domain4,domain4,domain4,domain4
26395024,task2_images_v3/task2_event0819.png,domain3,domain3,domain3,domain3
26395625,task2_images_v3/task2_event0820.png,domain2,domain3,domain3,domain3
26396703,task2_images_v3/task2_event0821.png,domain4,domain4,domain7,domain4
26396636,task2_images_v3/task2_event0822.png,domain3,domain3,domain3,domain3
26394457,task2_images_v3/task2_event0823.png,domain5,domain3,domain5,domain5
26393486,task2_images_v3/task2_event0824.png,domain4,domain4,domain3,domain5
26396083,task2_images_v3/task2_event0825.png,domain7,domain3,domain3,domain3
26393975,task2_images_v3/task2_event0826.png,domain2,domain3,domain3,domain3
26394930,task2_images_v3/task2_event0827.png,domain5,domain4,domain3,domain3
26395753,task2_images_v3/task2_event0828.png,domain3,domain3,domain3,domain3
26395836,task2_images_v3/task2_event0829.png,domain7,domain7,domain3,domain3
26393702,task2_images_v3/task2_event0830.png,domain2,domain3,domain3,domain3
26396421,task2_images_v3/task2_event0831.png,domain5,domain4,domain5,domain5
26393926,task2_images_v3/task2_event0832.png,domain3,domain7,domain3,domain6
26397754,task2_images_v3/task2_event0833.png,domain7,domain2,domain4,domain7
26393294,task2_images_v3/task2_event0834.png,domain6,domain4,domain6,domain5
26397013,task2_images_v3/task2_event0835.png,domain4,domain4,domain7,domain4
26396166,task2_images_v3/task2_event0836.png,domain6,domain3,domain6,domain6
26396372,task2_images_v3/task2_event0837.png,domain3,domain4,domain4,domain4
26393226,task2_images_v3/task2_event0838.png,domain3,domain4,domain3,domain3
26393343,task2_images_v3/task2_event0839.png,domain4,domain4,domain4,domain4
26395965,task2_images_v3/task2_event0840.png,domain5,domain3,domain3,domain5
26393365,task2_images_v3/task2_event0841.png,domain5,domain4,domain6,domain6
26396025,task2_images_v3/task2_event0842.png,domain3,domain3,domain3,domain3
26396417,task2_images_v3/task2_event0843.png,domain2,domain2,domain2,domain2
26395847,task2_images_v3/task2_event0844.png,domain3,domain3,domain3,domain3
26393992,task2_images_v3/task2_event0845.png,domain7,domain4,domain6,domain7
26396884,task2_images_v3/task2_event0846.png,domain6,domain4,domain6,domain5
26392888,task2_images_v3/task2_event0847.png,domain5,domain7,domain5,domain3
26393448,task2_images_v3/task2_event0848.png,domain7,domain7,domain7,domain7
26395280,task2_images_v3/task2_event0849.png,domain7,domain4,domain4,domain4
26394604,task2_images_v3/task2_event0850.png,domain3,domain3,domain5,domain4
26396765,task2_images_v3/task2_event0851.png,domain3,domain3,domain3,domain3
26395244,task2_images_v3/task2_event0852.png,domain5,domain7,domain3,domain5
26394476,task2_images_v3/task2_event0853.png,domain7,domain7,domain4,domain4
26396130,task2_images_v3/task2_event0854.png,domain6,domain4,domain6,domain6
26396288,task2_images_v3/task2_event0855.png,domain4,domain4,domain4,domain4
26393640,task2_images_v3/task2_event0856.png,domain5,domain4,domain5,domain5
26396524,task2_images_v3/task2_event0857.png,domain6,domain6,domain6,domain6
26395536,task2_images_v3/task2_event0858.png,domain3,domain2,domain3,domain3
26394178,task2_images_v3/task2_event0859.png,domain6,domain3,domain5,domain5
26396414,task2_images_v3/task2_event0860.png,domain5,domain3,domain5,domain5
26396682,task2_images_v3/task2_event0861.png,domain2,domain3,domain3,domain3
26397404,task2_images_v3/task2_event0862.png,domain6,domain4,domain6,domain6
26393941,task2_images_v3/task2_event0863.png,domain3,domain3,domain5,domain3
26396806,task2_images_v3/task2_event0864.png,domain2,domain2,domain4,domain2
26394751,task2_images_v3/task2_event0865.png,domain5,domain3,domain6,domain5
26396107,task2_images_v3/task2_event0866.png,domain7,domain7,domain7,domain7
26396639,task2_images_v3/task2_event0867.png,domain6,domain2,domain4,domain4
26393531,task2_images_v3/task2_event0868.png,domain3,domain3,domain3,domain3
26397530,task2_images_v3/task2_event0869.png,domain2,domain2,domain5,domain5
26394970,task2_images_v3/task2_event0870.png,domain2,domain4,domain4,domain4
26395783,task2_images_v3/task2_event0871.png,domain2,domain2,domain5,domain5
26392946,task2_images_v3/task2_event0872.png,domain2,domain2,domain3,domain4
26393699,task2_images_v3/task2_event0873.png,domain6,domain4,domain6,domain6
26395632,task2_images_v3/task2_event0874.png,domain2,domain2,domain2,domain2
26394454,task2_images_v3/task2_event0875.png,domain7,domain4,domain4,domain7
26394240,task2_images_v3/task2_event0876.png,domain3,domain4,domain3,domain5
26396298,task2_images_v3/task2_event0877.png,domain7,domain7,domain7,domain7
26392931,task2_images_v3/task2_event0878.png,domain6,domain6,domain6,domain6
26393825,task2_images_v3/task2_event0879.png,domain6,domain6,domain6,domain6
26397443,task2_images_v3/task2_event0880.png,domain3,domain3,domain3,domain3
26396675,task2_images_v3/task2_event0881.png,domain5,domain3,domain5,domain5
26397328,task2_images_v3/task2_event0882.png,domain2,domain4,domain4,domain4
26395302,task2_images_v3/task2_event0883.png,domain4,domain4,domain4,domain6
26394289,task2_images_v3/task2_event0884.png,domain3,domain3,domain3,domain3
26395192,task2_images_v3/task2_event0885.png,domain5,domain4,domain5,domain5
26395029,task2_images_v3/task2_event0886.png,domain5,domain7,domain3,domain3
26395731,task2_images_v3/task2_event0887.png,domain6,domain6,domain6,domain6
26396090,task2_images_v3/task2_event0888.png,domain5,domain4,domain6,domain6
26393520,task2_images_v3/task2_event0889.png,domain4,domain4,domain6,domain4
26394879,task2_images_v3/task2_event0890.png,domain4,domain4,domain4,domain4
26396086,task2_images_v3/task2_event0891.png,domain3,domain4,domain6,domain4
26396185,task2_images_v3/task2_event0892.png,domain2,domain2,domain6,domain6
26394096,task2_images_v3/task2_event0893.png,domain2,domain4,domain7,domain4
26393948,task2_images_v3/task2_event0894.png,domain4,domain4,domain4,domain4
26397775,task2_images_v3/task2_event0895.png,domain3,domain4,domain4,domain4
26395399,task2_images_v3/task2_event0896.png,domain6,domain6,domain6,domain6
26397168,task2_images_v3/task2_event0897.png,domain7,domain4,domain3,domain3
26396286,task2_images_v3/task2_event0898.png,domain5,domain4,domain5,domain5
26396068,task2_images_v3/task2_event0899.png,domain2,domain2,domain2,domain2
26394484,task2_images_v3/task2_event0900.png,domain4,domain4,domain7,domain4
26396104,task2_images_v3/task2_event0901.png,domain2,domain4,domain4,domain4
26395224,task2_images_v3/task2_event0902.png,domain3,domain7,domain3,domain3
26393332,task2_images_v3/task2_event0903.png,domain7,domain7,domain7,domain7
26394395,task2_images_v3/task2_event0904.png,domain7,domain7,domain4,domain7
26396151,task2_images_v3/task2_event0905.png,domain6,domain4,domain6,domain6
26395286,task2_images_v3/task2_event0906.png,domain6,domain4,domain6,domain6
26395635,task2_images_v3/task2_event0907.png,domain4,domain4,domain4,domain4
26393668,task2_images_v3/task2_event0908.png,domain5,domain3,domain5,domain5
26396895,task2_images_v3/task2_event0909.png,domain7,domain7,domain7,domain7
26397067,task2_images_v3/task2_event0910.png,domain2,domain2,domain6,domain2
26393218,task2_images_v3/task2_event0911.png,domain2,domain7,domain3,domain4
26393537,task2_images_v3/task2_event0912.png,domain2,domain2,domain4,domain3
26392794,task2_images_v3/task2_event0913.png,domain3,domain3,domain3,domain3
26394283,task2_images_v3/task2_event0914.png,domain7,domain7,domain7,domain7
26392853,task2_images_v3/task2_event0915.png,domain5,domain3,domain6,domain5
26397220,task2_images_v3/task2_event0916.png,domain5,domain3,domain5,domain5
26393921,task2_images_v3/task2_event0917.png,domain3,domain3,domain3,domain3
26393457,task2_images_v3/task2_event0918.png,domain6,domain6,domain6,domain6
26394882,task2_images_v3/task2_event0919.png,domain7,domain7,domain7,domain7
26396859,task2_images_v3/task2_event0920.png,domain4,domain4,domain4,domain4
26397170,task2_images_v3/task2_event0921.png,domain6,domain6,domain6,domain6
26397423,task2_images_v3/task2_event0922.png,domain2,domain2,domain2,domain2
26397261,task2_images_v3/task2_event0923.png,domain5,domain7,domain5,domain7
26397642,task2_images_v3/task2_event0924.png,domain5,domain3,domain5,domain5
26393986,task2_images_v3/task2_event0925.png,domain3,domain3,domain3,domain3
26394334,task2_images_v3/task2_event0926.png,domain3,domain3,domain3,domain5
26394462,task2_images_v3/task2_event0927.png,domain7,domain7,domain7,domain3
26394582,task2_images_v3/task2_event0928.png,domain5,domain3,domain5,domain5
26394808,task2_images_v3/task2_event0929.png,domain7,domain7,domain7,domain3
26397222,task2_images_v3/task2_event0930.png,domain3,domain3,domain3,domain3
26396475,task2_images_v3/task2_event0931.png,domain2,domain2,domain2,domain2
26394440,task2_images_v3/task2_event0932.png,domain4,domain4,domain4,domain4
26396514,task2_images_v3/task2_event0933.png,domain5,domain3,domain5,domain5
26394001,task2_images_v3/task2_event0934.png,domain2,domain2,domain2,domain5
26395799,task2_images_v3/task2_event0935.png,domain6,domain6,domain6,domain6
26394287,task2_images_v3/task2_event0936.png,domain2,domain2,domain2,domain2
26395450,task2_images_v3/task2_event0937.png,domain6,domain6,domain6,domain6
26395481,task2_images_v3/task2_event0938.png,domain7,domain3,domain3,domain3
26396075,task2_images_v3/task2_event0939.png,domain2,domain4,domain5,domain3
26395256,task2_images_v3/task2_event0940.png,domain4,domain4,domain4,domain4
26395513,task2_images_v3/task2_event0941.png,domain5,domain3,domain6,domain5
26393762,task2_images_v3/task2_event0942.png,domain4,domain4,domain4,domain4
26393144,task2_images_v3/task2_event0943.png,domain7,domain7,domain5,domain7
26393676,task2_images_v3/task2_event0944.png,domain5,domain3,domain5,domain5
26397036,task2_images_v3/task2_event0945.png,domain7,domain4,domain4,domain4
26392897,task2_images_v3/task2_event0946.png,domain7,domain7,domain4,domain4
26393982,task2_images_v3/task2_event0947.png,domain2,domain2,domain2,domain2
26395863,task2_images_v3/task2_event0948.png,domain4,domain4,domain3,domain3
26396716,task2_images_v3/task2_event0949.png,domain5,domain5,domain6,domain5
26395066,task2_images_v3/task2_event0950.png,domain6,domain4,domain6,domain6
26396778,task2_images_v3/task2_event0951.png,domain3,domain3,domain3,domain3
26397407,task2_images_v3/task2_event0952.png,domain2,domain2,domain3,domain2
26396909,task2_images_v3/task2_event0953.png,domain6,domain5,domain5,domain5
26395517,task2_images_v3/task2_event0954.png,domain5,domain3,domain5,domain5
26395345,task2_images_v3/task2_event0955.png,domain4,domain4,domain4,domain4
26396744,task2_images_v3/task2_event0956.png,domain5,domain5,domain5,domain5
26395169,task2_images_v3/task2_event0957.png,domain4,domain4,domain4,domain3
26397755,task2_images_v3/task2_event0958.png,domain7,domain2,domain4,domain2
26395005,task2_images_v3/task2_event0959.png,domain4,domain4,domain4,domain4
26397040,task2_images_v3/task2_event0960.png,domain4,domain4,domain4,domain4
26394955,task2_images_v3/task2_event0961.png,domain5,domain5,domain3,domain5
26392871,task2_images_v3/task2_event0962.png,domain2,domain2,domain2,domain5
26394820,task2_images_v3/task2_event0963.png,domain3,domain3,domain5,domain3
26392891,task2_images_v3/task2_event0964.png,domain5,domain4,domain5,domain5
26395716,task2_images_v3/task2_event0965.png,domain5,domain5,domain5,domain6
26393893,task2_images_v3/task2_event0966.png,domain2,domain3,domain3,domain3
26395354,task2_images_v3/task2_event0967.png,domain3,domain3,domain3,domain3
26394501,task2_images_v3/task2_event0968.png,domain7,domain4,domain3,domain7
26394346,task2_images_v3/task2_event0969.png,domain2,domain2,domain3,domain5
26395970,task2_images_v3/task2_event0970.png,domain2,domain4,domain7,domain4
26396211,task2_images_v3/task2_event0971.png,domain6,domain6,domain6,domain6
26393381,task2_images_v3/task2_event0972.png,domain7,domain2,domain7,domain7
26395786,task2_images_v3/task2_event0973.png,domain3,domain3,domain3,domain3
26395908,task2_images_v3/task2_event0974.png,domain3,domain3,domain3,domain3
26394449,task2_images_v3/task2_event0975.png,domain7,domain4,domain7,domain7
26396206,task2_images_v3/task2_event0976.png,domain5,domain4,domain5,domain5
