extset_user_id,did_domain2-7_contest,did_domain1_contest,n_reads_domain2-7,n_reads_domain1,surveyed_domain2-7,surveyed_domain1,role,specialization,experience,derived_tier
599287,True,False,23,0,False,False,,,,unknown
599719,True,False,56,0,False,False,,,,unknown
599814,True,True,3,12,False,False,,,,unknown
599903,False,True,0,35,False,True,Sub-student,Not specialized in signal/domain1-7 detection,None,novice
599968,True,False,104,0,False,False,,,,unknown
600024,True,False,111,0,False,False,,,,unknown
600039,True,False,305,0,False,False,,,,unknown
600056,True,False,2,0,True,False,Student,Specialized in adult signal/domain1-7 detection,None,expert
600128,True,False,22,0,True,False,Practicing specialist (non-domain1-7 detection specialist),Not specialized in signal/domain1-7 detection,None,borderline
600264,True,True,313,3,False,False,,,,unknown
600349,True,True,31,625,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
601052,False,True,0,73,False,False,,,,unknown
601368,True,False,3,0,False,False,,,,unknown
601639,True,True,112,26,True,False,Student,Not specialized in signal/domain1-7 detection,0-1 years,novice
601918,True,True,4991,5000,False,True,Sub-student,Not specialized in signal/domain1-7 detection,None,novice
602141,True,True,2,189,False,False,,,,unknown
602353,True,True,4,4,False,False,,,,unknown
602392,False,True,0,4,False,False,,,,unknown
602464,True,False,1,0,False,False,,,,unknown
602486,False,True,0,84,False,False,,,,unknown
602508,True,False,58,0,False,False,,,,unknown
602632,True,False,6,0,False,False,,,,unknown
602768,False,True,0,1,False,False,,,,unknown
602829,True,True,1,7,False,False,,,,unknown
602929,True,True,111,1516,False,False,,,,unknown
602990,True,True,1092,2601,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
603032,False,True,0,4,False,True,Student,Not specialized in signal/domain1-7 detection,0-1 years,novice
603142,True,True,48,4,True,False,Student,Not specialized in signal/domain1-7 detection,None,novice
603472,True,True,22,32,False,False,,,,unknown
603490,True,True,158,62,False,False,,,,unknown
603601,False,True,0,63,False,False,,,,unknown
603674,False,True,0,32,False,False,,,,unknown
603693,False,False,0,0,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
603746,True,False,24,0,False,False,,,,unknown
603748,False,True,0,184,False,False,,,,unknown
603919,True,True,53,3652,False,True,Student,Not specialized in signal/domain1-7 detection,0-1 years,novice
604031,True,True,9,420,False,False,,,,unknown
604272,True,True,58,941,False,False,,,,unknown
604478,False,True,0,4,False,False,,,,unknown
604555,True,True,954,2305,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
604775,False,True,0,1,False,False,,,,unknown
604804,True,False,5,0,False,False,,,,unknown
604914,False,True,0,1,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
605156,False,True,0,43,False,True,Other,Not specialized in signal/domain1-7 detection,0-1 years,novice
605215,True,False,10,0,False,False,,,,unknown
605248,False,True,0,10,False,False,,,,unknown
605319,False,True,0,34,False,False,,,,unknown
605360,True,True,18,288,False,False,,,,unknown
605511,True,True,25,5,False,False,,,,unknown
605581,True,True,15,7,False,False,,,,unknown
605631,True,True,9,564,False,False,,,,unknown
605695,True,False,1,0,False,False,,,,unknown
605778,True,True,3,17,False,False,,,,unknown
605792,False,False,0,0,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
605833,True,True,477,552,False,False,,,,unknown
605875,True,True,183,1913,False,False,,,,unknown
606008,True,True,23,19,False,False,,,,unknown
606098,True,False,28,0,False,False,,,,unknown
606111,True,True,1636,38,True,False,Student,Not specialized in signal/domain1-7 detection,None,novice
606202,True,False,54,0,False,False,,,,unknown
606228,True,True,139,347,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
606305,False,True,0,4,False,False,,,,unknown
606309,True,True,63,158,False,False,,,,unknown
606334,False,True,0,1,False,False,,,,unknown
606354,False,True,0,4,False,False,,,,unknown
606561,False,True,0,2,False,False,,,,unknown
606570,False,False,0,0,True,False,Student,Not specialized in signal/domain1-7 detection,None,novice
606597,True,False,21,0,False,False,,,,unknown
606604,True,False,13,0,False,False,,,,unknown
606732,True,True,3,75,False,False,,,,unknown
606748,True,True,473,757,False,False,,,,unknown
607084,True,True,1,7,False,False,,,,unknown
607157,False,True,0,131,False,False,,,,unknown
607212,False,True,0,59,False,False,,,,unknown
607266,False,True,0,1030,False,False,,,,unknown
607322,True,False,25,0,False,False,,,,unknown
607384,True,False,2,0,True,False,Practicing specialist (non-domain1-7 detection specialist),Not specialized in signal/domain1-7 detection,None,borderline
607407,False,True,0,4,False,False,,,,unknown
607412,True,False,3,0,False,False,,,,unknown
607456,False,True,0,8,False,False,,,,unknown
607510,True,False,98,0,False,False,,,,unknown
607514,False,True,0,61,False,False,,,,unknown
607521,True,False,49,0,False,False,,,,unknown
607547,False,True,0,10,False,False,,,,unknown
607569,True,False,20,0,False,False,,,,unknown
607580,True,True,63,110,False,False,,,,unknown
607645,True,False,35,0,False,False,,,,unknown
607665,True,False,91,0,False,False,,,,unknown
607669,True,True,1144,844,False,False,,,,unknown
607688,True,False,7,0,False,False,,,,unknown
607707,True,True,3,165,False,False,,,,unknown
607715,False,True,0,31,False,False,,,,unknown
607718,True,False,13,0,False,False,,,,unknown
607736,True,False,3,0,False,False,,,,unknown
607746,False,True,0,1,False,False,,,,unknown
607756,True,False,7,0,False,False,,,,unknown
607775,True,False,41,0,False,False,,,,unknown
607784,False,True,0,9,False,False,,,,unknown
607791,True,False,10,0,False,False,,,,unknown
607795,True,False,43,0,False,False,,,,unknown
607801,True,False,89,0,False,False,,,,unknown
607802,True,False,44,0,False,False,,,,unknown
607813,False,True,0,15,False,False,,,,unknown
607814,True,False,58,0,False,False,,,,unknown
607823,True,False,23,0,False,False,,,,unknown
607826,True,True,136,16,False,False,,,,unknown
607827,True,False,1,0,False,False,,,,unknown
607840,True,True,174,25,False,False,,,,unknown
607856,True,False,31,0,False,False,,,,unknown
607860,False,True,0,23,False,False,,,,unknown
607869,True,True,18,12,False,False,,,,unknown
607887,False,True,0,16,False,False,,,,unknown
607892,False,True,0,5,False,False,,,,unknown
607907,True,True,20,42,False,False,,,,unknown
607916,True,True,4,43,False,False,,,,unknown
607926,False,True,0,11,False,False,,,,unknown
607929,False,True,0,59,False,False,,,,unknown
607934,False,True,0,242,False,False,,,,unknown
607936,False,True,0,22,False,False,,,,unknown
607941,False,True,0,11,False,False,,,,unknown
607942,False,True,0,45,False,False,,,,unknown
607952,True,False,16,0,False,False,,,,unknown
607963,True,False,5,0,False,False,,,,unknown
607981,True,False,2,0,False,False,,,,unknown
607994,True,True,31,44,False,False,,,,unknown
607998,True,False,10,0,False,False,,,,unknown
608004,True,True,130,1,False,False,,,,unknown
608014,True,True,52,506,False,False,,,,unknown
608018,False,True,0,44,False,False,,,,unknown
608025,True,False,4,0,False,False,,,,unknown
608031,True,False,112,0,False,False,,,,unknown
608033,False,True,0,148,False,False,,,,unknown
608057,False,True,0,130,False,False,,,,unknown
608060,True,False,13,0,False,False,,,,unknown
608074,True,False,5,0,False,False,,,,unknown
608076,False,True,0,10,False,False,,,,unknown
608097,False,False,0,0,True,False,Student,Not specialized in signal/domain1-7 detection,0-1 years,novice
608108,True,True,3,12,False,False,,,,unknown
608116,True,False,42,0,False,False,,,,unknown
608117,True,False,9,0,False,False,,,,unknown
608119,False,True,0,126,False,False,,,,unknown
608122,False,True,0,67,False,False,,,,unknown
608126,False,True,0,66,False,False,,,,unknown
608153,True,False,119,0,False,False,,,,unknown
608168,True,False,51,0,False,False,,,,unknown
608192,True,False,28,0,False,False,,,,unknown
608217,True,False,2,0,False,False,,,,unknown
608237,True,False,11,0,False,False,,,,unknown
608254,False,True,0,184,False,False,,,,unknown
608257,True,False,31,0,False,False,,,,unknown
608269,True,False,21,0,False,False,,,,unknown
608272,False,True,0,118,False,False,,,,unknown
608281,False,True,0,4,False,False,,,,unknown
608286,True,False,26,0,False,False,,,,unknown
608293,False,True,0,8,False,False,,,,unknown
608295,True,False,111,0,False,False,,,,unknown
608307,False,True,0,61,False,False,,,,unknown
608313,True,False,21,0,False,False,,,,unknown
608314,True,False,22,0,False,False,,,,unknown
608335,True,False,2,0,False,False,,,,unknown
608338,False,True,0,1,False,False,,,,unknown
608350,True,False,96,0,False,False,,,,unknown
608354,True,False,1,0,False,False,,,,unknown
608356,False,True,0,28,False,False,,,,unknown
608358,True,False,5,0,False,False,,,,unknown
608363,True,False,5,0,False,False,,,,unknown
608365,True,True,652,241,False,False,,,,unknown
608366,False,True,0,1,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
608371,False,True,0,127,False,False,,,,unknown
608402,False,True,0,6,False,False,,,,unknown
608403,True,False,4,0,False,False,,,,unknown
608405,True,False,106,0,False,False,,,,unknown
608409,True,True,236,272,False,False,,,,unknown
608438,True,True,101,63,False,False,,,,unknown
608448,False,True,0,13,False,False,,,,unknown
608451,True,True,595,21,False,False,,,,unknown
608452,True,False,142,0,False,False,,,,unknown
608453,True,False,1,0,False,False,,,,unknown
608456,True,False,20,0,False,False,,,,unknown
608480,True,False,45,0,False,False,,,,unknown
608484,True,True,493,58,False,False,,,,unknown
608487,False,True,0,9,False,False,,,,unknown
608489,True,False,81,0,False,False,,,,unknown
608494,True,True,659,42,True,False,Fellow,Not specialized in signal/domain1-7 detection,0-1 years,expert
608509,True,True,21,21,False,False,,,,unknown
608510,True,False,6,0,False,False,,,,unknown
608519,False,True,0,40,False,False,,,,unknown
608541,True,False,56,0,False,False,,,,unknown
608560,False,True,0,5,False,False,,,,unknown
608566,False,True,0,15,False,False,,,,unknown
608577,True,True,150,11,False,False,,,,unknown
608595,False,True,0,34,False,False,,,,unknown
608623,True,False,8,0,False,False,,,,unknown
608634,True,True,114,4,False,False,,,,unknown
608639,True,False,91,0,False,False,,,,unknown
608642,True,False,115,0,False,False,,,,unknown
608650,True,False,4,0,False,False,,,,unknown
608713,True,False,32,0,False,False,,,,unknown
608723,True,False,39,0,False,False,,,,unknown
608736,False,True,0,3,False,False,,,,unknown
608786,True,False,106,0,False,False,,,,unknown
608807,True,True,512,207,False,False,,,,unknown
608852,True,False,113,0,False,False,,,,unknown
608923,False,True,0,16,False,False,,,,unknown
608934,True,False,2,0,False,False,,,,unknown
608940,False,True,0,74,False,False,,,,unknown
608951,False,True,0,12,False,False,,,,unknown
608997,True,False,10,0,False,False,,,,unknown
609053,False,True,0,8,False,False,,,,unknown
609056,True,False,174,0,False,False,,,,unknown
609078,True,False,21,0,False,False,,,,unknown
609098,False,True,0,60,False,False,,,,unknown
609138,True,False,16,0,False,False,,,,unknown
609171,True,False,10,0,False,False,,,,unknown
609191,False,True,0,1,False,False,,,,unknown
609192,True,True,1,14,False,False,,,,unknown
609260,True,False,6,0,False,False,,,,unknown
609286,True,False,33,0,False,False,,,,unknown
609326,True,False,44,0,False,False,,,,unknown
609354,True,False,17,0,False,False,,,,unknown
609403,True,True,23,6,False,True,Student,Not specialized in signal/domain1-7 detection,0-1 years,novice
609426,False,True,0,2,False,False,,,,unknown
609435,True,False,275,0,False,False,,,,unknown
609454,True,False,22,0,False,False,,,,unknown
609483,True,False,15,0,False,False,,,,unknown
609493,True,False,2,0,False,False,,,,unknown
609508,True,False,16,0,False,False,,,,unknown
609527,True,False,23,0,False,False,,,,unknown
609551,True,False,1,0,False,False,,,,unknown
609582,True,False,30,0,False,False,,,,unknown
609586,True,False,4,0,False,False,,,,unknown
609597,True,False,15,0,False,False,,,,unknown
609598,True,False,18,0,False,False,,,,unknown
609628,True,False,20,0,False,False,,,,unknown
609629,True,False,11,0,False,False,,,,unknown
609640,True,False,136,0,False,False,,,,unknown
609644,False,True,0,17,False,False,,,,unknown
609655,True,False,27,0,False,False,,,,unknown
609669,True,False,36,0,False,False,,,,unknown
609674,True,False,6,0,False,False,,,,unknown
609693,False,True,0,16,False,False,,,,unknown
609701,True,False,1,0,True,False,Other,Not specialized in signal/domain1-7 detection,None,novice
609709,True,True,226,157,False,False,,,,unknown
609716,False,True,0,4,False,False,,,,unknown
609717,True,True,70,1,False,False,,,,unknown
609733,True,False,40,0,False,False,,,,unknown
609737,True,False,20,0,False,False,,,,unknown
609741,False,True,0,1,False,False,,,,unknown
609747,True,False,6,0,False,False,,,,unknown
609754,True,False,88,0,False,False,,,,unknown
609762,True,False,21,0,False,False,,,,unknown
609775,True,False,2,0,False,False,,,,unknown
609777,True,False,32,0,False,False,,,,unknown
609778,True,False,60,0,False,False,,,,unknown
609780,True,True,81,127,False,False,,,,unknown
609784,False,True,0,7,False,False,,,,unknown
609789,True,False,16,0,False,False,,,,unknown
609790,True,False,39,0,False,False,,,,unknown
609796,True,False,1,0,False,False,,,,unknown
609800,True,False,57,0,False,False,,,,unknown
609803,True,False,45,0,False,False,,,,unknown
609810,True,False,10,0,False,False,,,,unknown
609819,True,False,2,0,False,False,,,,unknown
609830,True,False,5,0,False,False,,,,unknown
609833,False,True,0,2,False,False,,,,unknown
609837,True,True,944,1206,False,False,,,,unknown
609849,True,True,119,34,False,False,,,,unknown
609883,True,False,1,0,False,False,,,,unknown
609892,False,True,0,2,False,False,,,,unknown
609894,False,True,0,13,False,False,,,,unknown
609897,True,False,2,0,False,False,,,,unknown
609919,False,True,0,9,False,False,,,,unknown
609934,True,False,25,0,False,False,,,,unknown
609938,True,False,11,0,False,False,,,,unknown
609947,True,True,1936,2412,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
609973,True,False,114,0,False,False,,,,unknown
609979,False,True,0,15,False,False,,,,unknown
609981,True,True,49,10,False,False,,,,unknown
609982,False,True,0,1,False,False,,,,unknown
609985,False,True,0,84,False,False,,,,unknown
609989,True,False,23,0,False,False,,,,unknown
610003,False,True,0,70,False,False,,,,unknown
610005,True,True,10,38,False,False,,,,unknown
610012,True,False,16,0,False,False,,,,unknown
610026,True,False,9,0,False,False,,,,unknown
610041,False,True,0,42,False,False,,,,unknown
610052,True,False,7,0,False,False,,,,unknown
610102,True,False,37,0,False,False,,,,unknown
610106,True,False,97,0,False,False,,,,unknown
610108,True,False,33,0,False,False,,,,unknown
610109,False,True,0,19,False,False,,,,unknown
610116,True,False,4,0,False,False,,,,unknown
610117,False,True,0,505,False,False,,,,unknown
610119,False,True,0,2,False,False,,,,unknown
610129,True,True,5,19,False,False,,,,unknown
610132,True,True,34,19,False,False,,,,unknown
610134,True,False,17,0,False,False,,,,unknown
610136,True,True,87,175,False,False,,,,unknown
610137,True,True,595,226,False,False,,,,unknown
610146,True,False,2,0,False,False,,,,unknown
610154,True,False,38,0,False,False,,,,unknown
610164,True,True,19,12,False,False,,,,unknown
610175,False,True,0,29,False,False,,,,unknown
610176,True,False,10,0,False,False,,,,unknown
610195,True,False,15,0,False,False,,,,unknown
610200,True,False,39,0,False,False,,,,unknown
610207,False,True,0,61,False,False,,,,unknown
610213,False,True,0,5,False,False,,,,unknown
610215,True,True,48,21,False,False,,,,unknown
610221,True,False,3,0,False,False,,,,unknown
610235,True,False,25,0,False,False,,,,unknown
610253,False,True,0,12,False,False,,,,unknown
610263,False,True,0,11,False,False,,,,unknown
610275,True,True,312,94,False,False,,,,unknown
610277,True,False,14,0,False,False,,,,unknown
610294,True,False,5,0,False,False,,,,unknown
610299,True,True,40,40,False,False,,,,unknown
610305,False,True,0,2,False,False,,,,unknown
610308,True,True,1663,282,False,False,,,,unknown
610313,True,False,117,0,False,False,,,,unknown
610319,True,False,9,0,False,False,,,,unknown
610324,True,False,17,0,False,False,,,,unknown
610326,True,False,1,0,False,False,,,,unknown
610329,False,True,0,27,False,False,,,,unknown
610350,True,True,7,1,False,True,Resident,Not specialized in signal/domain1-7 detection,0-1 years,borderline
610357,True,True,91,719,False,False,,,,unknown
610374,True,False,64,0,False,False,,,,unknown
610384,True,True,100,41,False,False,,,,unknown
610391,False,True,0,3,False,False,,,,unknown
610393,True,False,3,0,False,False,,,,unknown
610397,True,False,25,0,False,False,,,,unknown
610410,True,False,1,0,False,False,,,,unknown
610412,False,True,0,3,False,False,,,,unknown
610448,True,False,2,0,False,False,,,,unknown
610452,True,False,1,0,False,False,,,,unknown
610458,False,True,0,345,False,False,,,,unknown
610469,True,True,184,170,False,False,,,,unknown
610481,True,False,2,0,False,False,,,,unknown
610485,True,False,5,0,False,False,,,,unknown
610486,True,False,13,0,False,False,,,,unknown
610489,False,True,0,13,False,True,Sub-student,Not specialized in signal/domain1-7 detection,0-1 years,novice
610504,False,True,0,20,False,False,,,,unknown
610523,False,True,0,17,False,False,,,,unknown
610526,True,True,5,9,False,False,,,,unknown
610527,True,False,5,0,False,False,,,,unknown
610533,True,False,3,0,False,False,,,,unknown
610542,True,False,60,0,False,False,,,,unknown
610546,True,True,24,16,False,False,,,,unknown
610554,True,False,11,0,False,False,,,,unknown
610571,True,False,10,0,False,False,,,,unknown
610577,True,False,50,0,False,False,,,,unknown
610582,False,True,0,1,False,False,,,,unknown
610584,False,True,0,40,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
610585,True,False,7,0,False,False,,,,unknown
610591,True,False,5,0,False,False,,,,unknown
610605,True,False,57,0,False,False,,,,unknown
610606,False,True,0,9,False,False,,,,unknown
610610,True,False,11,0,False,False,,,,unknown
610628,True,False,20,0,False,False,,,,unknown
610651,False,True,0,6,False,False,,,,unknown
610653,True,False,104,0,False,False,,,,unknown
610664,True,False,891,0,False,False,,,,unknown
610684,True,False,15,0,False,False,,,,unknown
610685,True,True,1721,10,False,False,,,,unknown
610697,True,False,77,0,False,False,,,,unknown
610714,True,False,23,0,False,False,,,,unknown
610745,False,True,0,1,False,False,,,,unknown
610754,False,True,0,1,False,False,,,,unknown
610770,True,False,59,0,False,False,,,,unknown
610786,False,True,0,115,False,False,,,,unknown
610790,False,True,0,2,False,False,,,,unknown
610791,True,False,90,0,False,False,,,,unknown
610800,True,False,59,0,False,False,,,,unknown
610820,False,True,0,10,False,False,,,,unknown
610821,True,False,27,0,False,False,,,,unknown
610826,False,False,0,0,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
610842,False,True,0,18,False,False,,,,unknown
610849,False,True,0,20,False,False,,,,unknown
610850,True,True,2,7,False,False,,,,unknown
610854,True,False,78,0,False,False,,,,unknown
610887,True,False,100,0,False,False,,,,unknown
610972,False,True,0,55,False,False,,,,unknown
610978,True,False,21,0,False,False,,,,unknown
611004,True,False,76,0,False,False,,,,unknown
611010,False,True,0,35,False,False,,,,unknown
611028,True,False,26,0,False,False,,,,unknown
611029,False,True,0,16,False,False,,,,unknown
611038,True,False,1,0,False,False,,,,unknown
611039,True,False,21,0,False,False,,,,unknown
611043,False,True,0,65,False,False,,,,unknown
611046,True,False,11,0,False,False,,,,unknown
611047,True,False,22,0,False,False,,,,unknown
611055,False,True,0,25,False,False,,,,unknown
611061,False,True,0,25,False,False,,,,unknown
611066,True,True,17,142,False,True,Student,Specialized in adult signal/domain1-7 detection,1-5 years,expert
611108,True,False,18,0,False,False,,,,unknown
611121,False,True,0,4,False,False,,,,unknown
611130,True,False,40,0,False,False,,,,unknown
611179,True,False,10,0,False,False,,,,unknown
611186,True,False,32,0,False,False,,,,unknown
611189,False,True,0,6,False,False,,,,unknown
611198,True,False,45,0,False,False,,,,unknown
611201,False,True,0,5,False,False,,,,unknown
611223,True,False,1,0,False,False,,,,unknown
611228,True,False,1,0,False,False,,,,unknown
611229,True,False,6,0,False,False,,,,unknown
611236,True,True,79,5,False,False,,,,unknown
611238,False,True,0,276,False,False,,,,unknown
611243,False,True,0,38,False,False,,,,unknown
611248,True,True,35,83,False,False,,,,unknown
611251,True,False,6,0,False,False,,,,unknown
611266,False,True,0,10,False,False,,,,unknown
611267,False,True,0,5,False,False,,,,unknown
611273,True,False,2,0,False,False,,,,unknown
611283,True,False,180,0,False,False,,,,unknown
611294,True,False,29,0,False,False,,,,unknown
611301,True,True,35,48,False,False,,,,unknown
611317,True,False,26,0,False,False,,,,unknown
611344,True,True,2,14,False,False,,,,unknown
611370,True,True,12,3,False,False,,,,unknown
611376,True,False,42,0,False,False,,,,unknown
611392,False,False,0,0,False,True,Resident,Not specialized in signal/domain1-7 detection,None,borderline
611400,False,True,0,32,False,False,,,,unknown
611423,True,False,11,0,False,False,,,,unknown
611430,False,True,0,120,False,False,,,,unknown
611433,True,False,60,0,False,False,,,,unknown
611483,False,True,0,1,False,False,,,,unknown
611528,False,True,0,13,False,False,,,,unknown
611565,True,False,58,0,False,False,,,,unknown
611598,False,True,0,32,False,False,,,,unknown
611633,True,False,100,0,False,False,,,,unknown
611642,True,True,2,1,False,False,,,,unknown
611651,False,True,0,34,False,False,,,,unknown
611674,True,False,20,0,False,False,,,,unknown
611675,False,True,0,37,False,False,,,,unknown
611681,True,True,48,96,False,False,,,,unknown
611688,False,True,0,17,False,False,,,,unknown
611689,False,True,0,3,False,False,,,,unknown
611691,False,True,0,4,False,False,,,,unknown
611692,True,False,6,0,False,False,,,,unknown
611702,False,True,0,31,False,False,,,,unknown
611707,False,True,0,1,False,False,,,,unknown
611709,False,True,0,17,False,False,,,,unknown
611710,False,True,0,10,False,False,,,,unknown
611717,False,True,0,2,False,False,,,,unknown
611722,True,True,6,25,False,False,,,,unknown
611749,False,True,0,2,False,True,Student,Not specialized in signal/domain1-7 detection,0-1 years,novice
611755,True,False,10,0,False,False,,,,unknown
611775,False,True,0,26,False,False,,,,unknown
611785,True,False,55,0,False,False,,,,unknown
611786,True,True,25,2,False,False,,,,unknown
611797,False,True,0,17,False,False,,,,unknown
611801,False,True,0,46,False,False,,,,unknown
611805,False,True,0,19,False,False,,,,unknown
611812,False,True,0,2,False,False,,,,unknown
611815,False,True,0,3,False,False,,,,unknown
611828,False,True,0,43,False,False,,,,unknown
611860,False,True,0,16,False,False,,,,unknown
611861,False,True,0,65,False,False,,,,unknown
611867,False,True,0,30,False,True,Sub-student,Not specialized in signal/domain1-7 detection,None,novice
611868,True,False,39,0,False,False,,,,unknown
611872,True,False,29,0,False,False,,,,unknown
611887,True,False,3,0,False,False,,,,unknown
611890,True,False,3,0,False,False,,,,unknown
611904,False,True,0,1,False,False,,,,unknown
611924,False,True,0,8,False,False,,,,unknown
611926,False,True,0,13,False,False,,,,unknown
612029,True,False,9,0,False,False,,,,unknown
612031,False,True,0,319,False,False,,,,unknown
612045,True,False,5,0,False,False,,,,unknown
612055,True,False,11,0,False,False,,,,unknown
612072,True,False,331,0,False,False,,,,unknown
612097,True,False,1,0,False,False,,,,unknown
612118,False,True,0,5,False,False,,,,unknown
612123,True,False,10,0,False,False,,,,unknown
612152,False,True,0,21,False,False,,,,unknown
612155,True,True,27,20,False,False,,,,unknown
612157,True,True,148,471,False,False,,,,unknown
612178,False,True,0,40,False,False,,,,unknown
612202,False,True,0,7,False,False,,,,unknown
612218,False,True,0,101,False,False,,,,unknown
612223,False,True,0,24,False,False,,,,unknown
612245,False,True,0,122,False,False,,,,unknown
612248,False,True,0,23,False,False,,,,unknown
612267,False,True,0,63,False,False,,,,unknown
612272,False,True,0,9,False,False,,,,unknown
612283,False,True,0,41,False,False,,,,unknown
612296,False,True,0,117,False,False,,,,unknown
612531,True,True,16,77,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
613725,True,False,1,0,True,False,Sub-student,Specialized in pediatric signal/domain1-7 detection,0-1 years,expert
613919,False,False,0,0,True,False,Resident,Not specialized in signal/domain1-7 detection,More than 5 years,borderline
613965,True,False,98,0,True,False,Practicing specialist (non-domain1-7 detection specialist),Not specialized in signal/domain1-7 detection,None,borderline
614024,False,False,0,0,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
614053,True,True,3,10,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
614076,True,False,4,0,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
614158,True,False,20,0,True,False,Sub-student,Specialized in adult signal/domain1-7 detection,None,expert
614177,False,True,0,38,False,True,Student,Not specialized in signal/domain1-7 detection,0-1 years,novice
614212,True,True,5,56,False,True,Sub-student,Specialized in pediatric signal/domain1-7 detection,1-5 years,expert
614244,False,False,0,0,False,True,Sub-student,Specialized in adult signal/domain1-7 detection,1-5 years,expert
614246,False,True,0,9,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
614287,True,True,102,207,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
614294,False,False,0,0,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
614366,True,False,12,0,True,False,Student,Specialized in adult signal/domain1-7 detection,1-5 years,expert
614369,True,True,33,5,True,False,Sub-student,Not specialized in signal/domain1-7 detection,None,novice
614398,True,True,51,15,True,False,Sub-student,Specialized in pediatric signal/domain1-7 detection,0-1 years,expert
614403,True,False,20,0,True,False,Resident,Not specialized in signal/domain1-7 detection,None,borderline
614423,True,True,18,71,False,True,Sub-student,Not specialized in signal/domain1-7 detection,None,novice
614437,True,False,8,0,True,False,Sub-student,Specialized in pediatric signal/domain1-7 detection,0-1 years,expert
614439,True,True,97,271,True,False,Other,Not specialized in signal/domain1-7 detection,0-1 years,novice
614469,True,True,14,2,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
614475,False,False,0,0,True,False,Student,Not specialized in signal/domain1-7 detection,None,novice
614477,True,False,431,0,True,False,Other,Not specialized in signal/domain1-7 detection,None,novice
614494,False,True,0,28,False,True,Student,Not specialized in signal/domain1-7 detection,0-1 years,novice
614495,False,True,0,35,False,True,Resident,Specialized in pediatric signal/domain1-7 detection,More than 5 years,expert
614519,False,True,0,12,False,True,EEG technologist,Specialized in adult signal/domain1-7 detection,None,expert
614523,True,True,16,12,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
614525,False,False,0,0,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
614531,False,True,0,5,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
614533,False,True,0,6,False,True,Student,Specialized in adult signal/domain1-7 detection,0-1 years,expert
614534,False,True,0,7,False,True,Student,Not specialized in signal/domain1-7 detection,0-1 years,novice
614543,False,True,0,37,False,True,Resident,Not specialized in signal/domain1-7 detection,0-1 years,borderline
614545,False,False,0,0,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
614547,True,False,10,0,True,False,Sub-student,Not specialized in signal/domain1-7 detection,None,novice
614553,False,False,0,0,False,True,Student,Specialized in adult signal/domain1-7 detection,1-5 years,expert
614557,False,False,0,0,False,True,Other,Specialized in adult signal/domain1-7 detection,1-5 years,expert
614558,False,False,0,0,False,True,Student,Specialized in adult signal/domain1-7 detection,0-1 years,expert
614561,False,True,0,10,False,True,Student,Not specialized in signal/domain1-7 detection,0-1 years,novice
614569,False,True,0,223,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
614570,False,True,0,19,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
614586,False,True,0,39,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
614587,False,True,0,6,False,True,Resident,Not specialized in signal/domain1-7 detection,None,borderline
614593,True,True,4,3,True,False,Student,Specialized in pediatric signal/domain1-7 detection,More than 5 years,expert
614653,True,False,40,0,True,False,Student,Not specialized in signal/domain1-7 detection,0-1 years,novice
614660,False,True,0,26,False,True,Sub-student,Not specialized in signal/domain1-7 detection,0-1 years,novice
614667,False,True,0,11,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
614668,False,True,0,58,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
614684,True,False,26,0,True,False,Other,Not specialized in signal/domain1-7 detection,None,novice
614687,False,True,0,12,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
614691,False,True,0,3,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
614710,False,True,0,1,False,True,Student,Not specialized in signal/domain1-7 detection,None,novice
614724,False,True,0,10,False,True,Other,Not specialized in signal/domain1-7 detection,None,novice
614755,True,True,92,3,False,True,Student,Not specialized in signal/domain1-7 detection,1-5 years,novice
