seg_id,rater_id,label_type,value,source_dataset
89557,10610458,domain1,non-domain1,extset_2025_task1
89557,10614423,domain1,non-domain1,extset_2025_task1
93276,10123559,domain1,non-domain1,extset_2025_task1
93276,10187180,domain1,domain1,extset_2025_task1
93276,10191971,domain1,non-domain1,extset_2025_task1
93276,10282558,domain1,non-domain1,extset_2025_task1
93276,10357322,domain1,non-domain1,extset_2025_task1
93276,10363653,domain1,non-domain1,extset_2025_task1
93276,10376803,domain1,non-domain1,extset_2025_task1
93276,10381562,domain1,non-domain1,extset_2025_task1
93276,10382225,domain1,domain1,extset_2025_task1
93276,10393526,domain1,non-domain1,extset_2025_task1
93276,10406396,domain1,non-domain1,extset_2025_task1
93276,10427523,domain1,non-domain1,extset_2025_task1
93276,10437599,domain1,non-domain1,extset_2025_task1
93276,10467362,domain1,non-domain1,extset_2025_task1
93276,10489707,domain1,non-domain1,extset_2025_task1
93276,10492981,domain1,non-domain1,extset_2025_task1
93276,10509395,domain1,non-domain1,extset_2025_task1
93276,10565246,domain1,non-domain1,extset_2025_task1
93276,10566370,domain1,non-domain1,extset_2025_task1
93276,10569668,domain1,non-domain1,extset_2025_task1
93276,10572722,domain1,non-domain1,extset_2025_task1
93276,10572980,domain1,non-domain1,extset_2025_task1
93276,10578973,domain1,non-domain1,extset_2025_task1
93276,10582334,domain1,non-domain1,extset_2025_task1
93276,10601918,domain1,non-domain1,extset_2025_task1
93276,10603919,domain1,non-domain1,extset_2025_task1
93276,10604272,domain1,domain1,extset_2025_task1
93276,10605631,domain1,non-domain1,extset_2025_task1
93276,10614439,domain1,non-domain1,extset_2025_task1
93001,10123559,domain1,non-domain1,extset_2025_task1
93001,10187180,domain1,non-domain1,extset_2025_task1
93001,10191971,domain1,non-domain1,extset_2025_task1
93001,10282558,domain1,non-domain1,extset_2025_task1
93001,10363431,domain1,non-domain1,extset_2025_task1
93001,10363653,domain1,non-domain1,extset_2025_task1
93001,10427522,domain1,non-domain1,extset_2025_task1
93001,10427523,domain1,non-domain1,extset_2025_task1
93001,10437599,domain1,non-domain1,extset_2025_task1
93001,10479788,domain1,domain1,extset_2025_task1
93001,10489707,domain1,non-domain1,extset_2025_task1
93001,10492981,domain1,non-domain1,extset_2025_task1
93001,10509395,domain1,non-domain1,extset_2025_task1
93001,10518592,domain1,non-domain1,extset_2025_task1
93001,10554066,domain1,non-domain1,extset_2025_task1
93001,10565246,domain1,non-domain1,extset_2025_task1
93001,10569668,domain1,non-domain1,extset_2025_task1
93001,10572980,domain1,non-domain1,extset_2025_task1
93001,10578973,domain1,non-domain1,extset_2025_task1
93001,10582334,domain1,non-domain1,extset_2025_task1
93001,10592156,domain1,non-domain1,extset_2025_task1
93001,10593236,domain1,non-domain1,extset_2025_task1
93001,10596802,domain1,non-domain1,extset_2025_task1
93001,10601918,domain1,non-domain1,extset_2025_task1
93001,10602990,domain1,domain1,extset_2025_task1
93001,10604555,domain1,non-domain1,extset_2025_task1
93001,10605833,domain1,non-domain1,extset_2025_task1
93001,10609947,domain1,non-domain1,extset_2025_task1
93001,10616407,domain1,non-domain1,extset_2025_task1
89565,10123559,domain1,domain1,extset_2025_task1
89565,10187180,domain1,non-domain1,extset_2025_task1
89565,10282558,domain1,non-domain1,extset_2025_task1
89565,10299374,domain1,non-domain1,extset_2025_task1
89565,10363431,domain1,non-domain1,extset_2025_task1
89565,10364505,domain1,non-domain1,extset_2025_task1
89565,10376803,domain1,non-domain1,extset_2025_task1
89565,10382225,domain1,non-domain1,extset_2025_task1
89565,10393526,domain1,non-domain1,extset_2025_task1
89565,10406396,domain1,non-domain1,extset_2025_task1
89565,10421122,domain1,non-domain1,extset_2025_task1
89565,10427522,domain1,non-domain1,extset_2025_task1
89565,10427523,domain1,non-domain1,extset_2025_task1
89565,10437599,domain1,domain1,extset_2025_task1
89565,10457754,domain1,domain1,extset_2025_task1
89565,10488940,domain1,domain1,extset_2025_task1
89565,10489707,domain1,non-domain1,extset_2025_task1
89565,10501111,domain1,domain1,extset_2025_task1
89565,10508965,domain1,non-domain1,extset_2025_task1
89565,10509395,domain1,non-domain1,extset_2025_task1
89565,10517927,domain1,non-domain1,extset_2025_task1
89565,10518592,domain1,non-domain1,extset_2025_task1
89565,10565246,domain1,non-domain1,extset_2025_task1
89565,10572980,domain1,non-domain1,extset_2025_task1
89565,10578000,domain1,non-domain1,extset_2025_task1
89565,10578973,domain1,non-domain1,extset_2025_task1
89565,10582334,domain1,domain1,extset_2025_task1
89565,10592156,domain1,domain1,extset_2025_task1
89565,10601918,domain1,non-domain1,extset_2025_task1
89565,10602990,domain1,domain1,extset_2025_task1
89565,10603919,domain1,non-domain1,extset_2025_task1
89565,10604272,domain1,non-domain1,extset_2025_task1
89565,10609837,domain1,non-domain1,extset_2025_task1
89565,10618141,domain1,non-domain1,extset_2025_task1
90460,10075969,domain1,non-domain1,extset_2025_task1
90460,10123180,domain1,non-domain1,extset_2025_task1
90460,10187180,domain1,domain1,extset_2025_task1
90460,10282558,domain1,non-domain1,extset_2025_task1
90460,10363431,domain1,non-domain1,extset_2025_task1
90460,10376803,domain1,non-domain1,extset_2025_task1
90460,10393526,domain1,non-domain1,extset_2025_task1
90460,10401878,domain1,non-domain1,extset_2025_task1
90460,10421122,domain1,non-domain1,extset_2025_task1
90460,10427522,domain1,non-domain1,extset_2025_task1
90460,10427523,domain1,non-domain1,extset_2025_task1
90460,10437599,domain1,domain1,extset_2025_task1
90460,10467362,domain1,domain1,extset_2025_task1
90460,10479788,domain1,non-domain1,extset_2025_task1
90460,10489707,domain1,non-domain1,extset_2025_task1
90460,10492981,domain1,non-domain1,extset_2025_task1
90460,10508965,domain1,non-domain1,extset_2025_task1
90460,10537189,domain1,domain1,extset_2025_task1
90460,10565246,domain1,non-domain1,extset_2025_task1
90460,10568295,domain1,non-domain1,extset_2025_task1
90460,10569668,domain1,non-domain1,extset_2025_task1
90460,10572722,domain1,non-domain1,extset_2025_task1
90460,10572980,domain1,domain1,extset_2025_task1
90460,10578973,domain1,non-domain1,extset_2025_task1
90460,10592156,domain1,domain1,extset_2025_task1
90460,10601918,domain1,non-domain1,extset_2025_task1
90460,10602929,domain1,non-domain1,extset_2025_task1
90460,10602990,domain1,non-domain1,extset_2025_task1
90460,10603490,domain1,non-domain1,extset_2025_task1
90460,10603919,domain1,non-domain1,extset_2025_task1
90460,10604555,domain1,non-domain1,extset_2025_task1
90460,10607266,domain1,non-domain1,extset_2025_task1
90460,10608122,domain1,non-domain1,extset_2025_task1
90460,10610117,domain1,non-domain1,extset_2025_task1
90460,10611861,domain1,domain1,extset_2025_task1
90460,10614777,domain1,domain1,extset_2025_task1
90460,10616663,domain1,non-domain1,extset_2025_task1
92406,10123180,domain1,non-domain1,extset_2025_task1
92406,10123559,domain1,non-domain1,extset_2025_task1
92406,10187180,domain1,non-domain1,extset_2025_task1
92406,10268686,domain1,non-domain1,extset_2025_task1
92406,10363431,domain1,non-domain1,extset_2025_task1
92406,10382225,domain1,non-domain1,extset_2025_task1
92406,10393526,domain1,non-domain1,extset_2025_task1
92406,10401878,domain1,non-domain1,extset_2025_task1
92406,10406396,domain1,non-domain1,extset_2025_task1
92406,10427522,domain1,non-domain1,extset_2025_task1
92406,10427523,domain1,non-domain1,extset_2025_task1
92406,10437599,domain1,non-domain1,extset_2025_task1
92406,10474366,domain1,non-domain1,extset_2025_task1
92406,10479788,domain1,non-domain1,extset_2025_task1
92406,10489707,domain1,non-domain1,extset_2025_task1
92406,10518592,domain1,non-domain1,extset_2025_task1
92406,10554066,domain1,non-domain1,extset_2025_task1
92406,10565246,domain1,non-domain1,extset_2025_task1
92406,10569668,domain1,non-domain1,extset_2025_task1
92406,10578973,domain1,non-domain1,extset_2025_task1
92406,10592156,domain1,non-domain1,extset_2025_task1
92406,10592683,domain1,non-domain1,extset_2025_task1
92406,10601918,domain1,non-domain1,extset_2025_task1
92406,10603919,domain1,non-domain1,extset_2025_task1
92406,10604555,domain1,non-domain1,extset_2025_task1
92406,10607669,domain1,non-domain1,extset_2025_task1
91202,10123180,domain1,domain1,extset_2025_task1
91202,10123559,domain1,domain1,extset_2025_task1
91202,10187180,domain1,non-domain1,extset_2025_task1
91202,10282558,domain1,domain1,extset_2025_task1
91202,10363431,domain1,domain1,extset_2025_task1
91202,10363653,domain1,non-domain1,extset_2025_task1
91202,10376803,domain1,domain1,extset_2025_task1
91202,10406396,domain1,non-domain1,extset_2025_task1
91202,10427522,domain1,non-domain1,extset_2025_task1
91202,10437599,domain1,domain1,extset_2025_task1
91202,10453167,domain1,domain1,extset_2025_task1
91202,10479788,domain1,domain1,extset_2025_task1
91202,10489707,domain1,domain1,extset_2025_task1
91202,10501111,domain1,domain1,extset_2025_task1
91202,10509395,domain1,non-domain1,extset_2025_task1
91202,10565246,domain1,domain1,extset_2025_task1
91202,10566370,domain1,non-domain1,extset_2025_task1
91202,10572980,domain1,non-domain1,extset_2025_task1
91202,10578973,domain1,domain1,extset_2025_task1
91202,10592156,domain1,domain1,extset_2025_task1
91202,10601918,domain1,domain1,extset_2025_task1
91202,10602486,domain1,non-domain1,extset_2025_task1
91202,10603919,domain1,domain1,extset_2025_task1
91202,10604555,domain1,non-domain1,extset_2025_task1
91202,10605631,domain1,non-domain1,extset_2025_task1
91202,10607157,domain1,non-domain1,extset_2025_task1
91202,10608033,domain1,domain1,extset_2025_task1
91202,10610137,domain1,non-domain1,extset_2025_task1
91202,10612296,domain1,non-domain1,extset_2025_task1
93392,10123559,domain1,non-domain1,extset_2025_task1
93392,10191971,domain1,non-domain1,extset_2025_task1
93392,10358060,domain1,non-domain1,extset_2025_task1
93392,10363431,domain1,non-domain1,extset_2025_task1
93392,10364505,domain1,non-domain1,extset_2025_task1
93392,10376803,domain1,non-domain1,extset_2025_task1
93392,10382225,domain1,non-domain1,extset_2025_task1
93392,10406396,domain1,non-domain1,extset_2025_task1
93392,10421122,domain1,non-domain1,extset_2025_task1
93392,10427522,domain1,non-domain1,extset_2025_task1
93392,10427523,domain1,non-domain1,extset_2025_task1
93392,10437599,domain1,non-domain1,extset_2025_task1
93392,10467362,domain1,non-domain1,extset_2025_task1
93392,10489707,domain1,non-domain1,extset_2025_task1
93392,10509395,domain1,non-domain1,extset_2025_task1
93392,10518592,domain1,non-domain1,extset_2025_task1
93392,10565246,domain1,non-domain1,extset_2025_task1
93392,10572980,domain1,non-domain1,extset_2025_task1
93392,10578973,domain1,non-domain1,extset_2025_task1
93392,10582334,domain1,non-domain1,extset_2025_task1
93392,10601918,domain1,non-domain1,extset_2025_task1
93392,10607669,domain1,non-domain1,extset_2025_task1
93392,10607929,domain1,non-domain1,extset_2025_task1
93392,10608126,domain1,domain1,extset_2025_task1
93392,10609947,domain1,non-domain1,extset_2025_task1
93392,10610117,domain1,non-domain1,extset_2025_task1
93392,10610357,domain1,non-domain1,extset_2025_task1
93392,10612531,domain1,non-domain1,extset_2025_task1
92360,10075969,domain1,domain1,extset_2025_task1
92360,10131059,domain1,non-domain1,extset_2025_task1
92360,10187180,domain1,domain1,extset_2025_task1
92360,10268689,domain1,non-domain1,extset_2025_task1
92360,10282558,domain1,non-domain1,extset_2025_task1
92360,10299374,domain1,non-domain1,extset_2025_task1
92360,10363431,domain1,non-domain1,extset_2025_task1
92360,10381562,domain1,non-domain1,extset_2025_task1
92360,10382225,domain1,domain1,extset_2025_task1
92360,10393526,domain1,non-domain1,extset_2025_task1
92360,10421122,domain1,non-domain1,extset_2025_task1
92360,10437599,domain1,non-domain1,extset_2025_task1
92360,10489707,domain1,non-domain1,extset_2025_task1
92360,10492981,domain1,non-domain1,extset_2025_task1
92360,10528018,domain1,non-domain1,extset_2025_task1
92360,10554066,domain1,domain1,extset_2025_task1
92360,10565246,domain1,non-domain1,extset_2025_task1
92360,10566370,domain1,non-domain1,extset_2025_task1
92360,10569668,domain1,domain1,extset_2025_task1
92360,10572722,domain1,non-domain1,extset_2025_task1
92360,10578973,domain1,non-domain1,extset_2025_task1
92360,10582334,domain1,non-domain1,extset_2025_task1
92360,10592156,domain1,domain1,extset_2025_task1
92360,10601918,domain1,non-domain1,extset_2025_task1
92360,10603919,domain1,non-domain1,extset_2025_task1
92360,10610489,domain1,domain1,extset_2025_task1
93424,10132535,domain1,non-domain1,extset_2025_task1
93424,10187180,domain1,non-domain1,extset_2025_task1
93424,10282558,domain1,non-domain1,extset_2025_task1
93424,10299374,domain1,non-domain1,extset_2025_task1
93424,10363431,domain1,non-domain1,extset_2025_task1
93424,10363653,domain1,non-domain1,extset_2025_task1
93424,10393526,domain1,non-domain1,extset_2025_task1
93424,10406396,domain1,non-domain1,extset_2025_task1
93424,10427522,domain1,non-domain1,extset_2025_task1
93424,10427523,domain1,non-domain1,extset_2025_task1
93424,10437599,domain1,non-domain1,extset_2025_task1
93424,10489707,domain1,non-domain1,extset_2025_task1
93424,10509395,domain1,non-domain1,extset_2025_task1
93424,10518592,domain1,non-domain1,extset_2025_task1
93424,10565246,domain1,non-domain1,extset_2025_task1
93424,10569668,domain1,non-domain1,extset_2025_task1
93424,10572722,domain1,non-domain1,extset_2025_task1
93424,10572980,domain1,non-domain1,extset_2025_task1
93424,10578973,domain1,non-domain1,extset_2025_task1
93424,10582334,domain1,non-domain1,extset_2025_task1
93424,10592156,domain1,non-domain1,extset_2025_task1
93424,10596802,domain1,non-domain1,extset_2025_task1
93424,10601918,domain1,non-domain1,extset_2025_task1
93424,10603919,domain1,non-domain1,extset_2025_task1
93424,10606748,domain1,non-domain1,extset_2025_task1
93706,10123559,domain1,domain1,extset_2025_task1
93706,10133101,domain1,domain1,extset_2025_task1
93706,10187180,domain1,domain1,extset_2025_task1
93706,10282558,domain1,domain1,extset_2025_task1
93706,10363431,domain1,non-domain1,extset_2025_task1
93706,10376803,domain1,non-domain1,extset_2025_task1
93706,10406396,domain1,non-domain1,extset_2025_task1
93706,10427272,domain1,domain1,extset_2025_task1
93706,10427522,domain1,domain1,extset_2025_task1
93706,10427523,domain1,domain1,extset_2025_task1
93706,10437599,domain1,non-domain1,extset_2025_task1
93706,10467362,domain1,non-domain1,extset_2025_task1
93706,10488940,domain1,non-domain1,extset_2025_task1
93706,10489707,domain1,non-domain1,extset_2025_task1
93706,10509395,domain1,domain1,extset_2025_task1
93706,10518592,domain1,domain1,extset_2025_task1
93706,10565246,domain1,non-domain1,extset_2025_task1
93706,10572722,domain1,non-domain1,extset_2025_task1
93706,10572980,domain1,domain1,extset_2025_task1
93706,10578973,domain1,non-domain1,extset_2025_task1
93706,10601918,domain1,non-domain1,extset_2025_task1
93706,10603919,domain1,domain1,extset_2025_task1
93706,10604555,domain1,domain1,extset_2025_task1
93706,10608484,domain1,non-domain1,extset_2025_task1
93706,10610308,domain1,domain1,extset_2025_task1
93706,10610458,domain1,non-domain1,extset_2025_task1
93912,10123180,domain1,non-domain1,extset_2025_task1
93912,10123559,domain1,non-domain1,extset_2025_task1
93912,10187180,domain1,non-domain1,extset_2025_task1
93912,10280197,domain1,non-domain1,extset_2025_task1
93912,10282558,domain1,non-domain1,extset_2025_task1
93912,10363431,domain1,non-domain1,extset_2025_task1
93912,10364505,domain1,non-domain1,extset_2025_task1
93912,10393526,domain1,non-domain1,extset_2025_task1
93912,10401878,domain1,non-domain1,extset_2025_task1
93912,10406396,domain1,non-domain1,extset_2025_task1
93912,10421122,domain1,non-domain1,extset_2025_task1
93912,10427522,domain1,non-domain1,extset_2025_task1
93912,10427523,domain1,non-domain1,extset_2025_task1
93912,10437599,domain1,non-domain1,extset_2025_task1
93912,10489707,domain1,non-domain1,extset_2025_task1
93912,10509395,domain1,non-domain1,extset_2025_task1
93912,10518592,domain1,non-domain1,extset_2025_task1
93912,10565246,domain1,non-domain1,extset_2025_task1
93912,10569668,domain1,non-domain1,extset_2025_task1
93912,10572722,domain1,non-domain1,extset_2025_task1
93912,10572980,domain1,non-domain1,extset_2025_task1
93912,10578973,domain1,non-domain1,extset_2025_task1
93912,10582334,domain1,non-domain1,extset_2025_task1
93912,10592156,domain1,non-domain1,extset_2025_task1
93912,10601918,domain1,non-domain1,extset_2025_task1
93912,10602990,domain1,non-domain1,extset_2025_task1
93912,10603919,domain1,non-domain1,extset_2025_task1
93912,10604555,domain1,non-domain1,extset_2025_task1
93912,10606748,domain1,non-domain1,extset_2025_task1
93912,10609947,domain1,non-domain1,extset_2025_task1
93912,10614495,domain1,non-domain1,extset_2025_task1
92380,10123559,domain1,non-domain1,extset_2025_task1
92380,10187180,domain1,non-domain1,extset_2025_task1
92380,10282558,domain1,non-domain1,extset_2025_task1
92380,10364505,domain1,domain1,extset_2025_task1
92380,10382225,domain1,non-domain1,extset_2025_task1
92380,10393526,domain1,non-domain1,extset_2025_task1
92380,10421122,domain1,domain1,extset_2025_task1
92380,10427522,domain1,non-domain1,extset_2025_task1
92380,10427523,domain1,domain1,extset_2025_task1
92380,10437599,domain1,domain1,extset_2025_task1
92380,10467362,domain1,non-domain1,extset_2025_task1
92380,10479788,domain1,domain1,extset_2025_task1
92380,10489707,domain1,non-domain1,extset_2025_task1
92380,10492981,domain1,non-domain1,extset_2025_task1
92380,10501111,domain1,domain1,extset_2025_task1
92380,10508965,domain1,non-domain1,extset_2025_task1
92380,10509395,domain1,non-domain1,extset_2025_task1
92380,10554066,domain1,non-domain1,extset_2025_task1
92380,10565246,domain1,non-domain1,extset_2025_task1
92380,10569668,domain1,non-domain1,extset_2025_task1
92380,10572722,domain1,non-domain1,extset_2025_task1
92380,10578973,domain1,non-domain1,extset_2025_task1
92380,10582334,domain1,non-domain1,extset_2025_task1
92380,10592156,domain1,non-domain1,extset_2025_task1
92380,10594391,domain1,non-domain1,extset_2025_task1
92380,10594521,domain1,non-domain1,extset_2025_task1
92380,10596802,domain1,non-domain1,extset_2025_task1
92380,10601918,domain1,non-domain1,extset_2025_task1
92380,10603490,domain1,non-domain1,extset_2025_task1
92380,10604555,domain1,non-domain1,extset_2025_task1
92380,10606228,domain1,non-domain1,extset_2025_task1
92380,10607266,domain1,non-domain1,extset_2025_task1
92380,10608057,domain1,domain1,extset_2025_task1
92380,10608519,domain1,non-domain1,extset_2025_task1
92380,10609947,domain1,non-domain1,extset_2025_task1
92380,10611066,domain1,domain1,extset_2025_task1
92945,10123180,domain1,non-domain1,extset_2025_task1
92945,10123559,domain1,domain1,extset_2025_task1
92945,10187180,domain1,non-domain1,extset_2025_task1
92945,10282558,domain1,non-domain1,extset_2025_task1
92945,10299374,domain1,non-domain1,extset_2025_task1
92945,10358060,domain1,non-domain1,extset_2025_task1
92945,10363431,domain1,non-domain1,extset_2025_task1
92945,10363653,domain1,non-domain1,extset_2025_task1
92945,10376803,domain1,non-domain1,extset_2025_task1
92945,10382225,domain1,non-domain1,extset_2025_task1
92945,10393526,domain1,non-domain1,extset_2025_task1
92945,10401878,domain1,non-domain1,extset_2025_task1
92945,10406396,domain1,non-domain1,extset_2025_task1
92945,10421122,domain1,non-domain1,extset_2025_task1
92945,10427523,domain1,non-domain1,extset_2025_task1
92945,10437599,domain1,non-domain1,extset_2025_task1
92945,10479788,domain1,domain1,extset_2025_task1
92945,10489707,domain1,non-domain1,extset_2025_task1
92945,10492981,domain1,non-domain1,extset_2025_task1
92945,10518592,domain1,non-domain1,extset_2025_task1
92945,10565246,domain1,non-domain1,extset_2025_task1
92945,10569668,domain1,non-domain1,extset_2025_task1
92945,10572980,domain1,non-domain1,extset_2025_task1
92945,10578973,domain1,non-domain1,extset_2025_task1
92945,10582334,domain1,non-domain1,extset_2025_task1
92945,10592156,domain1,non-domain1,extset_2025_task1
92945,10596802,domain1,non-domain1,extset_2025_task1
92945,10601918,domain1,non-domain1,extset_2025_task1
92945,10602929,domain1,domain1,extset_2025_task1
92945,10603919,domain1,non-domain1,extset_2025_task1
92945,10605360,domain1,non-domain1,extset_2025_task1
92945,10605875,domain1,non-domain1,extset_2025_task1
92945,10609837,domain1,non-domain1,extset_2025_task1
92945,10614423,domain1,non-domain1,extset_2025_task1
89665,10123559,domain1,non-domain1,extset_2025_task1
89665,10187180,domain1,non-domain1,extset_2025_task1
89665,10268689,domain1,non-domain1,extset_2025_task1
89665,10274523,domain1,non-domain1,extset_2025_task1
89665,10282558,domain1,non-domain1,extset_2025_task1
89665,10299374,domain1,non-domain1,extset_2025_task1
89665,10363431,domain1,non-domain1,extset_2025_task1
89665,10364505,domain1,non-domain1,extset_2025_task1
89665,10376803,domain1,non-domain1,extset_2025_task1
89665,10393526,domain1,non-domain1,extset_2025_task1
89665,10427522,domain1,non-domain1,extset_2025_task1
89665,10427523,domain1,non-domain1,extset_2025_task1
89665,10437599,domain1,non-domain1,extset_2025_task1
89665,10489707,domain1,non-domain1,extset_2025_task1
89665,10530936,domain1,domain1,extset_2025_task1
89665,10565246,domain1,non-domain1,extset_2025_task1
89665,10565263,domain1,non-domain1,extset_2025_task1
89665,10566370,domain1,non-domain1,extset_2025_task1
89665,10569668,domain1,non-domain1,extset_2025_task1
89665,10572722,domain1,non-domain1,extset_2025_task1
89665,10572980,domain1,non-domain1,extset_2025_task1
89665,10578973,domain1,non-domain1,extset_2025_task1
89665,10582334,domain1,non-domain1,extset_2025_task1
89665,10592156,domain1,non-domain1,extset_2025_task1
89665,10601918,domain1,non-domain1,extset_2025_task1
89665,10603919,domain1,non-domain1,extset_2025_task1
89665,10608484,domain1,non-domain1,extset_2025_task1
92215,10123559,domain1,domain1,extset_2025_task1
92215,10187180,domain1,non-domain1,extset_2025_task1
92215,10299374,domain1,non-domain1,extset_2025_task1
92215,10363431,domain1,domain1,extset_2025_task1
92215,10381562,domain1,domain1,extset_2025_task1
92215,10393526,domain1,domain1,extset_2025_task1
92215,10401878,domain1,non-domain1,extset_2025_task1
92215,10406396,domain1,domain1,extset_2025_task1
92215,10410229,domain1,domain1,extset_2025_task1
92215,10421122,domain1,domain1,extset_2025_task1
92215,10427522,domain1,domain1,extset_2025_task1
92215,10427523,domain1,domain1,extset_2025_task1
92215,10437599,domain1,domain1,extset_2025_task1
92215,10489707,domain1,domain1,extset_2025_task1
92215,10501111,domain1,non-domain1,extset_2025_task1
92215,10508965,domain1,domain1,extset_2025_task1
92215,10518592,domain1,non-domain1,extset_2025_task1
92215,10565246,domain1,domain1,extset_2025_task1
92215,10569668,domain1,non-domain1,extset_2025_task1
92215,10572980,domain1,domain1,extset_2025_task1
92215,10578973,domain1,domain1,extset_2025_task1
92215,10582334,domain1,non-domain1,extset_2025_task1
92215,10601918,domain1,non-domain1,extset_2025_task1
92215,10602929,domain1,non-domain1,extset_2025_task1
92215,10604272,domain1,domain1,extset_2025_task1
92215,10609947,domain1,domain1,extset_2025_task1
92215,10612283,domain1,domain1,extset_2025_task1
89467,10123559,domain1,non-domain1,extset_2025_task1
89467,10187180,domain1,non-domain1,extset_2025_task1
89467,10282558,domain1,non-domain1,extset_2025_task1
89467,10299374,domain1,non-domain1,extset_2025_task1
89467,10363431,domain1,non-domain1,extset_2025_task1
89467,10376803,domain1,non-domain1,extset_2025_task1
89467,10382225,domain1,non-domain1,extset_2025_task1
89467,10393526,domain1,non-domain1,extset_2025_task1
89467,10406396,domain1,non-domain1,extset_2025_task1
89467,10421122,domain1,non-domain1,extset_2025_task1
89467,10427522,domain1,non-domain1,extset_2025_task1
89467,10427523,domain1,non-domain1,extset_2025_task1
89467,10437599,domain1,non-domain1,extset_2025_task1
89467,10467362,domain1,non-domain1,extset_2025_task1
89467,10489707,domain1,non-domain1,extset_2025_task1
89467,10509395,domain1,non-domain1,extset_2025_task1
89467,10518592,domain1,non-domain1,extset_2025_task1
89467,10523763,domain1,non-domain1,extset_2025_task1
89467,10561788,domain1,non-domain1,extset_2025_task1
89467,10565246,domain1,non-domain1,extset_2025_task1
89467,10569668,domain1,non-domain1,extset_2025_task1
89467,10572722,domain1,non-domain1,extset_2025_task1
89467,10578973,domain1,non-domain1,extset_2025_task1
89467,10582334,domain1,non-domain1,extset_2025_task1
89467,10592156,domain1,non-domain1,extset_2025_task1
89467,10596802,domain1,non-domain1,extset_2025_task1
89467,10601918,domain1,non-domain1,extset_2025_task1
89467,10603919,domain1,non-domain1,extset_2025_task1
89467,10604272,domain1,non-domain1,extset_2025_task1
89467,10604555,domain1,non-domain1,extset_2025_task1
89467,10605875,domain1,non-domain1,extset_2025_task1
89467,10608807,domain1,non-domain1,extset_2025_task1
89467,10610117,domain1,non-domain1,extset_2025_task1
89467,10610308,domain1,non-domain1,extset_2025_task1
89467,10610357,domain1,non-domain1,extset_2025_task1
89467,10612157,domain1,non-domain1,extset_2025_task1
89467,10616804,domain1,domain1,extset_2025_task1
89467,10618191,domain1,non-domain1,extset_2025_task1
92191,10123559,domain1,domain1,extset_2025_task1
92191,10187180,domain1,domain1,extset_2025_task1
92191,10235741,domain1,non-domain1,extset_2025_task1
92191,10282558,domain1,domain1,extset_2025_task1
92191,10299374,domain1,domain1,extset_2025_task1
92191,10363431,domain1,domain1,extset_2025_task1
92191,10376803,domain1,domain1,extset_2025_task1
92191,10406396,domain1,non-domain1,extset_2025_task1
92191,10427523,domain1,domain1,extset_2025_task1
92191,10437599,domain1,domain1,extset_2025_task1
92191,10467362,domain1,domain1,extset_2025_task1
92191,10489707,domain1,domain1,extset_2025_task1
92191,10509395,domain1,domain1,extset_2025_task1
92191,10562422,domain1,domain1,extset_2025_task1
92191,10565246,domain1,domain1,extset_2025_task1
92191,10566370,domain1,domain1,extset_2025_task1
92191,10569668,domain1,non-domain1,extset_2025_task1
92191,10572980,domain1,domain1,extset_2025_task1
92191,10578973,domain1,domain1,extset_2025_task1
92191,10580746,domain1,non-domain1,extset_2025_task1
92191,10582334,domain1,domain1,extset_2025_task1
92191,10592156,domain1,domain1,extset_2025_task1
92191,10601918,domain1,domain1,extset_2025_task1
92191,10603919,domain1,domain1,extset_2025_task1
92191,10604555,domain1,domain1,extset_2025_task1
91767,10123559,domain1,domain1,extset_2025_task1
91767,10187180,domain1,non-domain1,extset_2025_task1
91767,10282558,domain1,non-domain1,extset_2025_task1
91767,10296241,domain1,non-domain1,extset_2025_task1
91767,10299374,domain1,non-domain1,extset_2025_task1
91767,10363431,domain1,non-domain1,extset_2025_task1
91767,10376803,domain1,domain1,extset_2025_task1
91767,10381562,domain1,non-domain1,extset_2025_task1
91767,10382225,domain1,domain1,extset_2025_task1
91767,10406396,domain1,domain1,extset_2025_task1
91767,10410661,domain1,domain1,extset_2025_task1
91767,10427522,domain1,domain1,extset_2025_task1
91767,10427523,domain1,non-domain1,extset_2025_task1
91767,10437599,domain1,domain1,extset_2025_task1
91767,10467362,domain1,non-domain1,extset_2025_task1
91767,10489707,domain1,domain1,extset_2025_task1
91767,10523763,domain1,domain1,extset_2025_task1
91767,10554066,domain1,non-domain1,extset_2025_task1
91767,10562422,domain1,non-domain1,extset_2025_task1
91767,10565246,domain1,non-domain1,extset_2025_task1
91767,10572722,domain1,non-domain1,extset_2025_task1
91767,10572980,domain1,domain1,extset_2025_task1
91767,10578973,domain1,non-domain1,extset_2025_task1
91767,10592156,domain1,non-domain1,extset_2025_task1
91767,10592683,domain1,non-domain1,extset_2025_task1
91767,10594391,domain1,non-domain1,extset_2025_task1
91767,10596802,domain1,non-domain1,extset_2025_task1
91767,10601918,domain1,non-domain1,extset_2025_task1
91767,10602990,domain1,non-domain1,extset_2025_task1
91767,10603919,domain1,domain1,extset_2025_task1
91767,10604031,domain1,domain1,extset_2025_task1
91767,10605875,domain1,domain1,extset_2025_task1
91767,10606228,domain1,non-domain1,extset_2025_task1
91767,10607266,domain1,domain1,extset_2025_task1
91767,10608018,domain1,non-domain1,extset_2025_task1
91767,10608254,domain1,non-domain1,extset_2025_task1
91767,10609947,domain1,non-domain1,extset_2025_task1
91767,10611430,domain1,non-domain1,extset_2025_task1
