mode,tier,candidate,task_idx,delta,questions
independent,expert,4,2,0.12,44
independent,expert,4,2,0.15,40
independent,expert,4,3,0.1,133
independent,expert,4,3,0.12,47
independent,expert,4,3,0.15,30
independent,expert,4,4,0.1,99
independent,expert,4,4,0.12,60
independent,expert,4,4,0.15,24
independent,expert,4,5,0.1,55
independent,expert,4,5,0.12,50
independent,expert,4,5,0.15,25
independent,expert,5,0,0.1,57
independent,expert,5,0,0.12,39
independent,expert,5,0,0.15,33
independent,expert,5,1,0.1,74
independent,expert,5,1,0.12,46
independent,expert,5,1,0.15,21
independent,expert,5,2,0.1,78
independent,expert,5,2,0.12,45
independent,expert,5,2,0.15,25
independent,expert,5,3,0.1,69
independent,expert,5,3,0.12,58
independent,expert,5,3,0.15,35
independent,expert,5,4,0.1,214
independent,expert,5,4,0.12,123
independent,expert,5,4,0.15,26
independent,expert,5,5,0.1,59
independent,expert,5,5,0.12,53
independent,expert,5,5,0.15,41
independent,expert,6,0,0.1,70
independent,expert,6,0,0.12,46
independent,expert,6,0,0.15,15
independent,expert,6,1,0.1,59
independent,expert,6,1,0.12,41
independent,expert,6,1,0.15,31
independent,expert,6,2,0.1,52
independent,expert,6,2,0.12,29
independent,expert,6,2,0.15,25
independent,expert,6,3,0.1,74
independent,expert,6,3,0.12,48
independent,expert,6,3,0.15,20
independent,expert,6,4,0.1,236
independent,expert,6,4,0.12,96
independent,expert,6,4,0.15,32
independent,expert,6,5,0.1,-1
independent,expert,6,5,0.12,146
independent,expert,6,5,0.15,39
independent,expert,7,0,0.1,70
independent,expert,7,0,0.12,62
independent,expert,7,0,0.15,21
independent,expert,7,1,0.1,61
independent,expert,7,1,0.12,41
independent,expert,7,1,0.15,35
independent,expert,7,2,0.1,77
independent,expert,7,2,0.12,52
independent,expert,7,2,0.15,31
independent,expert,7,3,0.1,71
independent,expert,7,3,0.12,54
independent,expert,7,3,0.15,28
independent,expert,7,4,0.1,169
independent,expert,7,4,0.12,63
independent,expert,7,4,0.15,33
independent,expert,7,5,0.1,128
independent,expert,7,5,0.12,51
independent,expert,7,5,0.15,23
independent,expert,8,0,0.1,75
independent,expert,8,0,0.12,51
independent,expert,8,0,0.15,44
independent,expert,8,1,0.1,70
independent,expert,8,1,0.12,55
independent,expert,8,1,0.15,32
independent,expert,8,2,0.1,61
independent,expert,8,2,0.12,40
independent,expert,8,2,0.15,27
independent,expert,8,3,0.1,58
independent,expert,8,3,0.12,37
independent,expert,8,3,0.15,26
independent,expert,8,4,0.1,100
independent,expert,8,4,0.12,74
independent,expert,8,4,0.15,21
independent,expert,8,5,0.1,63
independent,expert,8,5,0.12,56
independent,expert,8,5,0.15,22
independent,expert,9,0,0.1,64
independent,expert,9,0,0.12,40
independent,expert,9,0,0.15,34
independent,expert,9,1,0.1,58
independent,expert,9,1,0.12,52
independent,expert,9,1,0.15,29
independent,expert,9,2,0.1,67
independent,expert,9,2,0.12,45
independent,expert,9,2,0.15,19
independent,expert,9,3,0.1,168
independent,expert,9,3,0.12,72
independent,expert,9,3,0.15,32
independent,expert,9,4,0.1,104
independent,expert,9,4,0.12,49
independent,expert,9,4,0.15,27
independent,expert,9,5,0.1,103
independent,expert,9,5,0.12,56
independent,expert,9,5,0.15,20
independent,expert,10,0,0.1,53
independent,expert,10,0,0.12,42
independent,expert,10,0,0.15,33
independent,expert,10,1,0.1,52
independent,expert,10,1,0.12,41
independent,expert,10,1,0.15,21
independent,expert,10,2,0.1,71
independent,expert,10,2,0.12,36
independent,expert,10,2,0.15,26
independent,expert,10,3,0.1,95
independent,expert,10,3,0.12,72
independent,expert,10,3,0.15,30
independent,expert,10,4,0.1,94
independent,expert,10,4,0.12,68
independent,expert,10,4,0.15,28
independent,expert,10,5,0.1,60
independent,expert,10,5,0.12,56
independent,expert,10,5,0.15,44
independent,expert,11,0,0.1,66
independent,expert,11,0,0.12,38
independent,expert,11,0,0.15,21
independent,expert,11,1,0.1,57
independent,expert,11,1,0.12,45
independent,expert,11,1,0.15,19
independent,expert,11,2,0.1,75
independent,expert,11,2,0.12,49
independent,expert,11,2,0.15,29
independent,expert,11,3,0.1,59
independent,expert,11,3,0.12,40
independent,expert,11,3,0.15,24
independent,expert,11,4,0.1,258
independent,expert,11,4,0.12,108
independent,expert,11,4,0.15,39
independent,expert,11,5,0.1,214
independent,expert,11,5,0.12,54
independent,expert,11,5,0.15,35
independent,expert,12,0,0.1,69
independent,expert,12,0,0.12,40
independent,expert,12,0,0.15,32
independent,expert,12,1,0.1,61
independent,expert,12,1,0.12,57
independent,expert,12,1,0.15,44
independent,expert,12,2,0.1,77
independent,expert,12,2,0.12,50
independent,expert,12,2,0.15,23
independent,expert,12,3,0.1,87
independent,expert,12,3,0.12,63
independent,expert,12,3,0.15,29
independent,expert,12,4,0.1,104
independent,expert,12,4,0.12,65
independent,expert,12,4,0.15,24
independent,expert,12,5,0.1,74
independent,expert,12,5,0.12,42
independent,expert,12,5,0.15,34
independent,expert,13,0,0.1,53
independent,expert,13,0,0.12,37
independent,expert,13,0,0.15,19
independent,expert,13,1,0.1,49
independent,expert,13,1,0.12,45
independent,expert,13,1,0.15,38
independent,expert,13,2,0.1,61
independent,expert,13,2,0.12,43
independent,expert,13,2,0.15,24
independent,expert,13,3,0.1,-1
independent,expert,13,3,0.12,122
independent,expert,13,3,0.15,27
independent,expert,13,4,0.1,299
independent,expert,13,4,0.12,64
independent,expert,13,4,0.15,29
independent,expert,13,5,0.1,84
independent,expert,13,5,0.12,60
independent,expert,13,5,0.15,20
independent,expert,14,0,0.1,43
independent,expert,14,0,0.12,39
independent,expert,14,0,0.15,32
independent,expert,14,1,0.1,69
independent,expert,14,1,0.12,49
independent,expert,14,1,0.15,26
independent,expert,14,2,0.1,98
independent,expert,14,2,0.12,59
independent,expert,14,2,0.15,27
independent,expert,14,3,0.1,54
independent,expert,14,3,0.12,36
independent,expert,14,3,0.15,30
independent,expert,14,4,0.1,149
independent,expert,14,4,0.12,53
independent,expert,14,4,0.15,21
independent,expert,14,5,0.1,-1
independent,expert,14,5,0.12,169
independent,expert,14,5,0.15,31
independent,experienced,0,0,0.1,67
independent,experienced,0,0,0.12,41
independent,experienced,0,0,0.15,26
independent,experienced,0,1,0.1,48
independent,experienced,0,1,0.12,34
independent,experienced,0,1,0.15,30
independent,experienced,0,2,0.1,77
independent,experienced,0,2,0.12,50
independent,experienced,0,2,0.15,43
independent,experienced,0,3,0.1,63
independent,experienced,0,3,0.12,54
independent,experienced,0,3,0.15,24
independent,experienced,0,4,0.1,94
independent,experienced,0,4,0.12,55
independent,experienced,0,4,0.15,21
independent,experienced,0,5,0.1,79
independent,experienced,0,5,0.12,71
independent,experienced,0,5,0.15,27
independent,experienced,1,0,0.1,66
independent,experienced,1,0,0.12,39
independent,experienced,1,0,0.15,31
independent,experienced,1,1,0.1,61
independent,experienced,1,1,0.12,38
independent,experienced,1,1,0.15,29
independent,experienced,1,2,0.1,69
independent,experienced,1,2,0.12,63
independent,experienced,1,2,0.15,19
independent,experienced,1,3,0.1,80
independent,experienced,1,3,0.12,36
independent,experienced,1,3,0.15,22
independent,experienced,1,4,0.1,98
independent,experienced,1,4,0.12,64
independent,experienced,1,4,0.15,27
independent,experienced,1,5,0.1,57
independent,experienced,1,5,0.12,53
independent,experienced,1,5,0.15,43
independent,experienced,2,0,0.1,65
independent,experienced,2,0,0.12,28
independent,experienced,2,0,0.15,25
independent,experienced,2,1,0.1,52
independent,experienced,2,1,0.12,48
independent,experienced,2,1,0.15,43
independent,experienced,2,2,0.1,62
independent,experienced,2,2,0.12,39
independent,experienced,2,2,0.15,31
independent,experienced,2,3,0.1,67
independent,experienced,2,3,0.12,46
independent,experienced,2,3,0.15,20
independent,experienced,2,4,0.1,255
independent,experienced,2,4,0.12,90
independent,experienced,2,4,0.15,17
independent,experienced,2,5,0.1,137
independent,experienced,2,5,0.12,81
independent,experienced,2,5,0.15,37
independent,experienced,3,0,0.1,46
independent,experienced,3,0,0.12,41
independent,experienced,3,0,0.15,25
independent,experienced,3,1,0.1,55
independent,experienced,3,1,0.12,31
independent,experienced,3,1,0.15,26
independent,experienced,3,2,0.1,72
independent,experienced,3,2,0.12,45
independent,experienced,3,2,0.15,19
independent,experienced,3,3,0.1,150
independent,experienced,3,3,0.12,69
independent,experienced,3,3,0.15,28
independent,experienced,3,4,0.1,115
independent,experienced,3,4,0.12,58
independent,experienced,3,4,0.15,38
independent,experienced,3,5,0.1,112
independent,experienced,3,5,0.12,64
independent,experienced,3,5,0.15,32
independent,experienced,4,0,0.1,71
independent,experienced,4,0,0.12,37
independent,experienced,4,0,0.15,22
independent,experienced,4,1,0.1,55
independent,experienced,4,1,0.12,43
independent,experienced,4,1,0.15,21
independent,experienced,4,2,0.1,70
independent,experienced,4,2,0.12,45
independent,experienced,4,2,0.15,30
independent,experienced,4,3,0.1,81
independent,experienced,4,3,0.12,52
independent,experienced,4,3,0.15,26
independent,experienced,4,4,0.1,111
independent,experienced,4,4,0.12,57
independent,experienced,4,4,0.15,49
independent,experienced,4,5,0.1,78
independent,experienced,4,5,0.12,59
independent,experienced,4,5,0.15,36
independent,experienced,5,0,0.1,73
independent,experienced,5,0,0.12,42
independent,experienced,5,0,0.15,19
independent,experienced,5,1,0.1,61
independent,experienced,5,1,0.12,55
independent,experienced,5,1,0.15,34
independent,experienced,5,2,0.1,64
independent,experienced,5,2,0.12,43
independent,experienced,5,2,0.15,27
independent,experienced,5,3,0.1,59
independent,experienced,5,3,0.12,38
independent,experienced,5,3,0.15,29
independent,experienced,5,4,0.1,134
independent,experienced,5,4,0.12,99
independent,experienced,5,4,0.15,21
independent,experienced,5,5,0.1,292
independent,experienced,5,5,0.12,75
independent,experienced,5,5,0.15,37
independent,experienced,6,0,0.1,70
independent,experienced,6,0,0.12,47
independent,experienced,6,0,0.15,23
independent,experienced,6,1,0.1,60
independent,experienced,6,1,0.12,43
independent,experienced,6,1,0.15,21
independent,experienced,6,2,0.1,68
independent,experienced,6,2,0.12,57
independent,experienced,6,2,0.15,25
independent,experienced,6,3,0.1,51
independent,experienced,6,3,0.12,36
independent,experienced,6,3,0.15,29
independent,experienced,6,4,0.1,55
independent,experienced,6,4,0.12,41
independent,experienced,6,4,0.15,35
independent,experienced,6,5,0.1,75
independent,experienced,6,5,0.12,63
independent,experienced,6,5,0.15,45
independent,experienced,7,0,0.1,56
independent,experienced,7,0,0.12,36
independent,experienced,7,0,0.15,28
independent,experienced,7,1,0.1,47
independent,experienced,7,1,0.12,43
independent,experienced,7,1,0.15,39
independent,experienced,7,2,0.1,77
independent,experienced,7,2,0.12,41
independent,experienced,7,2,0.15,20
independent,experienced,7,3,0.1,267
independent,experienced,7,3,0.12,93
independent,experienced,7,3,0.15,27
independent,experienced,7,4,0.1,91
independent,experienced,7,4,0.12,54
independent,experienced,7,4,0.15,21
independent,experienced,7,5,0.1,221
independent,experienced,7,5,0.12,76
independent,experienced,7,5,0.15,38
independent,experienced,8,0,0.1,62
independent,experienced,8,0,0.12,41
independent,experienced,8,0,0.15,22
independent,experienced,8,1,0.1,88
independent,experienced,8,1,0.12,52
independent,experienced,8,1,0.15,33
independent,experienced,8,2,0.1,76
independent,experienced,8,2,0.12,49
independent,experienced,8,2,0.15,23
independent,experienced,8,3,0.1,55
independent,experienced,8,3,0.12,35
independent,experienced,8,3,0.15,28
independent,experienced,8,4,0.1,118
independent,experienced,8,4,0.12,115
independent,experienced,8,4,0.15,24
independent,experienced,8,5,0.1,66
independent,experienced,8,5,0.12,58
independent,experienced,8,5,0.15,42
independent,experienced,9,0,0.1,63
independent,experienced,9,0,0.12,46
independent,experienced,9,0,0.15,39
independent,experienced,9,1,0.1,64
independent,experienced,9,1,0.12,50
independent,experienced,9,1,0.15,20
independent,experienced,9,2,0.1,79
independent,experienced,9,2,0.12,49
independent,experienced,9,2,0.15,29
independent,experienced,9,3,0.1,55
independent,experienced,9,3,0.12,42
independent,experienced,9,3,0.15,26
independent,experienced,9,4,0.1,94
independent,experienced,9,4,0.12,56
independent,experienced,9,4,0.15,22
independent,experienced,9,5,0.1,77
independent,experienced,9,5,0.12,35
independent,experienced,9,5,0.15,31
independent,experienced,10,0,0.1,67
independent,experienced,10,0,0.12,35
independent,experienced,10,0,0.15,21
independent,experienced,10,1,0.1,64
independent,experienced,10,1,0.12,48
independent,experienced,10,1,0.15,18
independent,experienced,10,2,0.1,76
independent,experienced,10,2,0.12,44
independent,experienced,10,2,0.15,22
independent,experienced,10,3,0.1,54
independent,experienced,10,3,0.12,41
independent,experienced,10,3,0.15,37
independent,experienced,10,4,0.1,85
independent,experienced,10,4,0.12,62
independent,experienced,10,4,0.15,29
independent,experienced,10,5,0.1,155
independent,experienced,10,5,0.12,50
independent,experienced,10,5,0.15,34
independent,experienced,11,0,0.1,73
independent,experienced,11,0,0.12,57
independent,experienced,11,0,0.15,22
independent,experienced,11,1,0.1,60
independent,experienced,11,1,0.12,44
independent,experienced,11,1,0.15,20
independent,experienced,11,2,0.1,66
independent,experienced,11,2,0.12,47
independent,experienced,11,2,0.15,30
independent,experienced,11,3,0.1,69
independent,experienced,11,3,0.12,37
independent,experienced,11,3,0.15,27
independent,experienced,11,4,0.1,89
independent,experienced,11,4,0.12,54
independent,experienced,11,4,0.15,24
independent,experienced,11,5,0.1,277
independent,experienced,11,5,0.12,85
independent,experienced,11,5,0.15,45
independent,experienced,12,0,0.1,67
independent,experienced,12,0,0.12,47
independent,experienced,12,0,0.15,30
independent,experienced,12,1,0.1,79
independent,experienced,12,1,0.12,49
independent,experienced,12,1,0.15,17
independent,experienced,12,2,0.1,73
independent,experienced,12,2,0.12,41
independent,experienced,12,2,0.15,37
independent,experienced,12,3,0.1,81
independent,experienced,12,3,0.12,56
independent,experienced,12,3,0.15,22
independent,experienced,12,4,0.1,85
independent,experienced,12,4,0.12,59
independent,experienced,12,4,0.15,27
independent,experienced,12,5,0.1,65
independent,experienced,12,5,0.12,35
independent,experienced,12,5,0.15,25
independent,experienced,13,0,0.1,60
independent,experienced,13,0,0.12,42
independent,experienced,13,0,0.15,37
independent,experienced,13,1,0.1,77
independent,experienced,13,1,0.12,30
independent,experienced,13,1,0.15,27
independent,experienced,13,2,0.1,65
independent,experienced,13,2,0.12,47
independent,experienced,13,2,0.15,36
independent,experienced,13,3,0.1,82
independent,experienced,13,3,0.12,46
independent,experienced,13,3,0.15,25
independent,experienced,13,4,0.1,59
independent,experienced,13,4,0.12,35
independent,experienced,13,4,0.15,31
independent,experienced,13,5,0.1,73
independent,experienced,13,5,0.12,54
independent,experienced,13,5,0.15,38
independent,experienced,14,0,0.1,52
independent,experienced,14,0,0.12,45
independent,experienced,14,0,0.15,31
independent,experienced,14,1,0.1,74
independent,experienced,14,1,0.12,57
independent,experienced,14,1,0.15,40
independent,experienced,14,2,0.1,72
independent,experienced,14,2,0.12,54
independent,experienced,14,2,0.15,19
independent,experienced,14,3,0.1,88
independent,experienced,14,3,0.12,53
independent,experienced,14,3,0.15,21
independent,experienced,14,4,0.1,73
independent,experienced,14,4,0.12,51
independent,experienced,14,4,0.15,28
independent,experienced,14,5,0.1,95
independent,experienced,14,5,0.12,38
independent,experienced,14,5,0.15,35
independent,novice,0,0,0.1,69
independent,novice,0,0,0.12,46
independent,novice,0,0,0.15,21
independent,novice,0,1,0.1,49
independent,novice,0,1,0.12,39
independent,novice,0,1,0.15,19
independent,novice,0,2,0.1,78
independent,novice,0,2,0.12,74
independent,novice,0,2,0.15,26
independent,novice,0,3,0.1,66
independent,novice,0,3,0.12,44
independent,novice,0,3,0.15,24
independent,novice,0,4,0.1,52
independent,novice,0,4,0.12,45
independent,novice,0,4,0.15,23
independent,novice,0,5,0.1,55
independent,novice,0,5,0.12,38
independent,novice,0,5,0.15,27
independent,novice,1,0,0.1,38
independent,novice,1,0,0.12,35
independent,novice,1,0,0.15,25
independent,novice,1,1,0.1,161
independent,novice,1,1,0.12,115
independent,novice,1,1,0.15,32
independent,novice,1,2,0.1,40
independent,novice,1,2,0.12,22
independent,novice,1,2,0.15,17
independent,novice,1,3,0.1,57
independent,novice,1,3,0.12,31
independent,novice,1,3,0.15,15
independent,novice,1,4,0.1,49
independent,novice,1,4,0.12,41
independent,novice,1,4,0.15,26
independent,novice,1,5,0.1,78
independent,novice,1,5,0.12,74
independent,novice,1,5,0.15,70
independent,novice,2,0,0.1,93
independent,novice,2,0,0.12,61
independent,novice,2,0,0.15,21
independent,novice,2,1,0.1,52
independent,novice,2,1,0.12,35
independent,novice,2,1,0.15,24
independent,novice,2,2,0.1,48
independent,novice,2,2,0.12,31
independent,novice,2,2,0.15,14
independent,novice,2,3,0.1,69
independent,novice,2,3,0.12,50
independent,novice,2,3,0.15,16
independent,novice,2,4,0.1,54
independent,novice,2,4,0.12,46
independent,novice,2,4,0.15,42
independent,novice,2,5,0.1,85
independent,novice,2,5,0.12,56
independent,novice,2,5,0.15,28
independent,novice,3,0,0.1,60
independent,novice,3,0,0.12,33
independent,novice,3,0,0.15,12
independent,novice,3,1,0.1,89
independent,novice,3,1,0.12,85
independent,novice,3,1,0.15,75
independent,novice,3,2,0.1,45
independent,novice,3,2,0.12,32
independent,novice,3,2,0.15,17
independent,novice,3,3,0.1,170
independent,novice,3,3,0.12,144
independent,novice,3,3,0.15,67
independent,novice,3,4,0.1,68
independent,novice,3,4,0.12,34
independent,novice,3,4,0.15,22
independent,novice,3,5,0.1,37
independent,novice,3,5,0.12,31
independent,novice,3,5,0.15,24
independent,novice,4,0,0.1,36
independent,novice,4,0,0.12,27
independent,novice,4,0,0.15,15
independent,novice,4,1,0.1,49
independent,novice,4,1,0.12,32
independent,novice,4,1,0.15,13
independent,novice,4,2,0.1,141
independent,novice,4,2,0.12,26
independent,novice,4,2,0.15,17
independent,novice,4,3,0.1,53
independent,novice,4,3,0.12,46
independent,novice,4,3,0.15,41
independent,novice,4,4,0.1,80
independent,novice,4,4,0.12,74
independent,novice,4,4,0.15,28
independent,novice,4,5,0.1,105
independent,novice,4,5,0.12,101
independent,novice,4,5,0.15,95
independent,novice,5,0,0.1,119
independent,novice,5,0,0.12,45
independent,novice,5,0,0.15,25
independent,novice,5,1,0.1,216
independent,novice,5,1,0.12,61
independent,novice,5,1,0.15,49
independent,novice,5,2,0.1,51
independent,novice,5,2,0.12,33
independent,novice,5,2,0.15,16
independent,novice,5,3,0.1,68
independent,novice,5,3,0.12,63
independent,novice,5,3,0.15,20
independent,novice,5,4,0.1,40
independent,novice,5,4,0.12,31
independent,novice,5,4,0.15,21
independent,novice,5,5,0.1,54
independent,novice,5,5,0.12,37
independent,novice,5,5,0.15,24
independent,novice,6,0,0.1,60
independent,novice,6,0,0.12,56
independent,novice,6,0,0.15,15
independent,novice,6,1,0.1,34
independent,novice,6,1,0.12,28
independent,novice,6,1,0.15,11
independent,novice,6,2,0.1,93
independent,novice,6,2,0.12,87
independent,novice,6,2,0.15,83
independent,novice,6,3,0.1,75
independent,novice,6,3,0.12,39
independent,novice,6,3,0.15,13
independent,novice,6,4,0.1,50
independent,novice,6,4,0.12,25
independent,novice,6,4,0.15,22
independent,novice,6,5,0.1,105
independent,novice,6,5,0.12,30
independent,novice,6,5,0.15,18
independent,novice,7,0,0.1,43
independent,novice,7,0,0.12,34
independent,novice,7,0,0.15,27
independent,novice,7,1,0.1,130
independent,novice,7,1,0.12,121
independent,novice,7,1,0.15,116
independent,novice,7,2,0.1,59
independent,novice,7,2,0.12,49
independent,novice,7,2,0.15,20
independent,novice,7,3,0.1,58
independent,novice,7,3,0.12,39
independent,novice,7,3,0.15,26
independent,novice,7,4,0.1,76
independent,novice,7,4,0.12,51
independent,novice,7,4,0.15,21
independent,novice,7,5,0.1,70
independent,novice,7,5,0.12,50
independent,novice,7,5,0.15,29
independent,novice,8,0,0.1,81
independent,novice,8,0,0.12,78
independent,novice,8,0,0.15,75
independent,novice,8,1,0.1,55
independent,novice,8,1,0.12,51
independent,novice,8,1,0.15,26
independent,novice,8,2,0.1,38
independent,novice,8,2,0.12,31
independent,novice,8,2,0.15,21
independent,novice,8,3,0.1,104
independent,novice,8,3,0.12,61
independent,novice,8,3,0.15,15
independent,novice,8,4,0.1,148
independent,novice,8,4,0.12,109
independent,novice,8,4,0.15,13
independent,novice,8,5,0.1,99
independent,novice,8,5,0.12,33
independent,novice,8,5,0.15,19
independent,novice,9,0,0.1,61
independent,novice,9,0,0.12,57
independent,novice,9,0,0.15,29
independent,novice,9,1,0.1,45
independent,novice,9,1,0.12,25
independent,novice,9,1,0.15,14
independent,novice,9,2,0.1,103
independent,novice,9,2,0.12,41
independent,novice,9,2,0.15,20
independent,novice,9,3,0.1,74
independent,novice,9,3,0.12,40
independent,novice,9,3,0.15,18
independent,novice,9,4,0.1,204
independent,novice,9,4,0.12,55
independent,novice,9,4,0.15,21
independent,novice,9,5,0.1,77
independent,novice,9,5,0.12,48
independent,novice,9,5,0.15,28
independent,novice,10,0,0.1,67
independent,novice,10,0,0.12,40
independent,novice,10,0,0.15,18
independent,novice,10,1,0.1,53
independent,novice,10,1,0.12,47
independent,novice,10,1,0.15,27
independent,novice,10,2,0.1,46
independent,novice,10,2,0.12,35
independent,novice,10,2,0.15,20
independent,novice,10,3,0.1,76
independent,novice,10,3,0.12,56
independent,novice,10,3,0.15,21
independent,novice,10,4,0.1,98
independent,novice,10,4,0.12,94
independent,novice,10,4,0.15,68
independent,novice,10,5,0.1,73
independent,novice,10,5,0.12,38
independent,novice,10,5,0.15,24
independent,novice,11,0,0.1,106
independent,novice,11,0,0.12,23
independent,novice,11,0,0.15,15
independent,novice,11,1,0.1,56
independent,novice,11,1,0.12,26
independent,novice,11,1,0.15,24
independent,novice,11,2,0.1,69
independent,novice,11,2,0.12,34
independent,novice,11,2,0.15,20
independent,novice,11,3,0.1,76
independent,novice,11,3,0.12,38
independent,novice,11,3,0.15,13
independent,novice,11,4,0.1,66
independent,novice,11,4,0.12,60
independent,novice,11,4,0.15,27
independent,novice,11,5,0.1,52
independent,novice,11,5,0.12,42
independent,novice,11,5,0.15,22
independent,novice,12,0,0.1,92
independent,novice,12,0,0.12,50
independent,novice,12,0,0.15,16
independent,novice,12,1,0.1,43
independent,novice,12,1,0.12,26
independent,novice,12,1,0.15,22
independent,novice,12,2,0.1,68
independent,novice,12,2,0.12,56
independent,novice,12,2,0.15,13
independent,novice,12,3,0.1,78
independent,novice,12,3,0.12,65
independent,novice,12,3,0.15,14
independent,novice,12,4,0.1,53
independent,novice,12,4,0.12,35
independent,novice,12,4,0.15,32
independent,novice,12,5,0.1,105
independent,novice,12,5,0.12,62
independent,novice,12,5,0.15,36
independent,novice,13,0,0.1,83
independent,novice,13,0,0.12,56
independent,novice,13,0,0.15,52
independent,novice,13,1,0.1,120
independent,novice,13,1,0.12,114
independent,novice,13,1,0.15,32
independent,novice,13,2,0.1,39
independent,novice,13,2,0.12,35
independent,novice,13,2,0.15,23
independent,novice,13,3,0.1,64
independent,novice,13,3,0.12,31
independent,novice,13,3,0.15,19
independent,novice,13,4,0.1,78
independent,novice,13,4,0.12,48
independent,novice,13,4,0.15,21
independent,novice,13,5,0.1,47
independent,novice,13,5,0.12,33
independent,novice,13,5,0.15,15
independent,novice,14,0,0.1,90
independent,novice,14,0,0.12,86
independent,novice,14,0,0.15,81
independent,novice,14,1,0.1,41
independent,novice,14,1,0.12,31
independent,novice,14,1,0.15,18
independent,novice,14,2,0.1,47
independent,novice,14,2,0.12,33
independent,novice,14,2,0.15,21
independent,novice,14,3,0.1,77
independent,novice,14,3,0.12,71
independent,novice,14,3,0.15,17
independent,novice,14,4,0.1,63
independent,novice,14,4,0.12,29
independent,novice,14,4,0.15,24
independent,novice,14,5,0.1,56
independent,novice,14,5,0.12,51
independent,novice,14,5,0.15,20
hierarchical,expert,0,0,0.1,60
hierarchical,expert,0,0,0.12,50
hierarchical,expert,0,0,0.15,29
hierarchical,expert,0,1,0.1,65
hierarchical,expert,0,1,0.12,44
hierarchical,expert,0,1,0.15,33
hierarchical,expert,0,2,0.1,75
hierarchical,expert,0,2,0.12,57
hierarchical,expert,0,2,0.15,27
hierarchical,expert,0,3,0.1,80
hierarchical,expert,0,3,0.12,46
hierarchical,expert,0,3,0.15,20
hierarchical,expert,0,4,0.1,114
hierarchical,expert,0,4,0.12,40
hierarchical,expert,0,4,0.15,28
hierarchical,expert,0,5,0.1,72
hierarchical,expert,0,5,0.12,52
hierarchical,expert,0,5,0.15,34
hierarchical,expert,1,0,0.1,74
hierarchical,expert,1,0,0.12,49
hierarchical,expert,1,0,0.15,24
hierarchical,expert,1,1,0.1,58
hierarchical,expert,1,1,0.12,36
hierarchical,expert,1,1,0.15,28
hierarchical,expert,1,2,0.1,48
hierarchical,expert,1,2,0.12,39
hierarchical,expert,1,2,0.15,31
hierarchical,expert,1,3,0.1,77
hierarchical,expert,1,3,0.12,52
hierarchical,expert,1,3,0.15,27
hierarchical,expert,1,4,0.1,93
hierarchical,expert,1,4,0.12,57
hierarchical,expert,1,4,0.15,21
hierarchical,expert,1,5,0.1,68
hierarchical,expert,1,5,0.12,50
hierarchical,expert,1,5,0.15,30
hierarchical,expert,2,0,0.1,55
hierarchical,expert,2,0,0.12,51
hierarchical,expert,2,0,0.15,28
hierarchical,expert,2,1,0.1,80
hierarchical,expert,2,1,0.12,46
hierarchical,expert,2,1,0.15,24
hierarchical,expert,2,2,0.1,75
hierarchical,expert,2,2,0.12,49
hierarchical,expert,2,2,0.15,29
hierarchical,expert,2,3,0.1,63
hierarchical,expert,2,3,0.12,38
hierarchical,expert,2,3,0.15,33
hierarchical,expert,2,4,0.1,178
hierarchical,expert,2,4,0.12,104
hierarchical,expert,2,4,0.15,21
hierarchical,expert,2,5,0.1,83
hierarchical,expert,2,5,0.12,42
hierarchical,expert,2,5,0.15,35
hierarchical,expert,3,0,0.1,61
hierarchical,expert,3,0,0.12,38
hierarchical,expert,3,0,0.15,18
hierarchical,expert,3,1,0.1,60
hierarchical,expert,3,1,0.12,37
hierarchical,expert,3,1,0.15,26
hierarchical,expert,3,2,0.1,67
hierarchical,expert,3,2,0.12,46
hierarchical,expert,3,2,0.15,27
hierarchical,expert,3,3,0.1,75
hierarchical,expert,3,3,0.12,51
hierarchical,expert,3,3,0.15,23
hierarchical,expert,3,4,0.1,72
hierarchical,expert,3,4,0.12,44
hierarchical,expert,3,4,0.15,37
hierarchical,expert,3,5,0.1,85
hierarchical,expert,3,5,0.12,50
hierarchical,expert,3,5,0.15,39
hierarchical,expert,4,0,0.1,51
hierarchical,expert,4,0,0.12,40
hierarchical,expert,4,0,0.15,28
hierarchical,expert,4,1,0.1,62
hierarchical,expert,4,1,0.12,43
hierarchical,expert,4,1,0.15,24
hierarchical,expert,4,2,0.1,140
hierarchical,expert,4,2,0.12,65
hierarchical,expert,4,2,0.15,29
hierarchical,expert,4,3,0.1,54
hierarchical,expert,4,3,0.12,46
hierarchical,expert,4,3,0.15,27
hierarchical,expert,4,4,0.1,78
hierarchical,expert,4,4,0.12,60
hierarchical,expert,4,4,0.15,21
hierarchical,expert,4,5,0.1,110
hierarchical,expert,4,5,0.12,37
hierarchical,expert,4,5,0.15,32
hierarchical,expert,5,0,0.1,69
hierarchical,expert,5,0,0.12,38
hierarchical,expert,5,0,0.15,33
hierarchical,expert,5,1,0.1,74
hierarchical,expert,5,1,0.12,43
hierarchical,expert,5,1,0.15,16
hierarchical,expert,5,2,0.1,75
hierarchical,expert,5,2,0.12,29
hierarchical,expert,5,2,0.15,20
hierarchical,expert,5,3,0.1,57
hierarchical,expert,5,3,0.12,44
hierarchical,expert,5,3,0.15,25
hierarchical,expert,5,4,0.1,-1
hierarchical,expert,5,4,0.12,107
hierarchical,expert,5,4,0.15,18
