seg_id,n_sources,sources,s_mean_sz,s_sd_sz,s_mean_lpd,s_sd_lpd,s_mean_gpd,s_sd_gpd,s_mean_lrda,s_sd_lrda,s_mean_grda,s_sd_grda,s_mean_iic,s_sd_iic,n_expert,n_experienced,n_novice,n_crowd,n_other,n_untiered,votes_seizure,votes_lpd,votes_gpd,votes_lrda,votes_grda,votes_other
28601,1,sparcnet50K,1.33713,0.621806,-0.258572,0.587553,-0.29388,0.568772,-0.24795,0.559173,-0.325966,0.540092,-0.244504,0.606215,2,1,0,0,0,0,3,0,0,0,0,0
28602,1,sparcnet50K,1.28546,0.65847,-0.343412,0.6053,-0.373336,0.587371,-0.332899,0.577262,-0.412769,0.55619,-0.331468,0.623205,2,1,0,0,0,0,3,0,0,0,0,0
28603,1,sparcnet50K,1.38314,0.638274,-0.193361,0.616572,-0.232739,0.595928,-0.183183,0.585716,-0.262475,0.568383,-0.177475,0.63846,2,1,0,0,0,0,3,0,0,0,0,0
28604,1,sparcnet50K,1.24486,0.633401,-0.362784,0.593658,-0.39555,0.571367,-0.358532,0.561003,-0.417967,0.541897,-0.343394,0.614458,2,1,0,0,0,0,3,0,0,0,0,0
28605,1,sparcnet50K,1.37069,0.665843,-0.196997,0.649406,-0.235948,0.62807,-0.186137,0.616641,-0.257864,0.601262,-0.180225,0.672281,2,1,0,0,0,0,3,0,0,0,0,0
28606,1,sparcnet50K,1.40802,0.634884,-0.189791,0.588771,-0.229403,0.569033,-0.178597,0.558804,-0.264698,0.539401,-0.175639,0.608767,2,1,0,0,0,0,3,0,0,0,0,0
28607,1,sparcnet50K,1.37409,0.643643,-0.200942,0.624779,-0.238192,0.603409,-0.188454,0.59405,-0.26816,0.571867,-0.185405,0.646772,1,1,1,0,0,0,3,0,0,0,0,0
28608,1,sparcnet50K,1.23231,0.638972,-0.362903,0.596194,-0.398304,0.573564,-0.358329,0.565142,-0.434571,0.542227,-0.346428,0.61729,1,1,1,0,0,0,3,0,0,0,0,0
28609,1,sparcnet50K,1.33412,0.642222,-0.205118,0.608186,-0.242111,0.588262,-0.191699,0.580953,-0.268625,0.555311,-0.189961,0.626825,1,1,1,0,0,0,3,0,0,0,0,0
28610,1,sparcnet50K,1.31115,0.597649,-0.320201,0.577586,-0.356842,0.555016,-0.315055,0.546441,-0.400139,0.52767,-0.305342,0.599571,1,1,1,0,0,0,3,0,0,0,0,0
28611,1,sparcnet50K,1.27061,0.6641,-0.304912,0.629362,-0.344074,0.604952,-0.298671,0.596135,-0.382732,0.571405,-0.288623,0.652498,1,1,1,0,0,0,3,0,0,0,0,0
28612,1,sparcnet50K,1.34892,0.639281,-0.218783,0.627032,-0.257296,0.605247,-0.209359,0.597464,-0.286032,0.574614,-0.201142,0.647036,1,1,1,0,0,0,3,0,0,0,0,0
28613,1,sparcnet50K,1.38596,0.626763,-0.1979,0.602594,-0.235462,0.581516,-0.184031,0.573471,-0.267991,0.553163,-0.183943,0.624565,1,1,1,0,0,0,3,0,0,0,0,0
28614,1,sparcnet50K,1.39796,0.607685,-0.197747,0.585877,-0.242104,0.56327,-0.19326,0.554633,-0.2786,0.534006,-0.177481,0.608393,1,1,1,0,0,0,3,0,0,0,0,0
28615,1,sparcnet50K,1.35345,0.664281,-0.199176,0.632194,-0.235246,0.613269,-0.188071,0.600913,-0.263155,0.582703,-0.182227,0.654844,1,1,1,0,0,0,3,0,0,0,0,0
28616,1,sparcnet50K,1.2981,0.65222,-0.256736,0.619331,-0.303108,0.59191,-0.253059,0.586397,-0.334487,0.55898,-0.235445,0.641837,1,1,1,0,0,0,3,0,0,0,0,0
28617,1,sparcnet50K,1.34484,0.647909,-0.204099,0.597219,-0.252366,0.57381,-0.199393,0.567982,-0.293374,0.538055,-0.186435,0.61553,1,1,1,0,0,0,3,0,0,0,0,0
28618,1,sparcnet50K,1.31063,0.653321,-0.276226,0.5897,-0.311254,0.570273,-0.265757,0.563171,-0.341922,0.539013,-0.259925,0.608122,1,1,1,0,0,0,3,0,0,0,0,0
28619,1,sparcnet50K,1.37109,0.647157,-0.188544,0.619214,-0.230911,0.596567,-0.178229,0.589575,-0.264946,0.563518,-0.171496,0.639931,1,1,1,0,0,0,3,0,0,0,0,0
28620,1,sparcnet50K,1.35908,0.64814,-0.23206,0.634909,-0.274054,0.612748,-0.225486,0.603922,-0.307785,0.583921,-0.214053,0.65752,1,1,1,0,0,0,3,0,0,0,0,0
28621,1,sparcnet50K,1.38866,0.635989,-0.164587,0.609835,-0.204242,0.589196,-0.152457,0.581158,-0.225326,0.560457,-0.146043,0.630791,1,1,1,0,0,0,3,0,0,0,0,0
28622,1,sparcnet50K,1.35962,0.628016,-0.228985,0.582551,-0.274706,0.559907,-0.224303,0.55423,-0.324172,0.525213,-0.213743,0.600636,1,1,1,0,0,0,3,0,0,0,0,0
28623,1,sparcnet50K,1.42434,0.633757,-0.200588,0.630541,-0.239779,0.607384,-0.190671,0.598135,-0.273963,0.576501,-0.185594,0.653382,1,1,1,0,0,0,3,0,0,0,0,0
28624,1,sparcnet50K,0.553177,0.322134,-0.62953,0.475626,-0.521877,0.48245,1.79612,0.187515,-0.597169,0.49023,0.261998,0.265661,12,1,1,0,0,0,3,0,0,7,0,4
28625,1,sparcnet50K,1.24789,0.661629,-0.330297,0.612425,-0.365115,0.589251,-0.322821,0.58374,-0.39642,0.552937,-0.314294,0.630938,1,1,1,0,0,0,3,0,0,0,0,0
28626,1,sparcnet50K,1.3303,0.656855,-0.25123,0.599274,-0.288431,0.578971,-0.241566,0.570411,-0.332199,0.549477,-0.236962,0.619155,1,1,1,0,0,0,3,0,0,0,0,0
28627,1,sparcnet50K,1.30148,0.638865,-0.275415,0.595298,-0.312911,0.574498,-0.271897,0.564867,-0.346934,0.540079,-0.256163,0.61543,1,1,1,0,0,0,3,0,0,0,0,0
28628,1,sparcnet50K,1.3067,0.668171,-0.270586,0.636869,-0.303679,0.616847,-0.258513,0.608073,-0.335167,0.582196,-0.255764,0.657268,1,1,1,0,0,0,3,0,0,0,0,0
28629,1,sparcnet50K,1.28525,0.652589,-0.289697,0.614287,-0.330409,0.588976,-0.284393,0.583136,-0.365173,0.552545,-0.271579,0.635954,1,1,1,0,0,0,3,0,0,0,0,0
28630,1,sparcnet50K,1.362,0.586291,-0.195661,0.574378,-0.233328,0.554839,-0.182938,0.546318,-0.259987,0.531306,-0.179101,0.595631,1,1,1,0,0,0,3,0,0,0,0,0
28631,1,sparcnet50K,1.3578,0.609721,-0.257133,0.587908,-0.289338,0.568987,-0.243169,0.560042,-0.326485,0.540953,-0.244767,0.608432,1,1,1,0,0,0,3,0,0,0,0,0
28632,1,sparcnet50K,-0.905895,0.626903,-0.258859,0.598815,-0.290766,0.579872,-0.232629,0.579581,-0.300862,0.567645,1.9662,0.429461,1,1,0,0,0,0,0,0,0,0,0,2
28633,1,sparcnet50K,-0.960311,0.652832,-0.347233,0.633371,-0.378105,0.615613,-0.329062,0.614992,-0.391392,0.600905,1.91434,0.461968,1,1,0,0,0,0,0,0,0,0,0,2
28634,1,sparcnet50K,1.37789,0.622607,-0.256876,0.60306,-0.285836,0.584518,-0.260165,0.566272,-0.314332,0.559419,-0.246048,0.622403,2,1,0,0,0,0,3,0,0,0,0,0
28635,1,sparcnet50K,1.23751,0.658248,-0.363763,0.635701,-0.396379,0.612479,-0.375332,0.592617,-0.429926,0.577293,-0.347479,0.656534,2,1,0,0,0,0,3,0,0,0,0,0
28636,1,sparcnet50K,1.31959,0.618963,-0.253357,0.588564,-0.292002,0.566621,-0.266891,0.544852,-0.325024,0.53508,-0.235499,0.609914,2,1,0,0,0,0,3,0,0,0,0,0
28637,1,sparcnet50K,1.37102,0.62077,-0.198825,0.603777,-0.238947,0.582588,-0.208241,0.563149,-0.263331,0.551733,-0.181473,0.622946,2,1,0,0,0,0,3,0,0,0,0,0
28638,1,sparcnet50K,1.33078,0.680386,-0.223591,0.673613,-0.261416,0.652038,-0.23299,0.627266,-0.282864,0.621168,-0.204293,0.698223,2,1,0,0,0,0,3,0,0,0,0,0
28639,1,sparcnet50K,-0.948759,0.61834,-0.637049,0.455706,-0.53144,0.462365,-0.499134,0.483718,0.845414,0.204467,1.66286,0.241008,11,1,0,0,0,0,0,0,0,0,3,9
28640,1,sparcnet50K,-0.871969,0.648457,-0.247306,0.599097,0.673471,0.594749,-0.22212,0.577262,0.54305,0.716739,-0.233816,0.620831,1,1,0,0,0,0,0,0,1,0,1,0
28641,1,sparcnet50K,1.35176,0.69632,-0.184663,0.646934,-0.230402,0.623117,-0.167002,0.624483,-0.250052,0.595431,-0.166121,0.66652,2,1,0,0,0,0,3,0,0,0,0,0
28642,1,sparcnet50K,1.2813,0.651688,-0.281213,0.606829,-0.316694,0.584084,-0.263112,0.582612,-0.328373,0.564321,-0.263497,0.628322,2,1,0,0,0,0,3,0,0,0,0,0
28643,1,sparcnet50K,1.36783,0.644583,-0.214954,0.605527,-0.247801,0.587204,-0.188254,0.585522,-0.265005,0.566237,-0.201256,0.625392,2,1,0,0,0,0,3,0,0,0,0,0
28644,1,sparcnet50K,1.33284,0.64495,-0.237427,0.58881,-0.275714,0.567808,-0.214592,0.569063,-0.301784,0.541548,-0.223296,0.605971,2,1,0,0,0,0,3,0,0,0,0,0
28645,1,sparcnet50K,1.27081,0.669103,-0.312177,0.62397,-0.343796,0.603127,-0.290612,0.603933,-0.364465,0.578525,-0.297032,0.643369,2,1,0,0,0,0,3,0,0,0,0,0
28646,1,sparcnet50K,1.37037,0.661312,-0.222539,0.615352,-0.258507,0.595849,-0.195148,0.595631,-0.286082,0.571071,-0.210925,0.633993,2,1,0,0,0,0,3,0,0,0,0,0
28647,1,sparcnet50K,1.28376,0.6439,-0.269873,0.603269,-0.301123,0.585692,-0.245761,0.584315,-0.320131,0.564172,-0.255407,0.621738,2,1,0,0,0,0,3,0,0,0,0,0
28648,1,sparcnet50K,1.31216,0.621022,-0.26012,0.571382,-0.298872,0.55058,-0.237965,0.55114,-0.328939,0.527745,-0.246447,0.589903,2,1,0,0,0,0,3,0,0,0,0,0
28649,1,sparcnet50K,1.31639,0.646642,-0.250828,0.609354,-0.293228,0.584508,-0.23326,0.58643,-0.318652,0.557268,-0.232413,0.629356,2,1,0,0,0,0,3,0,0,0,0,0
28650,1,sparcnet50K,1.27779,0.607949,-0.326716,0.568097,-0.358371,0.548947,-0.305444,0.549169,-0.381997,0.528066,-0.311796,0.586929,2,1,0,0,0,0,3,0,0,0,0,0
28651,1,sparcnet50K,1.31085,0.616865,-0.28808,0.564991,-0.319519,0.547106,-0.262118,0.546496,-0.348843,0.52353,-0.277363,0.582413,2,1,0,0,0,0,3,0,0,0,0,0
28652,1,sparcnet50K,1.24071,0.655456,-0.353442,0.606075,-0.379532,0.585195,-0.331833,0.586387,-0.39729,0.559482,-0.339332,0.624148,2,1,0,0,0,0,3,0,0,0,0,0
28653,1,sparcnet50K,1.36,0.632668,-0.223565,0.593024,-0.264049,0.572177,-0.199577,0.572854,-0.292222,0.547521,-0.210204,0.611542,2,1,0,0,0,0,3,0,0,0,0,0
28654,1,sparcnet50K,1.28903,0.672797,-0.278867,0.629888,-0.319119,0.605606,-0.264602,0.607333,-0.339876,0.575958,-0.260271,0.649792,2,1,0,0,0,0,3,0,0,0,0,0
28655,1,sparcnet50K,-0.863672,0.683816,-0.22897,0.634709,-0.265791,0.611535,-0.203048,0.613515,0.52409,0.741583,1.01227,0.461493,1,1,0,0,0,0,0,0,0,0,1,1
28656,1,sparcnet50K,1.37186,0.65862,-0.219955,0.615275,-0.258489,0.594145,-0.193485,0.594657,-0.290546,0.567807,-0.208893,0.633659,2,1,0,0,0,0,3,0,0,0,0,0
28657,1,sparcnet50K,1.3294,0.645982,-0.252569,0.606599,-0.28706,0.588511,-0.229193,0.585909,-0.308113,0.566594,-0.238896,0.625302,2,1,0,0,0,0,3,0,0,0,0,0
28658,1,sparcnet50K,1.35262,0.640293,-0.22679,0.611584,-0.262695,0.589535,-0.203841,0.589537,-0.278059,0.56683,-0.209463,0.631647,2,1,0,0,0,0,3,0,0,0,0,0
28659,1,sparcnet50K,1.31444,0.623879,-0.25957,0.584372,-0.302577,0.561128,-0.2423,0.563459,-0.328652,0.535351,-0.241887,0.602823,2,1,0,0,0,0,3,0,0,0,0,0
28660,1,sparcnet50K,1.37974,0.650664,-0.230044,0.632488,-0.265979,0.611787,-0.215754,0.603753,-0.307804,0.581161,-0.218263,0.653462,1,1,1,0,0,0,3,0,0,0,0,0
28661,1,sparcnet50K,1.31301,0.66097,-0.303934,0.635684,-0.332199,0.61655,-0.289678,0.60788,-0.361677,0.588619,-0.291105,0.656221,1,1,1,0,0,0,3,0,0,0,0,0
28662,1,sparcnet50K,-1.03351,0.557644,-0.203995,0.601479,-0.243715,0.581467,-0.203243,0.568235,2.05722,0.265924,-0.186925,0.621541,2,1,0,0,0,0,0,0,0,0,3,0
28663,1,sparcnet50K,-1.16855,0.585483,-0.270717,0.635014,-0.301544,0.615163,0.229674,0.707577,1.60509,0.238951,-0.256952,0.656172,2,1,0,0,0,0,0,0,0,1,2,0
28664,1,sparcnet50K,-1.09867,0.547219,-0.197751,0.582797,-0.23921,0.561479,-0.210435,0.54189,2.14139,0.254831,-0.178697,0.605275,2,1,0,0,0,0,0,0,0,0,3,0
28665,1,sparcnet50K,1.29009,0.621929,-0.28782,0.598656,-0.324293,0.579494,-0.300848,0.557648,-0.349452,0.552538,-0.2682,0.620353,2,1,0,0,0,0,3,0,0,0,0,0
28666,1,sparcnet50K,1.36918,0.588519,-0.214113,0.582671,-0.253817,0.562074,-0.224834,0.544244,-0.288892,0.534267,-0.19842,0.602126,2,1,0,0,0,0,3,0,0,0,0,0
28667,1,sparcnet50K,2.03127,0.231001,-0.185627,0.365925,-0.562484,0.460812,-0.334102,0.539147,-0.547304,0.503733,-0.58225,0.306559,18,1,0,0,0,0,13,1,0,2,1,2
28668,1,sparcnet50K,1.35237,0.612424,-0.237739,0.565953,-0.271267,0.549301,-0.244138,0.530323,-0.307057,0.518657,-0.225606,0.58317,2,1,0,0,0,0,3,0,0,0,0,0
28669,1,sparcnet50K,1.37895,0.605747,-0.220789,0.59336,-0.256822,0.572487,-0.231334,0.552076,-0.283032,0.546973,-0.204239,0.615341,2,1,0,0,0,0,3,0,0,0,0,0
28670,1,sparcnet50K,1.31204,0.640252,-0.245441,0.611472,-0.283555,0.590321,-0.254361,0.571553,-0.309527,0.560257,-0.228286,0.631126,2,1,0,0,0,0,3,0,0,0,0,0
28671,1,sparcnet50K,1.35544,0.700091,-0.227687,0.64644,-0.266369,0.626627,-0.237298,0.605249,-0.307523,0.593175,-0.215095,0.666086,2,1,0,0,0,0,3,0,0,0,0,0
28672,1,sparcnet50K,1.31106,0.647062,-0.261027,0.610214,-0.294285,0.592492,-0.269323,0.572175,-0.325213,0.562457,-0.245594,0.629469,2,1,0,0,0,0,3,0,0,0,0,0
28673,1,sparcnet50K,-0.963295,0.609477,-0.662695,0.445773,-0.551593,0.454385,-0.518935,0.47709,1.0122,0.174484,1.46503,0.223929,12,1,0,0,0,0,0,0,0,0,4,9
28674,1,sparcnet50K,1.2739,0.602401,-0.373538,0.565648,-0.399227,0.547981,-0.345085,0.547251,-0.42879,0.526421,-0.360831,0.584495,2,1,0,0,0,0,3,0,0,0,0,0
28675,1,sparcnet50K,1.36229,0.596447,-0.22237,0.568312,-0.264463,0.548988,-0.201507,0.548465,-0.299437,0.526049,-0.207345,0.587172,2,1,0,0,0,0,3,0,0,0,0,0
28676,1,sparcnet50K,1.38554,0.63592,-0.213445,0.598877,-0.251792,0.579061,-0.191429,0.578844,-0.277638,0.555841,-0.198409,0.618515,2,1,0,0,0,0,3,0,0,0,0,0
28677,1,sparcnet50K,1.40973,0.618161,-0.1903,0.553986,-0.236703,0.536538,-0.167891,0.537308,-0.27702,0.510444,-0.174497,0.570887,2,1,0,0,0,0,3,0,0,0,0,0
28678,1,sparcnet50K,1.3611,0.66815,-0.224394,0.630517,-0.258586,0.611033,-0.200153,0.610204,-0.286213,0.581335,-0.211029,0.64963,2,1,0,0,0,0,3,0,0,0,0,0
28679,1,sparcnet50K,1.29059,0.616835,-0.318866,0.589881,-0.346779,0.5705,-0.295777,0.570034,-0.369118,0.547751,-0.305472,0.609303,2,1,0,0,0,0,3,0,0,0,0,0
28680,1,sparcnet50K,1.37954,0.61324,-0.221438,0.599264,-0.259534,0.579309,-0.199778,0.578457,-0.280066,0.556972,-0.205122,0.61935,2,1,0,0,0,0,3,0,0,0,0,0
28681,1,sparcnet50K,1.28162,0.663855,-0.329926,0.600772,-0.358314,0.583036,-0.307222,0.582276,-0.389252,0.559063,-0.317683,0.619204,2,1,0,0,0,0,3,0,0,0,0,0
28682,1,sparcnet50K,1.32716,0.669682,-0.230977,0.620948,-0.270177,0.601994,-0.210604,0.602441,-0.30318,0.568648,-0.215664,0.638305,2,1,0,0,0,0,3,0,0,0,0,0
28683,1,sparcnet50K,1.39716,0.636224,-0.21756,0.594017,-0.251689,0.577027,-0.190948,0.575048,-0.278774,0.555781,-0.206075,0.613412,2,1,0,0,0,0,3,0,0,0,0,0
28684,2,iiic_crowdsourcing:kong2025:crowd|sparcnet50K,2.57527,0.32728,-1.13779,0.494809,-1.22245,0.465907,-1.38523,0.466675,-1.41395,0.462431,-0.447937,0.363952,2,6,36,18,0,0,60,1,0,0,0,4
28685,1,sparcnet50K,1.34137,0.639616,-0.26181,0.605316,-0.296495,0.586861,-0.240318,0.58536,-0.322454,0.56279,-0.247772,0.626697,2,1,0,0,0,0,3,0,0,0,0,0
28686,1,sparcnet50K,1.35903,0.630116,-0.228289,0.582439,-0.265921,0.564584,-0.205254,0.564365,-0.297383,0.536935,-0.213141,0.600882,2,1,0,0,0,0,3,0,0,0,0,0
28687,1,sparcnet50K,1.30099,0.659657,-0.322006,0.629593,-0.350759,0.613092,-0.299315,0.610613,-0.379617,0.589432,-0.309104,0.649438,2,1,0,0,0,0,3,0,0,0,0,0
28688,1,sparcnet50K,1.35749,0.636567,-0.232152,0.60218,-0.261322,0.584721,-0.204419,0.583322,-0.281348,0.563785,-0.220501,0.621644,2,1,0,0,0,0,3,0,0,0,0,0
28689,1,sparcnet50K,1.2581,0.627126,-0.319973,0.588932,-0.353321,0.569337,-0.304763,0.569794,-0.37275,0.543473,-0.300912,0.608994,2,1,0,0,0,0,3,0,0,0,0,0
28690,1,sparcnet50K,1.33342,0.682213,-0.245631,0.644042,-0.27755,0.624009,-0.22242,0.621145,-0.296546,0.601458,-0.232207,0.665651,2,1,0,0,0,0,3,0,0,0,0,0
28691,1,sparcnet50K,-0.94071,0.606101,1.78393,0.184043,-0.50836,0.458878,-0.476491,0.476768,-0.57606,0.471057,-0.0503721,0.353635,11,1,0,0,0,0,0,9,0,0,0,3
28692,1,sparcnet50K,-0.959228,0.632089,2.13153,0.234396,-0.523607,0.477427,-0.227478,0.548861,-0.593902,0.490956,-1.08403,0.489254,11,1,0,0,0,0,0,11,0,1,0,0
28693,1,sparcnet50K,1.35764,0.629815,-0.249961,0.614229,-0.282888,0.593015,-0.241503,0.583247,-0.30814,0.56452,-0.234027,0.637086,2,1,0,0,0,0,3,0,0,0,0,0
28694,1,sparcnet50K,1.37999,0.599797,-0.22051,0.564442,-0.26061,0.545598,-0.213538,0.537752,-0.306626,0.510792,-0.205896,0.583921,2,1,0,0,0,0,3,0,0,0,0,0
28695,1,sparcnet50K,2.73877,0.370163,0.24572,0.264139,-0.526944,0.469373,-0.485337,0.505471,-0.536737,0.495848,-1.46714,0.445619,18,2,0,0,0,0,18,2,0,0,0,0
28696,1,sparcnet50K,1.35085,0.627541,-0.23353,0.605964,-0.273641,0.584576,-0.227827,0.575288,-0.326027,0.55046,-0.219116,0.626655,2,1,0,0,0,0,3,0,0,0,0,0
28697,1,sparcnet50K,1.37925,0.5928,-0.201287,0.576844,-0.239429,0.558471,-0.194033,0.548435,-0.276625,0.53219,-0.185562,0.599202,2,1,0,0,0,0,3,0,0,0,0,0
28698,1,sparcnet50K,1.35365,0.639258,-0.279832,0.607398,-0.315956,0.586328,-0.269852,0.577699,-0.365493,0.549367,-0.268413,0.625537,1,2,0,0,0,0,3,0,0,0,0,0
28699,1,sparcnet50K,1.31515,0.63859,-0.264354,0.604024,-0.303797,0.580279,-0.256832,0.572891,-0.344505,0.550331,-0.248583,0.625492,1,2,0,0,0,0,3,0,0,0,0,0
28700,1,sparcnet50K,1.32671,0.633074,-0.295674,0.602872,-0.330391,0.580748,-0.28627,0.572725,-0.368726,0.547601,-0.281514,0.622899,1,2,0,0,0,0,3,0,0,0,0,0
28701,1,sparcnet50K,1.3025,0.626771,-0.278441,0.582948,-0.31695,0.5629,-0.269548,0.555236,-0.366542,0.529942,-0.265163,0.601406,1,2,0,0,0,0,3,0,0,0,0,0
28702,1,sparcnet50K,1.28863,0.58405,-0.296909,0.558354,-0.328785,0.537713,-0.28732,0.527704,-0.356151,0.506616,-0.280453,0.577395,1,2,0,0,0,0,3,0,0,0,0,0
28703,1,sparcnet50K,1.36626,0.62809,-0.22262,0.597459,-0.261446,0.577463,-0.215488,0.56581,-0.294197,0.551968,-0.206429,0.616352,1,2,0,0,0,0,3,0,0,0,0,0
28704,3,iiic_crowdsourcing:kong2025:crowd|iiic_crowdsourcing:kong2025:expert|sparcnet50K,2.08457,0.201387,-1.36889,0.494207,-1.30349,0.45537,-0.850835,0.376767,-1.46266,0.452712,-0.375602,0.328617,4,8,38,13,0,0,57,0,0,3,0,5
28705,1,sparcnet50K,1.32374,0.619833,-0.234802,0.604218,-0.27174,0.584536,-0.22229,0.576298,-0.308097,0.548358,-0.219483,0.623052,1,2,0,0,0,0,3,0,0,0,0,0
28706,1,sparcnet50K,1.34602,0.615461,-0.260281,0.605081,-0.296493,0.585433,-0.252499,0.575269,-0.331381,0.558295,-0.244744,0.627714,1,2,0,0,0,0,3,0,0,0,0,0
28707,1,sparcnet50K,1.31432,0.632268,-0.279815,0.59287,-0.320271,0.570881,-0.274958,0.56286,-0.364369,0.537585,-0.2652,0.612334,1,2,0,0,0,0,3,0,0,0,0,0
28708,1,sparcnet50K,1.40007,0.607513,-0.217143,0.579348,-0.257185,0.558898,-0.206113,0.551537,-0.307681,0.527621,-0.204908,0.598675,1,2,0,0,0,0,3,0,0,0,0,0
28709,1,sparcnet50K,1.38675,0.612546,-0.221029,0.610303,-0.255342,0.590361,-0.205416,0.582067,-0.295529,0.560265,-0.208444,0.631932,1,2,0,0,0,0,3,0,0,0,0,0
28710,1,sparcnet50K,1.27764,0.619493,-0.295727,0.575306,-0.328085,0.557233,-0.284058,0.550213,-0.363293,0.521867,-0.280058,0.593208,1,2,0,0,0,0,3,0,0,0,0,0
28711,1,sparcnet50K,1.34546,0.637262,-0.296166,0.600863,-0.335383,0.578505,-0.2871,0.572,-0.388218,0.54213,-0.283012,0.619937,1,2,0,0,0,0,3,0,0,0,0,0
28712,1,sparcnet50K,-0.921184,0.634528,-0.297952,0.593582,-0.335047,0.572623,-0.274814,0.573801,-0.351254,0.561807,1.97485,0.426701,1,1,0,0,0,0,0,0,0,0,0,2
28713,1,sparcnet50K,1.369,0.654172,-0.225396,0.628288,-0.260962,0.607264,-0.214819,0.595323,-0.296392,0.57486,-0.211459,0.64832,2,1,0,0,0,0,3,0,0,0,0,0
28714,1,sparcnet50K,1.27192,0.659722,-0.313255,0.622549,-0.343644,0.603042,-0.303242,0.591979,-0.36853,0.572723,-0.297224,0.642267,2,1,0,0,0,0,3,0,0,0,0,0
28715,1,sparcnet50K,1.27508,0.622254,-0.356825,0.597808,-0.387031,0.57693,-0.36818,0.555291,-0.430783,0.534483,-0.339199,0.619866,2,1,0,0,0,0,3,0,0,0,0,0
28716,1,sparcnet50K,1.35719,0.625961,-0.225299,0.629697,-0.266135,0.605793,-0.238661,0.586213,-0.322899,0.556671,-0.20728,0.650827,2,1,0,0,0,0,3,0,0,0,0,0
28717,1,sparcnet50K,1.39234,0.645606,-0.227977,0.620436,-0.2638,0.601847,-0.235408,0.582132,-0.317657,0.560806,-0.21597,0.640722,2,1,0,0,0,0,3,0,0,0,0,0
28718,3,iiic_crowdsourcing:kong2025:crowd|iiic_crowdsourcing:kong2025:expert|sparcnet50K,-1.05385,0.399176,-0.208951,0.274033,0.177891,0.182533,-0.459512,0.296372,2.1415,0.133178,-0.628977,0.387797,3,11,42,14,0,0,2,6,8,6,48,3
28719,1,sparcnet50K,-1.18839,0.545174,-0.234761,0.595483,-0.275689,0.573747,-0.220021,0.571158,2.0974,0.246408,-0.215793,0.616728,2,1,0,0,0,0,0,0,0,0,3,0
28720,1,sparcnet50K,1.31081,0.625582,-0.283769,0.605345,-0.323071,0.582442,-0.26918,0.579715,-0.369067,0.544553,-0.266978,0.626179,2,1,0,0,0,0,3,0,0,0,0,0
28721,1,sparcnet50K,1.36084,0.639183,-0.228724,0.606724,-0.263621,0.583993,-0.207242,0.582353,-0.298586,0.541943,-0.213385,0.627139,2,1,0,0,0,0,3,0,0,0,0,0
28722,1,sparcnet50K,1.31295,0.634463,-0.290081,0.609462,-0.321074,0.588972,-0.268349,0.585964,-0.360482,0.555129,-0.277388,0.629423,2,1,0,0,0,0,3,0,0,0,0,0
28723,1,sparcnet50K,1.32067,0.646534,-0.223175,0.609189,-0.260737,0.588601,-0.204981,0.5848,-0.289061,0.557161,-0.206356,0.630357,2,1,0,0,0,0,3,0,0,0,0,0
28724,1,sparcnet50K,1.35422,0.600647,-0.215209,0.598866,-0.25358,0.576554,-0.196943,0.572637,-0.283922,0.548758,-0.196896,0.621589,2,1,0,0,0,0,3,0,0,0,0,0
28725,1,sparcnet50K,1.35972,0.684236,-0.216992,0.659056,-0.253134,0.636693,-0.195604,0.6342,-0.285719,0.594426,-0.201428,0.680458,2,1,0,0,0,0,3,0,0,0,0,0
28726,1,sparcnet50K,1.30843,0.666898,-0.259324,0.629616,-0.2945,0.607064,-0.239918,0.60479,-0.326216,0.57597,-0.24367,0.652116,2,1,0,0,0,0,3,0,0,0,0,0
28727,1,sparcnet50K,1.35992,0.615173,-0.233286,0.571845,-0.272463,0.551861,-0.213845,0.55008,-0.322085,0.515801,-0.218779,0.590736,2,1,0,0,0,0,3,0,0,0,0,0
28728,1,sparcnet50K,1.31966,0.619436,-0.271862,0.592145,-0.305686,0.571969,-0.25089,0.569716,-0.348875,0.533515,-0.257674,0.611766,2,1,0,0,0,0,3,0,0,0,0,0
28729,1,sparcnet50K,-1.00088,0.562297,-0.048938,0.61538,-0.10572,0.592068,-0.0463299,0.584537,2.20475,0.258418,-0.0290849,0.636611,2,1,0,0,0,0,0,0,0,0,3,0
28730,1,sparcnet50K,0.387702,0.389652,-0.210203,0.582304,0.671148,0.574594,-0.183579,0.56012,-0.260371,0.553542,-0.197744,0.602681,1,1,0,0,0,0,1,0,1,0,0,0
28731,1,sparcnet50K,0.396713,0.39578,-0.168301,0.581298,0.746191,0.570033,-0.146791,0.5607,-0.213788,0.548753,-0.149738,0.601193,1,1,0,0,0,0,1,0,1,0,0,0
28732,1,sparcnet50K,1.37375,0.616634,-0.204227,0.595192,-0.243288,0.574715,-0.194042,0.566083,-0.280416,0.54449,-0.187989,0.614958,1,2,0,0,0,0,3,0,0,0,0,0
28733,1,sparcnet50K,1.3065,0.636986,-0.318515,0.59948,-0.35282,0.576935,-0.309063,0.569601,-0.398375,0.543212,-0.305614,0.617439,1,2,0,0,0,0,3,0,0,0,0,0
28734,1,sparcnet50K,1.32507,0.646981,-0.286673,0.604103,-0.32091,0.583439,-0.275834,0.576086,-0.363176,0.548026,-0.272609,0.622688,1,2,0,0,0,0,3,0,0,0,0,0
